mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,32,44,15,29,26,22,33,32,51,41,35,32,-1,-1,9,13,19,16,21,26,20,28,19,51,""
02,46,34,42,41,30,32,29,38,39,47,38,37,40,29,23,25,17,25,19,25,25,35,29,28,""
03,40,34,37,31,29,30,30,37,32,30,57,52,33,42,42,28,21,17,31,30,35,45,24,35,""
04,36,47,27,36,37,42,37,46,60,37,47,61,44,19,17,17,37,50,30,24,22,26,37,37,""
05,40,27,26,33,38,23,35,35,39,36,51,45,27,26,13,31,19,20,32,26,32,39,45,40,""
06,36,32,43,37,41,37,40,29,36,47,84,53,78,45,29,23,16,13,14,11,30,38,42,42,""
07,52,40,31,33,28,37,42,37,34,34,44,38,44,73,27,15,12,59,23,27,32,30,39,40,""
08,53,42,35,42,31,44,40,43,40,56,50,55,41,33,27,12,11,12,18,12,17,11,14,14,""
09,24,16,28,30,42,43,26,32,36,48,46,39,35,32,23,19,24,23,25,22,30,33,47,45,""
10,47,46,42,36,36,38,41,30,58,30,43,53,54,19,23,10,16,15,7,15,15,13,23,21,""
11,25,19,28,30,40,26,28,17,40,34,66,52,27,22,14,9,11,10,14,18,31,34,37,37,""
12,61,44,36,38,38,32,56,40,52,38,35,43,21,21,6,18,16,17,18,13,2,12,15,22,""
13,27,33,31,38,32,33,22,36,40,35,40,43,20,23,23,13,15,21,20,28,24,28,37,50,""
14,36,40,45,44,38,43,38,32,26,53,49,52,41,27,26,16,23,11,33,17,6,20,13,22,""
15,15,23,21,18,13,24,12,21,12,19,25,19,18,9,10,12,13,2,17,3,39,53,57,56,""
16,49,53,60,59,68,58,93,67,82,77,86,90,56,54,65,55,57,46,44,44,62,59,70,93,""
17,77,105,92,77,80,95,82,112,98,89,81,82,63,68,49,57,41,59,66,64,76,15,63,79,""
18,82,105,102,74,62,85,77,87,56,70,55,67,61,53,37,35,46,35,45,41,35,41,38,58,""
19,48,57,63,52,50,41,60,61,72,59,71,71,65,62,55,34,42,39,33,42,45,54,56,61,""
20,80,65,57,64,66,56,70,73,72,76,73,76,48,43,42,42,44,48,39,47,58,78,80,72,""
21,77,64,59,60,59,42,46,66,29,8,52,55,49,53,40,36,42,43,43,54,57,73,82,90,""
22,105,85,75,62,54,63,60,94,81,94,95,89,92,68,62,41,54,43,50,61,69,73,77,85,""
23,100,83,86,77,125,119,84,85,82,59,61,43,44,48,43,28,21,33,31,32,30,18,25,31,""
24,52,62,31,63,53,38,59,74,77,97,101,108,74,62,62,37,45,45,47,48,65,59,61,69,""
25,61,58,59,72,67,90,101,90,90,104,94,83,82,61,46,39,48,37,40,48,50,81,79,79,""
26,97,87,90,91,67,97,82,83,86,90,85,68,71,47,37,41,44,26,39,40,47,62,66,69,""
27,68,64,63,42,58,71,68,68,77,83,59,63,69,52,36,42,21,40,40,47,47,58,80,92,""
28,91,67,70,73,72,85,80,79,89,92,71,91,69,53,37,28,44,25,23,16,18,52,55,47,""
29,43,47,69,68,57,71,89,108,108,117,101,89,64,49,49,35,32,28,39,29,45,38,38,41,""
30,41,49,83,79,75,85,95,94,91,90,76,72,84,60,60,51,43,43,49,48,61,81,91,98,""
31,96,96,90,63,65,76,78,100,97,83,106,89,86,74,55,44,46,54,47,57,68,70,85,-1,""
