Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,42,46,53,58,73,61,59,52,52,47,51,40,36,15,25,20,18,22,10,13,26,31,39,43,""
2,49,63,63,50,46,66,61,60,71,36,29,31,19,28,30,18,18,18,6,26,21,31,34,57,""
3,51,53,48,53,49,51,53,36,30,21,31,10,16,25,16,19,9,10,8,18,19,25,29,34,""
4,36,45,42,36,42,56,54,66,36,27,25,24,27,18,13,18,17,22,7,10,28,26,36,40,""
5,56,46,39,74,50,53,50,57,45,35,40,16,14,16,22,6,15,13,8,10,16,28,35,46,""
6,64,66,58,54,38,43,45,56,47,28,41,31,18,14,19,14,21,14,22,24,28,28,30,49,""
7,51,49,61,52,49,68,59,58,44,42,28,22,28,22,14,15,13,15,14,26,24,36,36,52,""
8,73,64,60,49,67,77,81,59,47,53,42,24,22,16,22,16,18,13,16,20,25,30,48,66,""
9,55,81,51,52,66,61,77,57,64,38,31,29,14,23,18,26,16,11,16,30,19,36,39,71,""
10,54,75,67,62,57,59,62,55,61,32,30,26,33,22,27,25,17,17,14,28,26,30,56,69,""
11,61,79,78,74,50,59,67,64,46,40,50,26,32,21,21,14,11,13,14,13,25,31,39,50,""
12,79,62,74,67,68,43,67,51,45,29,30,33,23,23,20,24,25,14,19,15,24,38,40,47,""
13,59,70,59,65,48,60,62,48,37,41,31,26,18,17,21,19,16,17,16,22,23,17,47,35,""
14,53,57,48,56,62,56,54,43,45,33,26,32,19,17,16,11,12,24,19,7,26,29,33,31,""
15,36,43,24,53,23,37,55,39,35,37,29,23,21,15,16,21,19,18,22,21,28,48,52,61,""
16,72,53,54,53,69,48,57,66,41,24,36,22,24,28,9,12,13,16,25,21,27,36,41,55,""
17,45,63,49,59,45,40,45,25,37,29,22,27,21,17,22,15,7,15,16,24,17,21,55,39,""
18,43,54,50,55,44,37,41,33,40,35,40,22,15,16,29,25,22,17,21,23,24,52,46,51,""
19,61,64,52,56,44,49,40,54,45,37,29,26,16,13,15,24,19,17,20,19,34,31,41,52,""
20,58,59,66,61,43,39,41,32,24,20,26,19,10,16,17,17,11,20,14,17,22,30,47,38,""
21,51,48,55,43,45,65,71,44,32,49,33,36,30,37,23,17,8,19,12,17,26,34,41,47,""
22,66,60,62,61,50,61,51,63,34,39,25,26,29,28,28,30,10,14,27,28,28,35,43,51,""
23,75,61,55,64,64,52,38,42,39,36,37,29,24,23,20,25,22,24,20,26,24,29,42,60,""
24,77,81,74,73,74,55,54,52,51,39,46,36,32,21,18,20,13,19,27,22,19,32,38,63,""
25,73,85,88,77,53,58,53,50,43,22,32,21,24,19,12,18,13,11,22,22,23,27,44,71,""
26,68,81,98,62,57,52,37,46,34,31,27,28,15,12,17,17,16,11,14,21,23,23,51,65,""
27,75,77,70,68,63,54,40,43,28,33,27,14,8,12,20,20,15,16,11,27,29,25,43,65,""
28,87,80,77,71,60,58,52,46,45,44,32,23,15,19,29,16,19,17,22,20,28,33,56,78,""
29,85,90,83,77,72,46,33,21,34,25,22,21,21,15,9,21,12,11,16,20,29,32,55,59,""
30,57,74,88,82,75,56,38,45,46,26,33,25,18,19,14,15,21,11,21,22,16,42,44,37,""
31,77,72,67,75,63,43,40,29,26,24,18,31,14,14,16,16,16,18,11,12,29,32,41,67,""
