feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,15,15,14,16,10,12,14,15,11,14,13,12,17,18,14,14,6,5,10,15,12,17,14,20
02,16,24,19,12,19,20,16,17,23,22,15,14,12,8,14,13,10,12,10,7,16,12,8,18
03,12,11,22,12,17,14,13,13,18,23,15,7,10,11,18,8,9,11,8,6,14,12,10,13
04,17,10,22,17,15,18,14,19,19,16,22,13,13,14,10,11,10,12,15,9,14,13,19,16
05,16,16,17,17,15,21,17,16,18,9,29,15,10,16,16,15,13,8,11,19,9,14,9,19
06,20,20,18,24,17,20,18,14,20,21,15,20,16,7,14,11,14,4,13,12,10,16,16,15
07,18,12,25,24,21,14,13,14,11,10,8,18,13,7,14,12,15,12,15,13,17,11,18,10
08,20,20,16,19,20,16,16,15,15,19,14,12,18,15,13,17,6,11,10,12,14,11,15,20
09,7,14,14,14,11,21,10,16,18,14,17,20,13,13,14,17,9,11,8,7,13,13,13,10
10,9,13,9,16,16,16,16,20,12,23,20,12,21,16,16,10,9,8,9,12,7,13,19,12
11,11,6,19,22,19,18,15,20,18,13,13,16,18,11,11,8,9,13,10,16,11,18,20,16
12,11,16,15,15,21,12,18,20,14,23,13,14,14,12,18,18,7,9,6,15,10,15,16,14
13,9,14,24,26,20,22,16,23,14,15,17,12,14,13,9,19,11,9,12,14,18,16,14,12
14,11,10,16,18,19,24,13,16,15,18,14,13,23,11,15,14,11,19,22,13,15,20,12,17
15,12,17,21,19,20,22,13,17,21,23,20,19,16,16,17,9,9,12,12,9,13,11,19,11
16,16,18,13,23,27,9,11,15,21,20,17,21,13,13,14,15,5,12,7,20,15,14,15,15
17,16,4,11,14,14,13,13,14,22,18,23,18,19,19,7,13,15,5,5,11,11,13,12,13
18,18,10,15,20,20,13,14,9,20,12,19,18,17,12,15,11,14,4,30,7,11,17,18,12
19,16,10,15,17,17,23,12,13,18,11,17,9,15,16,17,15,14,15,13,9,6,12,17,12
20,12,9,6,23,15,14,14,16,15,11,13,9,25,11,12,12,17,7,14,7,11,13,11,15
21,10,17,12,16,11,15,24,10,27,21,17,14,14,6,16,10,13,7,10,9,12,12,14,17
22,12,17,13,15,9,20,10,27,14,19,19,14,9,12,21,18,13,8,7,9,15,13,11,18
23,16,12,14,19,23,12,10,13,12,16,7,6,9,12,15,12,13,12,9,7,17,11,13,10
24,8,10,15,17,24,12,20,19,30,14,20,18,13,21,13,8,16,21,14,16,8,16,24,15
25,20,15,19,18,19,24,9,22,17,14,18,17,15,13,19,6,11,10,8,7,9,9,19,10
26,16,16,14,15,24,20,18,15,15,16,15,13,16,23,11,12,16,6,14,12,16,13,17,22
27,22,15,13,22,22,21,14,30,14,16,13,17,23,11,16,9,12,6,14,5,17,25,15,23
28,12,22,22,26,23,11,21,12,22,15,20,17,13,20,14,12,15,13,15,10,13,22,13,19
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
