apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,5,8,9,19,18,41,29,32,42,29,25,24,22,13,11,5,4,5,8,4,9,5,5,5
02,4,5,9,20,9,23,48,24,12,13,25,10,20,20,9,5,5,6,3,4,10,17,4,3
03,10,9,38,35,26,58,76,21,23,23,23,34,11,17,10,5,4,4,2,9,7,7,3,1
04,5,11,32,30,12,23,29,29,49,23,25,39,16,11,5,13,8,5,4,4,11,7,3,3
05,5,8,19,23,16,43,19,28,20,15,18,22,14,13,10,2,2,3,6,4,6,9,4,5
06,8,3,23,33,17,38,25,37,35,30,26,20,17,8,12,12,5,7,4,9,11,6,4,7
07,5,7,23,35,35,19,26,51,72,43,20,23,9,14,8,5,6,5,9,8,16,7,6,26
08,26,-1,16,23,26,18,21,38,55,23,28,25,33,15,12,4,5,2,2,3,11,6,4,4
09,6,6,9,15,35,12,14,13,21,48,30,16,28,15,18,3,10,4,1,7,6,14,5,5
10,7,11,14,20,24,18,17,40,30,23,21,12,12,17,19,4,4,3,5,13,9,6,3,6
11,15,13,26,22,23,21,22,30,39,21,34,32,24,10,9,6,3,2,2,4,5,8,4,4
12,7,11,10,11,15,33,17,15,30,26,15,21,10,16,6,5,2,4,9,9,11,10,3,16
13,6,10,16,27,42,21,41,40,32,31,28,28,23,16,7,16,9,3,3,3,5,5,5,2
14,5,5,5,19,9,34,22,22,33,33,23,-1,-1,-1,8,6,2,3,2,5,4,9,4,4
15,4,4,8,18,28,24,37,33,36,26,27,11,26,10,9,24,1,4,14,3,4,9,3,11
16,5,6,7,12,23,18,28,-1,20,24,31,30,22,17,8,9,3,2,3,3,3,5,2,3
17,8,7,14,18,14,34,21,22,28,24,15,16,14,13,4,2,3,2,3,4,4,9,2,4
18,3,6,14,31,25,32,35,54,35,37,25,24,9,12,9,6,2,2,3,4,5,5,3,4
19,10,10,11,26,26,29,39,21,38,36,15,22,25,43,6,5,4,6,5,4,6,9,4,6
20,7,5,31,30,26,27,30,27,29,27,22,24,22,12,5,6,2,2,6,2,6,6,2,3
21,4,13,33,31,51,35,31,55,23,31,29,18,14,11,4,5,5,2,9,15,11,8,2,8
22,20,19,35,106,114,117,66,90,70,42,42,17,15,11,6,5,2,4,3,6,11,8,6,7
23,8,11,32,43,28,41,23,23,22,11,19,12,36,13,32,16,2,4,4,4,15,5,7,4
24,8,11,19,35,33,39,18,35,25,21,15,-1,-1,11,10,5,4,1,6,4,8,6,5,3
25,2,14,7,26,27,20,29,-1,-1,32,38,17,27,18,6,16,62,3,5,5,12,5,4,2
26,7,14,27,43,54,20,25,21,28,25,36,27,17,11,6,4,7,4,4,4,9,2,2,6
27,3,11,16,48,27,33,28,33,37,29,38,32,34,14,6,17,10,20,4,9,10,5,2,7
28,9,8,32,28,50,20,38,38,55,53,58,55,51,38,30,16,6,5,2,4,4,5,2,3
29,10,11,19,51,52,40,52,41,104,70,43,36,35,41,8,8,6,8,1,8,4,5,6,8
30,5,9,27,28,48,31,40,79,60,83,72,76,33,23,13,4,4,2,10,11,7,6,4,3
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
