feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,14,23,11,31,40,45,36,28,36,48,78,81,76,71,52,42,46,41,36,34,29,31,20,17,""
02,15,27,25,31,28,30,27,25,27,48,59,49,34,38,48,49,41,35,31,37,32,21,30,17,""
03,11,14,5,22,45,50,52,32,41,64,58,77,49,51,60,58,54,42,34,32,35,22,14,11,""
04,17,6,19,27,43,39,28,36,31,50,51,41,38,31,43,50,25,26,29,34,16,0,0,0,""
05,0,0,7,38,53,57,48,32,38,59,49,65,42,59,49,55,35,29,26,37,17,25,3,1,""
06,21,0,18,27,29,46,33,22,27,54,64,65,55,31,50,41,42,29,32,25,30,22,19,10,""
07,2,12,12,14,29,29,30,21,28,42,53,60,55,50,43,43,38,27,24,34,26,30,23,17,""
08,16,6,17,17,37,37,33,24,28,39,43,46,49,45,46,35,33,28,29,28,23,19,8,10,""
09,10,7,13,22,28,31,38,30,21,1,49,41,45,34,43,35,36,32,25,35,28,28,23,25,""
10,18,12,0,18,44,45,32,31,26,65,66,70,48,49,53,47,40,-1,37,29,29,21,21,13,""
11,16,9,27,30,50,51,28,23,35,47,40,28,35,29,38,37,37,45,31,24,31,17,27,20,""
12,4,15,24,30,33,40,31,23,37,55,70,61,32,40,49,38,28,21,19,21,23,22,14,12,""
13,10,14,11,-1,26,37,21,19,32,45,56,49,53,38,38,38,29,51,41,23,-1,17,17,24,""
14,14,15,15,27,32,31,31,27,0,0,33,51,46,41,43,45,31,29,36,36,36,35,17,10,""
15,12,11,19,28,46,37,27,19,19,47,68,57,41,43,59,35,32,30,25,21,17,26,15,8,""
16,7,12,11,29,34,42,20,23,27,48,47,38,26,39,43,32,42,31,20,25,14,20,17,18,""
17,19,21,20,26,38,47,52,32,52,46,54,60,45,53,46,33,34,24,17,27,21,18,18,18,""
18,11,25,15,21,29,31,33,30,24,43,62,35,37,39,52,45,40,33,29,33,20,18,13,12,""
19,8,12,31,30,36,38,31,4,0,0,42,42,34,30,40,33,28,28,16,14,21,13,8,8,""
20,13,4,15,20,25,35,13,20,23,30,31,24,31,32,18,21,21,28,18,25,22,14,6,7,""
21,4,9,16,16,33,28,28,16,20,27,39,36,40,22,26,22,11,27,17,31,22,22,11,8,""
22,14,11,21,26,33,32,-1,33,33,48,45,40,36,21,48,42,37,23,27,38,23,17,9,9,""
23,18,12,19,23,33,34,31,29,38,37,46,57,45,38,33,36,35,18,20,20,22,20,17,12,""
24,7,16,22,27,34,41,33,20,30,42,40,44,47,51,59,51,45,44,27,33,28,14,17,24,""
25,14,16,31,36,47,54,32,25,32,48,60,56,44,60,61,58,43,25,24,22,18,18,20,12,""
26,13,0,9,43,42,41,41,30,40,57,59,54,54,62,55,44,33,34,23,25,26,29,23,22,""
27,9,21,28,37,43,43,37,33,49,53,80,80,75,74,59,46,41,31,38,41,26,31,25,21,""
28,14,17,23,31,42,44,25,39,50,58,48,49,49,48,48,51,28,26,39,27,38,24,23,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
