feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,13,5,20,51,49,60,33,38,33,44,34,30,27,16,17,9,6,21,18,29,32,39,31,""
02,5,3,8,44,50,44,36,46,48,43,46,39,36,25,29,16,13,21,11,25,21,30,36,6,""
03,5,9,5,34,58,40,46,45,40,57,39,53,46,26,34,24,17,18,11,25,34,43,38,23,""
04,7,10,7,18,30,28,30,38,25,28,23,28,25,24,17,16,17,5,13,7,21,31,48,22,""
05,8,13,10,25,38,45,36,42,36,41,51,41,32,26,23,8,8,12,16,22,27,19,10,13,""
06,22,16,13,17,14,12,9,16,10,5,11,12,12,5,7,5,1,6,6,5,5,6,8,8,""
07,11,11,9,4,13,2,7,11,15,11,10,7,10,4,4,1,4,2,1,6,6,11,14,16,""
08,17,13,14,14,12,9,13,13,8,18,17,11,10,4,4,2,4,3,5,11,7,8,9,10,""
09,25,11,11,19,7,10,9,13,14,18,11,12,12,13,4,3,3,4,1,5,4,4,11,13,""
10,14,16,19,10,10,7,14,5,5,5,11,11,10,7,3,2,2,2,1,6,-1,10,17,12,""
11,22,17,7,18,18,20,22,18,16,6,13,16,10,11,4,4,3,4,5,4,8,11,10,10,""
12,16,24,12,22,21,20,11,10,15,16,14,8,14,6,9,2,1,4,8,7,6,6,16,21,""
13,25,30,22,24,21,22,17,19,17,10,19,19,12,10,2,-1,4,5,8,9,14,15,17,20,""
14,23,17,20,23,24,11,16,14,24,20,17,16,14,6,4,2,4,2,3,6,10,9,16,19,""
15,20,25,22,27,20,17,18,18,16,20,13,21,7,9,5,4,2,2,6,6,8,9,11,20,""
16,18,21,22,20,20,14,17,20,12,28,12,13,12,11,-1,6,5,7,3,8,7,5,15,13,""
17,17,21,27,23,16,10,21,12,18,20,16,18,11,6,3,3,3,7,6,4,7,11,16,19,""
18,12,18,24,19,18,15,10,13,17,20,13,18,17,7,2,9,5,3,6,5,6,12,13,16,""
19,16,20,23,13,14,14,20,20,21,25,11,15,19,6,5,7,2,2,4,3,10,13,16,24,""
20,17,26,18,16,15,10,19,20,15,12,17,11,8,5,3,3,4,3,3,1,7,10,6,7,""
21,16,19,20,19,20,10,15,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,16,13,""
23,15,15,20,27,13,14,13,14,20,21,16,15,12,9,10,5,2,3,6,6,6,14,17,22,""
24,20,16,20,21,20,14,12,11,17,24,17,13,13,9,3,7,1,5,5,4,8,13,10,11,""
25,20,23,24,20,12,16,18,14,14,14,21,8,10,14,3,6,5,4,7,11,6,15,16,14,""
26,21,14,23,15,13,16,13,15,18,17,13,16,6,4,6,1,2,4,2,3,6,5,16,8,""
27,11,12,12,19,20,10,17,20,17,17,15,12,7,6,5,2,1,2,2,5,12,11,15,17,""
28,19,18,21,23,14,14,18,19,14,10,10,11,14,6,4,2,3,2,6,6,7,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
