feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,22,24,23,34,33,44,28,46,46,20,107,109,94,93,75,73,97,65,71,61,60,40,28,20,""
02,25,19,24,35,54,28,39,34,42,90,109,111,77,-1,-1,-1,117,101,117,74,73,60,42,37,""
03,28,28,55,-1,-1,-1,-1,-1,-1,-1,50,65,81,74,88,61,63,40,61,56,56,39,31,20,""
04,11,17,17,-1,-1,-1,-1,-1,24,44,68,52,67,67,55,69,76,66,70,66,50,35,-1,-1,""
05,-1,-1,-1,15,20,18,34,39,59,53,82,78,73,79,69,72,63,41,60,59,53,54,38,22,""
06,61,55,36,18,18,10,22,38,40,70,90,111,71,76,78,85,88,61,37,12,62,54,35,25,""
07,19,17,27,25,40,41,35,24,27,46,62,60,67,61,61,57,68,63,52,51,55,49,41,28,""
08,17,20,25,39,30,36,30,27,24,35,38,61,72,80,88,81,81,82,82,62,76,56,36,31,""
09,18,17,25,31,36,42,31,25,30,51,54,58,57,72,62,40,54,65,69,59,59,49,41,36,""
10,22,20,10,11,16,33,52,21,43,74,95,97,102,102,87,84,74,70,85,86,71,72,66,44,""
11,28,0,10,18,34,18,28,35,42,42,62,53,64,57,72,62,68,43,55,57,50,41,41,15,""
12,29,22,21,18,36,36,37,20,20,32,62,57,69,49,71,67,71,50,60,60,56,70,30,25,""
13,27,20,16,27,31,34,37,49,28,48,55,74,70,65,65,70,83,98,67,57,39,61,28,21,""
14,20,19,24,82,44,31,23,24,27,53,75,68,76,74,73,70,79,74,64,77,49,37,25,26,""
15,16,15,25,25,26,23,23,20,36,42,59,64,55,62,55,66,51,62,50,62,42,42,40,23,""
16,17,14,16,22,31,37,35,39,29,43,61,63,56,70,65,46,36,55,46,40,35,31,20,14,""
17,11,4,8,21,22,26,20,27,30,34,54,65,61,49,61,64,53,58,64,50,41,44,33,24,""
18,14,12,16,18,30,22,22,21,22,33,50,53,47,57,53,62,61,41,41,37,36,27,23,21,""
19,9,25,12,12,21,25,20,5,11,26,21,31,40,31,31,33,30,35,40,40,40,41,19,20,""
20,14,9,13,12,16,22,15,25,9,37,44,49,57,63,62,40,53,65,50,52,48,30,31,18,""
21,7,9,15,25,36,31,32,33,26,39,50,50,76,72,76,69,79,75,43,34,35,39,32,21,""
22,22,17,10,7,18,28,21,21,28,40,37,20,21,23,32,43,43,37,47,40,57,40,51,57,""
23,57,15,44,16,10,17,16,16,17,27,29,59,35,44,46,66,30,32,29,20,30,29,30,20,""
24,12,13,4,8,11,16,10,20,20,22,31,45,35,42,45,59,39,17,28,39,25,20,23,14,""
25,14,11,3,14,18,22,16,9,16,28,35,52,42,47,38,45,45,45,57,49,38,41,30,9,""
26,14,7,14,18,27,34,23,29,26,31,45,36,30,35,51,36,24,67,47,28,54,38,31,19,""
27,15,20,7,2,27,24,7,8,23,26,39,43,49,53,40,63,53,65,49,56,54,43,32,27,""
28,15,12,16,23,19,20,16,27,29,40,57,53,39,42,63,53,79,36,29,29,40,24,22,25,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]o`zal{bhIjzfe,"}`fgz'gl}"
