nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,86,86,86,76,102,92,102,89,96,90,90,75,98,80,76,66,75,60,67,73,76,79,92,95,""
02,101,102,94,95,90,131,103,112,91,104,107,90,81,76,82,83,74,67,67,82,82,92,86,95,""
03,94,99,93,104,105,102,107,106,121,86,102,95,78,90,86,74,69,67,69,67,90,72,70,71,""
04,89,82,83,83,91,103,99,94,100,109,91,91,72,84,78,83,74,59,87,68,73,74,85,81,""
05,104,83,90,99,112,89,111,94,98,107,85,106,79,66,73,74,76,62,87,72,100,65,67,102,""
06,95,83,99,92,106,102,94,93,99,56,39,46,44,52,50,60,36,47,59,77,66,56,77,81,""
07,64,74,58,77,73,98,75,66,72,57,57,41,55,41,47,41,40,50,50,59,75,68,68,70,""
08,76,63,79,75,88,90,96,112,95,107,86,73,75,81,84,79,66,65,75,68,67,90,83,65,""
09,70,76,84,85,105,95,106,93,100,93,93,78,80,73,63,63,65,57,73,67,58,60,79,86,""
10,79,81,83,91,94,110,100,97,91,92,96,76,88,78,79,58,53,79,54,61,52,80,69,89,""
11,89,88,94,89,125,115,98,99,82,98,94,63,43,40,31,27,43,41,54,38,52,58,72,81,""
12,86,80,80,100,91,101,66,76,66,86,101,77,74,58,46,75,71,74,68,76,77,87,70,68,""
13,78,74,83,77,78,88,111,91,94,82,94,95,82,67,62,48,51,54,67,77,70,71,66,78,""
14,81,73,83,88,102,109,104,109,84,91,93,99,66,27,15,10,23,57,67,69,74,59,65,68,""
15,78,84,86,103,95,86,91,77,22,22,42,77,68,66,65,41,56,67,63,75,62,85,88,94,""
16,74,84,80,98,97,84,90,93,94,91,89,84,84,80,65,68,66,54,51,76,71,72,65,85,""
17,85,75,71,100,77,99,99,95,109,95,87,101,71,84,67,54,62,64,61,67,74,79,67,85,""
18,82,77,85,79,94,95,108,91,82,92,100,87,64,71,57,49,46,59,49,63,74,72,70,70,""
19,82,87,88,81,95,96,108,83,95,102,78,77,87,56,76,60,58,48,62,61,56,74,81,79,""
20,59,75,91,97,87,105,90,105,94,76,94,93,85,66,26,52,67,55,61,66,55,69,58,66,""
21,80,89,69,77,104,99,86,89,84,88,88,93,76,69,70,73,56,59,54,60,61,70,63,71,""
22,71,77,85,83,83,101,96,95,94,79,25,81,81,73,71,43,53,57,64,61,82,69,71,62,""
23,77,85,70,105,92,110,121,80,95,104,81,93,76,68,65,65,59,61,60,58,66,62,64,73,""
24,78,92,96,80,99,105,110,90,107,84,92,81,79,81,77,66,64,58,52,57,68,66,71,73,""
25,75,77,85,92,99,90,96,90,86,91,91,83,72,68,73,54,48,55,61,59,72,66,68,60,""
26,73,74,68,85,92,101,109,98,87,93,86,79,69,74,77,68,60,70,48,65,67,70,61,79,""
27,81,92,83,93,82,99,106,90,98,108,94,79,67,80,65,62,29,25,42,53,62,72,71,86,""
28,70,67,77,85,83,94,96,98,91,106,85,77,73,80,23,41,48,51,62,65,69,65,72,83,""
29,70,78,83,88,92,99,98,110,81,83,87,91,76,69,79,60,53,49,53,48,77,62,72,70,""
30,76,74,78,94,106,90,108,88,81,72,91,64,73,78,70,57,52,51,51,61,67,76,60,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250,""
