nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,14,23,22,18,15,15,11,11,13,8,12,11,9,4,11,10,4,12,6,9,13,13,15,""
02,17,17,17,15,7,13,14,22,15,13,9,18,14,10,5,3,4,8,5,13,12,16,10,12,""
03,18,25,19,14,19,15,21,11,14,12,16,13,10,11,7,9,6,7,6,14,11,12,18,19,""
04,10,19,19,23,11,7,16,7,14,13,8,10,8,9,7,8,7,4,7,8,5,14,14,16,""
05,17,16,11,17,22,15,14,17,7,14,22,13,11,16,8,13,6,5,10,10,10,6,9,18,""
06,18,10,17,16,22,12,18,21,14,15,13,12,9,10,9,7,4,7,13,10,3,11,20,14,""
07,16,16,22,18,12,16,16,22,21,27,16,17,14,14,8,8,5,3,7,5,15,16,19,16,""
08,19,18,14,18,19,17,15,19,18,22,15,19,13,14,4,15,11,10,6,15,14,21,12,18,""
09,9,13,20,11,14,13,19,18,20,20,10,11,11,12,4,11,4,5,9,8,4,18,19,11,""
10,15,13,18,20,19,12,13,13,13,19,12,15,8,22,11,5,11,7,5,14,9,13,10,13,""
11,20,20,11,24,11,14,11,13,14,14,14,8,11,9,7,6,7,10,10,9,10,10,13,12,""
12,17,9,18,12,18,12,12,17,14,11,20,16,8,11,11,4,8,6,5,7,13,8,11,14,""
13,21,14,14,9,13,11,13,9,14,17,8,13,14,10,5,12,9,16,15,6,14,8,10,14,""
14,12,20,14,16,14,14,12,9,11,15,17,14,15,3,5,4,1,6,9,8,9,15,13,14,""
15,15,9,11,19,7,15,15,17,6,6,5,12,3,8,5,2,7,11,7,7,14,11,13,13,""
16,19,17,16,19,19,15,19,14,14,12,23,12,9,3,9,5,6,8,6,6,4,16,17,15,""
17,14,15,20,13,20,11,13,8,20,8,15,18,9,11,9,9,5,5,3,3,12,13,8,14,""
18,12,12,16,19,13,17,13,15,9,10,13,6,13,4,5,7,3,5,8,8,6,13,19,20,""
19,13,19,9,12,18,14,9,20,11,14,10,12,7,5,11,4,7,2,4,4,11,7,9,9,""
20,12,18,11,14,12,18,18,17,6,7,10,6,5,7,5,4,3,5,6,11,8,14,6,12,""
21,9,10,13,18,12,12,7,10,7,11,11,10,4,10,0,1,6,3,4,8,4,5,14,11,""
22,10,18,13,10,13,17,10,8,13,11,7,7,8,9,4,9,5,4,7,6,5,14,13,10,""
23,14,7,11,17,13,11,12,9,14,6,6,10,10,6,10,3,9,6,12,8,5,9,8,17,""
24,15,14,12,12,24,9,8,10,15,9,11,13,11,4,7,4,2,5,4,10,13,16,12,14,""
25,11,4,8,12,11,11,19,12,11,15,17,15,14,9,8,5,8,3,1,8,10,9,11,13,""
26,10,14,8,11,17,7,7,10,9,13,5,13,10,9,8,2,4,3,7,5,5,3,7,12,""
27,12,12,14,14,9,17,15,11,11,10,6,14,11,8,5,5,9,2,2,6,9,6,11,11,""
28,11,10,12,9,13,17,10,9,10,9,8,10,9,11,7,13,6,6,10,7,7,16,11,7,""
29,4,5,11,14,14,19,8,6,11,11,13,9,11,8,5,8,5,6,5,4,12,8,11,8,""
30,12,14,15,13,17,15,11,11,17,9,9,5,13,7,10,8,8,4,10,8,10,10,4,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
