jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,59,42,49,61,77,75,71,58,41,48,36,30,-1,-1,-1,-1,-1,-1,13,24,29,32,37,38
02,30,36,50,59,67,61,71,36,38,70,46,45,42,43,45,44,36,22,19,19,28,29,44,63
03,76,50,75,84,88,101,89,69,61,61,57,55,49,52,46,29,46,34,22,37,31,34,77,58
04,60,63,72,85,99,104,60,60,52,48,50,40,55,50,53,35,35,20,23,31,32,50,41,55
05,48,51,53,68,92,94,88,58,48,39,44,59,61,64,46,31,27,22,28,27,32,30,39,53
06,41,53,61,66,91,99,70,62,40,52,49,46,63,54,40,39,34,26,29,37,28,42,44,43
07,47,58,64,68,100,94,86,61,60,61,55,40,40,44,42,31,32,19,17,27,23,27,30,38
08,57,57,54,60,90,102,80,59,46,56,54,54,53,41,41,25,28,28,30,21,41,31,31,56
09,42,39,57,56,85,82,92,92,81,51,54,42,57,46,58,42,30,16,22,24,26,34,28,32
10,45,31,38,68,101,99,88,78,49,44,39,34,47,44,31,33,29,26,20,27,18,24,26,38
11,29,39,46,59,94,89,85,78,78,67,48,44,57,49,43,40,39,25,23,18,27,25,34,35
12,35,48,49,59,97,98,76,61,62,49,54,49,34,46,35,26,23,30,19,30,30,28,38,39
13,46,39,53,63,93,93,79,61,36,30,46,63,71,66,58,43,32,23,17,12,32,33,37,28
14,47,46,61,84,123,129,108,69,51,61,63,52,64,51,59,41,20,23,16,28,27,39,39,52
15,62,48,56,89,102,107,90,65,62,44,54,45,68,54,59,40,27,30,27,23,40,45,54,57
16,53,53,44,90,108,101,97,76,67,41,35,38,35,59,47,48,39,44,36,42,39,33,38,38
17,44,49,45,79,98,82,84,68,53,64,46,53,69,39,41,38,52,45,44,48,32,54,42,55
18,67,74,71,110,109,122,88,78,69,96,85,69,58,42,32,36,27,29,27,30,47,43,55,62
19,74,79,70,107,89,87,67,18,5,18,42,40,71,80,47,50,44,45,32,42,40,43,47,46
20,68,75,80,106,132,114,100,49,49,43,35,34,28,24,48,31,42,40,39,33,39,35,44,49
21,44,45,55,62,104,91,74,50,32,42,45,50,49,45,42,69,31,28,37,32,37,45,42,37
22,56,49,59,67,87,93,71,57,33,22,36,43,51,33,50,47,34,18,18,27,14,24,32,40
23,28,43,49,50,96,88,60,46,55,44,43,48,27,33,36,19,16,17,10,13,14,21,26,27
24,29,57,52,59,74,77,60,63,55,42,45,48,53,51,36,40,15,24,24,26,33,36,43,52
25,59,62,73,86,85,79,77,56,53,36,42,45,30,34,39,-1,29,25,27,25,31,36,43,39
26,47,61,57,57,64,55,58,60,42,40,33,40,39,41,32,30,34,21,27,25,30,42,46,57
27,60,62,54,75,86,101,70,50,59,42,47,62,52,36,48,34,36,27,27,23,33,25,39,32
28,49,52,58,65,71,78,76,36,-1,-1,-1,-1,-1,24,43,43,36,17,25,27,38,50,47,44
29,45,56,56,76,90,72,66,68,52,47,47,36,32,36,34,24,26,23,18,20,28,24,39,43
30,36,46,75,64,82,84,72,78,50,47,38,50,42,38,36,41,60,32,40,22,23,45,62,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
[E]hgmpI}lel`z`fg'o0'jf',b
