jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,239,225,173,168,172,0,-1,-1
02,65,68,71,78,96,135,124,159,180,185,233,234,234,245,246,281,66,235,-1,-1,-1,-1,132,121
03,117,85,126,152,146,173,159,161,-1,141,117,-1,245,293,279,287,-1,-1,-1,-1,-1,-1,-1,-1,-1
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,266,252,277,180,164
05,105,82,90,78,93,105,181,193,176,181,237,236,265,284,287,305,277,285,248,258,234,246,211,173
06,151,109,99,97,102,133,183,174,194,172,177,239,268,299,295,337,339,309,271,265,242,201,165,162
07,146,91,78,66,81,86,124,148,160,171,175,199,261,275,270,292,290,307,291,273,317,260,215,-1,-1
08,152,132,111,77,86,119,137,147,176,179,225,239,257,238,299,322,272,229,254,239,318,279,232,168
09,122,109,95,101,100,109,158,197,176,214,234,251,274,325,322,335,313,291,260,270,286,264,230,77
10,135,94,58,78,76,101,134,190,190,203,197,293,278,280,300,329,309,297,-1,-1,-1,-1,-1,42
11,-1,-1,-1,-1,73,-1,-1,-1,163,184,-1,-1,-1,265,277,300,-1,-1,-1,-1,-1,194,156,114
12,112,86,79,58,57,79,109,119,152,120,173,184,254,307,271,172,257,182,183,240,244,215,158,126
13,104,70,42,50,109,70,67,72,91,138,156,132,191,192,203,236,221,267,207,245,259,210,178,135
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,127
15,84,58,51,69,52,75,93,121,128,125,105,96,123,208,188,269,252,275,220,213,166,233,181,94
16,101,89,72,79,76,86,140,173,167,178,212,233,276,300,305,334,302,299,304,286,159,210,242,251
17,186,136,102,109,143,156,221,249,286,260,264,301,324,311,368,369,385,371,363,364,341,267,195,155
18,119,59,82,69,85,117,138,122,179,215,225,283,287,302,274,332,372,232,201,126,118,162,204,157
19,113,109,74,64,69,72,161,173,143,198,251,306,302,350,331,358,339,305,237,166,274,175,181,152
20,99,120,97,88,84,108,120,176,207,219,193,162,238,304,281,243,323,304,259,232,227,162,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,132,136,-1,154,195,244,250,285,284,251,226,198,227,209,184,169,114,125
24,113,50,31,63,62,67,102,151,166,192,193,194,210,181,207,264,206,153,167,140,168,146,180,174
25,-1,-1,-1,-1,-1,-1,78,111,146,127,160,175,177,159,166,228,251,241,229,223,208,151,118,98
26,65,47,-1,56,83,94,132,160,193,217,249,266,220,244,211,214,205,263,221,196,179,151,188,-1,-1
27,-1,-1,-1,-1,-1,-1,-1,162,140,202,242,227,268,265,209,212,163,-1,-1,-1,-1,-1,-1,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
