dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,244,231,250,237,274,284,235,220,179,185,147,143,119,117,100,52,60,41,86,119,141,139,157,208
02,266,278,269,242,200,237,311,233,225,185,219,191,175,145,146,84,76,98,105,137,157,187,203,219
03,274,303,333,322,328,255,283,263,228,202,162,198,184,141,138,100,65,42,106,160,213,256,313,288
04,243,302,328,346,296,278,286,300,239,249,231,188,185,140,145,105,50,75,133,148,201,224,246,288
05,266,280,311,322,322,347,334,311,252,273,194,160,166,166,137,87,63,-1,60,117,177,244,250,232
06,244,314,304,340,323,344,303,306,235,258,209,198,171,155,125,87,58,95,111,162,154,210,217,249
07,250,290,307,282,331,330,303,279,260,221,206,197,167,147,139,87,123,80,136,153,191,215,223,243
08,234,326,375,303,320,319,300,276,262,188,154,178,151,145,116,92,126,59,118,132,191,212,253,278
09,319,357,358,305,295,296,300,286,232,248,201,207,177,167,130,104,79,128,148,172,194,205,296,301
10,321,310,315,341,383,335,354,309,263,243,175,156,168,133,106,105,84,85,167,180,225,282,398,399
11,340,390,403,412,394,351,421,355,241,227,224,236,229,167,129,125,180,90,120,173,224,340,367,314
12,386,479,439,456,487,477,406,392,303,304,251,213,178,167,114,103,39,106,190,282,190,396,463,517
13,558,408,505,501,460,482,445,450,375,267,266,227,126,134,105,123,46,145,165,313,416,459,413,514
14,518,511,510,604,604,569,554,494,439,329,315,220,213,140,140,109,161,139,227,290,346,360,400,453
15,422,455,468,454,395,375,385,323,259,299,180,201,175,203,85,72,61,53,79,137,150,153,166,185
16,284,365,390,356,331,301,332,299,283,216,203,226,223,138,149,116,96,56,44,52,84,231,204,-1,-1
17,118,289,309,363,341,290,367,308,280,222,94,189,137,170,156,105,93,44,99,108,66,182,115,107
18,241,253,293,312,351,334,363,305,287,189,228,194,198,120,131,66,40,48,96,112,119,155,225,228
19,215,326,353,324,356,379,399,359,292,220,111,233,201,142,137,91,48,44,99,116,117,195,204,224
20,255,333,353,329,281,303,335,312,285,0,256,213,202,151,126,89,55,42,90,102,118,177,239,185
21,206,261,301,302,272,300,294,284,228,195,216,186,181,164,137,94,43,70,85,102,137,170,191,231
22,246,313,339,304,311,349,305,358,324,162,145,143,239,206,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
23,215,320,332,331,351,287,312,339,266,230,175,163,135,142,109,178,81,81,96,116,177,183,216,232
24,244,242,294,261,292,287,285,281,238,207,226,223,187,63,104,90,32,33,51,81,109,109,101,172
25,175,230,276,240,183,254,291,314,226,181,197,177,181,112,139,92,44,77,68,79,119,115,156,169
26,176,177,237,250,269,280,313,268,252,37,173,195,113,140,75,68,72,64,60,96,133,146,177,168
27,219,274,345,383,398,358,356,330,220,222,240,226,182,125,100,98,78,83,67,89,78,131,157,145
28,151,229,228,250,245,309,259,253,203,207,144,197,147,93,117,96,46,70,90,81,85,165,185,139
29,102,161,161,164,160,149,177,170,281,222,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,-1,-1,99
30,179,211,262,295,288,241,271,247,234,116,151,149,141,119,93,82,29,60,52,91,84,96,125,140
31,155,170,219,272,246,253,276,257,227,62,198,196,169,112,139,95,69,39,59,43,144,138,4,-1,-1
