dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,66,43,82,99,123,118,163,143,157,134,134,145,156,156,162,141,141,160,122,123,102,71,95,75
02,56,58,87,107,112,140,145,174,153,152,166,165,160,180,160,159,155,108,99,80,87,81,63,65
03,66,61,58,104,112,113,146,156,160,138,141,142,147,146,138,152,142,157,145,115,99,97,77,43
04,69,64,80,93,124,144,162,184,187,192,174,170,171,189,172,201,146,148,137,116,84,82,62,64
05,46,56,87,96,113,112,154,155,166,154,193,167,162,186,177,178,171,174,139,119,114,97,81,72
06,70,67,91,105,126,152,162,178,192,170,171,193,198,188,195,213,191,176,111,122,108,66,90,79
07,78,63,93,109,141,142,165,176,198,175,164,193,189,177,200,201,150,169,127,150,124,85,69,72
08,86,81,91,117,119,117,187,224,214,199,186,174,188,176,190,188,171,189,149,130,103,119,111,107
09,84,103,-1,102,127,152,197,192,215,194,175,200,203,198,179,207,191,160,166,141,123,97,76,69
10,64,79,86,125,135,179,205,219,261,216,220,217,191,189,186,161,185,184,162,144,89,80,88,81
11,64,70,104,142,169,236,227,228,276,235,210,221,235,207,199,205,192,175,-1,144,104,94,84,69
12,62,113,133,161,201,250,279,272,306,265,204,204,231,222,210,211,213,187,131,101,145,76,77,81
13,107,116,154,217,255,297,331,353,339,330,283,293,278,267,236,213,185,201,182,125,78,71,49,38
14,50,95,162,199,242,252,262,242,225,231,225,243,245,233,198,216,207,183,140,105,98,73,42,-1,-1
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,141,161,146,130,108,94,109,77,88,62,45
16,37,57,56,87,85,102,135,150,129,160,136,154,147,143,165,162,126,128,120,95,98,71,62,49
17,64,63,47,85,87,121,134,145,121,144,130,142,153,134,168,143,159,119,107,120,127,71,63,44
18,54,46,72,94,104,129,131,132,133,136,118,137,121,145,166,159,142,140,119,43,76,71,55,50
19,48,55,61,88,101,82,129,118,142,139,134,135,140,131,123,140,127,103,114,82,67,58,51,58
20,57,51,73,81,88,84,108,144,148,158,161,147,160,172,178,199,139,153,143,108,103,62,63,64
21,65,69,65,81,103,95,121,131,104,125,146,173,185,148,193,166,154,129,121,111,99,77,70,53
22,41,71,83,91,94,97,132,152,168,166,178,171,209,220,197,252,180,195,186,174,154,121,108,79
23,61,66,80,96,117,119,142,157,144,138,171,164,157,154,192,188,154,148,140,131,96,71,57,58
24,53,67,91,76,110,119,148,149,161,148,134,160,148,146,185,157,176,162,128,121,113,84,84,119
25,67,57,68,80,112,115,136,160,166,167,172,184,184,184,168,185,175,156,136,99,82,79,66,66
26,51,54,58,83,114,118,129,144,146,125,139,154,155,142,150,187,144,157,150,144,90,76,77,73
27,72,57,55,86,98,98,127,140,135,143,141,165,169,170,166,166,157,125,116,119,92,88,67,62
28,62,89,80,92,95,106,138,123,142,120,148,145,181,203,203,188,191,172,154,184,109,92,77,65
29,59,52,78,96,120,121,142,145,147,173,141,181,184,161,167,159,155,163,131,132,122,84,64,57
30,59,53,70,108,103,120,130,130,136,164,152,170,197,192,171,176,166,156,146,117,119,72,-1,-1,-1
31,92,61,81,85,122,107,127,165,152,159,170,183,179,188,174,199,182,151,140,124,118,93,-1,-1,-1
