dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,180,110,84,9,33,17,27,15,28,34,42,78,90,72,66,56,53,52,44,99,160,135,66,207
02,74,152,594,28,34,25,29,34,40,20,18,40,43,90,150,173,94,181,188,171,208,114,104,134
03,85,209,120,69,156,133,159,123,178,25,12,22,54,15,132,106,92,189,315,210,179,438,521,250
04,413,296,638,391,50,44,44,51,65,82,111,140,107,131,134,105,97,98,259,127,163,137,213,192
05,418,489,542,116,117,121,84,97,109,158,188,249,119,21,26,55,97,24,20,26,33,23,18,17
06,21,36,32,61,21,18,25,28,21,25,21,74,38,66,61,42,37,14,17,125,42,26,13,7
07,8,12,7,12,14,15,15,17,20,8,7,17,15,11,13,20,21,24,15,24,16,6,120,238
08,326,546,461,78,93,117,81,80,100,108,95,122,61,33,18,43,46,35,43,70,43,187,32,45
09,101,229,167,21,24,21,19,21,29,17,15,31,29,55,64,91,39,111,106,66,297,219,239,145
10,223,287,192,169,228,220,193,91,90,106,108,117,160,301,172,102,62,309,182,301,399,445,560,335
11,367,429,767,712,77,116,92,79,82,124,143,185,155,171,133,118,109,126,154,55,146,118,146,146
12,139,59,85,106,60,72,62,42,52,49,84,199,225,149,194,138,72,108,132,131,141,298,351,454
13,246,301,146,171,56,68,39,39,51,51,70,179,182,110,103,89,103,57,113,117,184,82,99,185
14,303,85,67,53,49,42,24,39,50,56,303,456,250,239,152,129,75,100,83,94,124,101,192,219
15,191,178,233,65,59,36,178,73,52,65,53,406,198,289,173,107,220,107,131,97,135,127,167,153
16,79,59,93,139,65,38,39,37,31,27,39,215,171,230,193,142,80,208,143,148,105,103,105,113
17,116,128,338,123,126,121,129,86,88,107,100,257,183,364,118,55,70,88,39,63,75,143,172,40
18,54,120,195,271,25,14,23,23,39,22,27,95,125,112,101,88,95,99,209,103,124,96,87,76
19,29,33,31,39,31,35,27,23,43,35,36,109,130,97,100,78,75,65,81,130,79,96,84,96
20,47,57,75,66,51,49,48,39,43,44,51,159,241,175,182,106,132,103,117,211,168,105,87,143
21,142,113,128,89,39,31,28,27,20,35,39,139,150,127,102,119,61,77,77,88,149,105,103,129
22,114,44,33,51,43,33,37,23,40,33,28,169,201,155,144,72,70,79,92,241,93,163,360,259
23,96,229,195,26,53,34,17,23,26,10,15,27,28,62,117,94,53,142,61,43,47,62,45,48
24,47,72,53,62,86,106,124,61,67,46,45,67,62,130,104,66,122,85,60,70,66,217,190,151
25,252,258,510,653,114,53,50,53,59,63,103,173,111,93,82,59,88,84,114,97,209,159,202,136
26,142,75,68,53,32,48,92,38,73,41,41,180,151,271,225,38,139,82,65,118,87,63,72,58
27,26,17,14,17,38,21,19,19,22,25,28,52,38,57,20,34,24,25,97,47,48,69,84,69
28,34,43,40,29,34,23,28,37,26,54,34,107,71,70,66,119,102,195,242,126,143,181,181,226
29,134,54,60,77,96,56,73,83,61,143,125,227,263,213,215,161,276,294,207,355,239,306,288,286
30,223,158,216,246,168,157,125,138,131,117,183,356,467,538,365,230,95,213,148,133,127,115,127,125
31,229,121,83,94,103,140,95,78,62,79,63,81,84,197,162,111,88,131,65,154,119,244,413,133
