dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,118,133,142,159,77,143,129,115,102,89,100,118,18,74,0,0,0,25,42,45,61,72,95,119
02,111,123,99,109,116,118,72,58,66,85,89,61,42,41,46,12,27,23,16,0,0,0,0,0
03,0,18,0,0,0,0,0,0,0,70,93,13,0,0,40,64,37,32,33,20,0,0,0,0
04,0,0,0,0,0,106,75,99,80,97,106,72,50,24,0,0,0,12,39,28,32,0,0,0
05,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,32,51,72,100,26
06,0,0,0,0,0,27,106,79,89,75,92,102,86,45,41,50,37,37,30,44,52,80,95,95
07,96,101,128,163,147,130,115,103,95,69,90,57,60,61,50,43,34,47,44,33,54,80,77,103
08,85,76,113,108,125,97,102,84,84,69,79,35,13,4,9,7,10,22,17,39,50,85,83,96
09,127,118,121,129,153,137,124,110,98,35,109,75,82,70,61,56,46,38,46,60,85,93,104,146
10,137,136,56,0,0,0,107,19,68,92,44,57,9,69,53,31,32,48,56,51,82,147,145,168
11,137,147,155,174,195,158,0,0,0,0,0,0,0,0,0,0,0,0,25,74,115,145,82,0
12,0,0,0,0,0,169,216,195,138,114,109,9,0,0,0,0,0,0,0,0,0,31,105,120
13,63,53,56,110,134,110,117,117,70,73,42,28,22,32,21,15,12,29,30,53,88,111,208,216
14,181,179,108,149,204,177,136,135,118,64,38,20,30,16,21,16,10,14,29,64,71,113,82,135
15,123,90,71,64,79,70,66,48,42,42,33,45,20,33,9,18,6,17,6,15,20,21,30,24
16,28,19,27,19,41,23,35,33,31,23,35,27,24,11,15,12,10,9,7,23,21,24,16,30
17,43,40,35,30,49,41,43,51,33,37,43,76,54,50,42,39,36,28,16,35,27,58,66,77
18,77,70,100,97,117,74,88,89,74,71,84,76,55,37,48,30,39,26,16,32,37,46,56,54
19,50,60,66,67,90,92,105,114,89,80,73,80,71,55,51,61,22,27,35,35,31,49,59,72
20,71,75,96,92,105,108,100,123,93,84,92,85,72,79,57,31,29,21,24,32,48,52,53,63
21,86,69,83,107,117,109,92,100,103,81,108,67,73,80,46,35,29,24,13,25,26,40,40,52
22,65,65,75,67,103,80,68,82,105,73,84,53,0,19,77,81,82,46,56,45,50,63,58,82
23,92,83,91,97,91,83,84,81,93,86,76,36,68,38,44,39,32,23,33,48,48,48,64,89
24,92,109,125,126,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
