dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,156,158,182,215,227,245,207,271,229,211,234,211,181,204,158,138,122,121,111,122,137,136,162,127
02,141,125,156,219,238,224,245,214,248,206,167,209,156,213,176,154,149,133,92,117,147,128,149,149
03,144,170,174,212,230,248,213,272,239,225,225,177,180,163,161,174,129,128,131,128,128,169,194,186
04,168,178,207,241,253,223,272,239,257,260,242,231,195,166,163,142,122,101,115,141,129,115,138,172
05,127,151,185,231,229,238,229,214,238,227,148,210,183,190,241,157,132,106,115,138,151,133,153,145
06,143,144,211,231,266,279,254,233,256,230,231,178,177,183,162,131,131,110,105,107,120,138,169,162
07,145,182,184,211,278,267,258,239,234,223,204,203,214,208,181,124,107,126,121,128,138,174,169,165
08,126,141,178,178,248,231,243,257,235,207,180,216,172,160,143,135,128,104,98,100,118,153,175,201
09,155,161,187,210,260,294,264,284,277,240,233,217,214,190,184,155,131,109,127,124,142,161,203,217
10,190,180,180,233,266,324,307,325,282,267,201,189,216,184,155,153,114,105,101,136,142,180,202,221
11,209,166,202,227,289,317,325,315,263,232,211,143,198,163,153,129,87,99,145,137,209,215,243,294
12,269,204,196,290,407,422,404,368,339,293,227,197,197,188,166,121,94,117,146,209,225,295,359,432
13,386,333,304,363,382,422,434,417,332,312,212,164,146,155,123,111,109,103,161,200,264,321,388,391
14,344,331,386,364,429,411,414,381,349,287,255,211,206,157,160,130,126,128,147,196,270,254,238,72
15,221,141,319,282,290,286,322,296,262,260,228,209,205,166,154,135,129,102,103,124,120,147,142,115
16,141,114,161,191,208,232,215,241,211,226,213,198,152,144,120,105,105,72,68,108,98,118,92,122
17,131,138,150,187,211,217,202,217,195,231,167,165,166,158,137,130,95,83,92,87,105,103,115,115
18,112,103,132,187,225,187,233,232,202,191,191,176,166,124,150,138,106,103,76,84,85,93,98,106
19,114,129,137,160,218,199,195,250,223,183,201,196,164,156,161,139,115,86,86,75,91,123,110,123
20,119,126,140,191,207,241,233,225,239,236,221,187,209,173,168,129,106,100,87,84,76,79,97,120
21,133,123,141,192,221,219,218,238,255,224,178,213,189,197,150,135,90,77,68,82,91,101,99,84
22,120,132,148,204,227,208,226,225,272,257,230,230,253,237,235,204,172,148,122,132,194,155,125,146
23,156,156,148,175,229,217,228,196,232,206,187,191,158,160,146,122,148,137,127,96,140,108,113,121
24,97,129,146,182,199,203,224,257,201,231,180,201,190,170,152,97,108,71,66,65,85,94,95,106
25,88,108,151,161,183,205,207,231,240,195,209,173,206,147,136,120,91,90,86,77,75,97,84,87
26,87,134,143,183,225,221,184,205,188,181,237,209,182,162,132,141,113,98,94,68,78,121,88,91
27,107,120,140,179,207,217,219,218,172,184,153,152,169,170,133,104,109,76,60,75,81,88,91,87
28,94,110,122,184,176,189,207,203,190,180,156,143,145,134,133,117,93,73,66,64,72,83,86,80
29,62,86,105,122,145,150,156,136,190,177,185,164,171,148,151,111,98,69,62,66,57,81,93,91
30,92,93,135,170,204,180,157,189,201,213,194,193,161,166,144,109,88,84,63,66,67,82,96,92
31,89,100,136,188,185,189,187,188,195,222,228,225,195,185,154,143,105,99,98,89,106,98,122,86
