dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,448,450,471,486,514,516,514,484,493,465,437,354,329,394,359,355,291,270,311,347,384,410,441,475
02,470,431,448,483,487,504,479,473,459,475,452,418,403,373,359,317,321,280,248,230,276,286,275,355
03,394,325,297,299,329,340,362,305,260,307,326,309,237,218,155,268,251,166,133,193,178,153,144,256
04,370,317,305,339,316,288,379,378,365,449,415,397,360,297,274,259,266,232,281,295,288,337,241,394
05,374,361,365,391,376,386,363,244,289,344,322,221,258,251,223,237,194,212,246,282,346,401,419,409
06,404,376,444,505,509,487,476,448,511,470,426,438,372,408,390,332,313,238,192,253,281,309,342,387
07,437,375,392,449,453,475,464,396,391,389,398,364,314,317,250,267,184,126,245,296,355,345,351,420
08,481,485,501,520,519,528,523,479,483,472,427,442,425,434,385,369,344,301,191,228,318,364,407,380
09,428,407,446,493,483,500,478,448,476,432,440,450,388,341,306,241,173,223,231,236,319,353,446,483
10,488,454,437,445,480,483,424,432,440,444,364,334,335,298,278,335,315,227,297,368,400,448,496,529
11,509,459,457,474,534,525,469,417,441,408,379,330,348,303,267,260,289,165,190,289,333,434,455,568
12,550,507,509,535,554,564,547,523,530,508,482,397,343,350,300,254,228,299,366,414,471,525,487,522
13,548,521,523,518,533,540,559,531,540,512,461,390,325,241,269,196,208,157,162,185,327,409,426,491
14,497,465,432,488,530,516,503,504,497,446,410,346,271,252,226,232,197,170,233,319,460,518,529,529
15,491,465,431,415,458,440,464,449,480,457,422,342,319,267,241,251,241,266,333,368,455,472,527,504
16,480,489,485,542,554,542,539,522,518,485,432,393,339,300,259,250,223,188,217,280,322,338,385,396
17,398,361,356,445,437,433,423,401,350,372,376,329,312,332,346,294,250,241,290,308,350,351,369,360
18,347,360,417,467,462,463,471,454,472,441,376,231,247,190,247,251,248,283,290,272,243,255,293,307
19,361,374,374,378,411,429,434,387,347,383,381,338,252,257,250,255,246,243,273,259,256,304,349,431
20,473,448,493,505,494,480,448,468,451,406,449,413,394,360,349,315,291,287,270,296,327,374,426,437
21,446,416,472,504,500,505,510,492,506,514,476,464,444,433,372,276,296,302,316,318,317,369,365,392
22,401,413,451,490,483,489,503,221,461,496,451,498,469,438,437,400,450,410,360,358,395,436,482,423
23,439,391,444,483,483,477,488,461,464,433,437,416,358,327,298,265,248,265,264,295,373,442,483,438
24,435,455,475,492,475,455,465,484,442,415,425,376,412,401,374,317,289,283,268,322,354,413,421,401
25,442,440,486,517,513,534,533,508,469,441,447,403,369,347,308,312,261,261,295,339,361,422,436,440
26,416,457,480,510,536,530,534,515,478,475,453,442,441,381,361,326,326,304,321,314,300,376,406,368
27,410,427,440,509,502,490,492,482,458,446,456,457,437,387,390,365,346,335,316,316,360,360,430,474
28,469,448,504,528,525,551,515,481,397,374,389,373,355,146,242,265,274,204,219,244,302,318,386,433
29,447,442,491,506,519,506,475,483,495,462,460,424,413,407,363,323,295,229,279,294,254,289,361,419
30,455,487,503,520,523,521,514,521,463,471,420,384,296,273,280,216,271,310,266,183,178,205,237,282
31,210,204,248,307,329,304,279,310,190,232,243,283,227,237,182,69,81,56,40,88,96,101,168,179
