Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,358,463,430,437,486,481,486,629,626,565,552,567,628,600,512,534,482,552,478,485,455,402,357,367
2,333,393,439,442,467,423,414,508,548,557,563,591,554,520,539,526,511,483,468,504,414,441,367,295
3,333,315,419,413,472,411,374,472,502,507,529,543,580,569,562,474,531,515,500,491,406,350,298,195
4,166,160,198,266,360,373,369,433,443,460,512,541,608,495,586,552,521,489,443,460,397,378,230,187
5,200,223,312,340,371,396,425,588,576,597,623,657,624,613,635,480,541,523,442,424,347,264,264,221
6,238,283,342,382,343,386,321,442,475,460,470,583,575,564,524,548,511,450,374,352,272,240,221,204
7,257,244,311,352,406,406,407,421,367,474,461,545,483,515,509,516,509,356,247,237,212,216,192,172
8,192,241,327,315,396,359,403,449,476,399,421,557,419,407,476,537,404,271,302,282,274,276,280,226
9,238,272,351,371,406,435,464,498,604,554,462,465,522,502,435,498,504,322,365,304,270,289,225,205
10,219,287,394,471,483,466,404,464,505,518,528,471,390,447,466,467,435,375,353,319,254,259,223,213
11,192,237,310,340,373,371,413,477,463,450,485,477,466,469,572,486,441,360,326,218,238,208,152,208
12,171,145,254,391,417,407,525,542,536,556,567,580,491,531,460,510,451,438,410,395,294,220,171,199
13,247,277,339,423,415,294,424,482,478,580,598,592,533,540,531,535,481,316,341,282,191,208,190,174
14,188,243,298,425,484,462,487,563,571,584,613,581,521,525,418,389,400,349,273,264,249,245,175,187
15,227,210,277,309,365,385,408,341,354,438,478,512,266,310,350,299,351,302,310,284,223,172,210,175
16,180,227,263,282,302,340,338,271,358,350,440,426,361,307,330,316,295,263,248,277,217,217,195,200
17,162,177,234,293,335,325,372,352,451,432,491,492,414,369,376,366,374,366,297,263,193,217,199,161
18,180,237,292,312,338,359,332,388,399,416,467,433,436,285,291,327,248,315,275,226,240,191,164,164
19,168,177,208,262,260,277,324,367,362,357,423,401,363,394,339,345,315,286,262,215,232,196,165,167
20,155,-1,211,243,242,288,346,371,354,387,465,413,409,368,375,392,340,325,215,222,252,212,167,128
21,154,179,269,264,317,318,374,385,421,413,465,504,427,420,418,430,361,289,270,271,224,199,193,180
22,181,203,279,258,283,337,402,416,455,373,439,432,391,433,405,271,283,186,186,210,149,132,115,141
23,132,154,153,166,232,208,261,294,289,315,316,361,333,314,256,271,216,199,187,150,158,149,121,120
24,104,156,161,208,200,213,235,311,267,293,333,338,309,262,292,277,269,211,165,146,165,129,122,81
25,98,116,162,266,271,254,251,290,322,356,417,471,449,358,428,272,238,160,137,128,105,99,76,87
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,174,191,158,118,135,128,80,67,60
27,138,121,116,164,153,154,188,174,207,244,214,233,225,214,214,196,197,136,149,126,103,118,73,62
28,61,61,93,113,110,131,163,158,135,173,184,159,189,170,123,148,187,150,177,158,98,98,85,72
29,75,93,109,170,166,177,193,164,111,133,196,196,207,175,192,231,231,218,174,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,132,160,120,157,144,196,150,253,201,179,151,157,148,148,123,-1,-1,-1,-1,56
31,-1,75,96,143,135,192,184,192,276,331,243,256,212,187,200,175,169,165,153,139,133,82,78,88
