Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,25,8,-1,12,-1,-1,-1,-1
2,-1,41,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,30,22,40,-1,32,-1,-1
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,27,30,-1,-1,31,-1,-1
4,26,-1,-1,-1,-1,-1,-1,-1,14,6,-1,-1,-1,-1,-1,-1,-1,-1,30,39,-1,-1,30,-1,-1
5,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,22,39,-1,-1,-1,-1,-1
6,-1,-1,-1,29,27,14,13,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,26,22,32,19,25,16,17,14,-1,15,-1,-1,-1,-1,16,-1,33,34,28,30,32,-1,29,38
8,31,-1,30,21,14,-1,10,16,14,-1,-1,-1,-1,-1,-1,27,33,35,37,42,44,-1,19,39
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,41,33,32,50,34,46,-1,-1,34
10,33,22,29,25,24,-1,-1,-1,8,12,-1,-1,-1,-1,-1,18,29,33,43,35,-1,-1,34,24
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,32,33,30,38,-1,-1,-1,-1,-1
12,-1,-1,18,30,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,38,22,31,21,-1,-1,-1,-1,-1
13,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,30,31,35,31,35,34,-1,-1,-1
14,-1,22,22,18,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,14,17,27,27,-1,-1,26,-1,-1
15,27,32,24,22,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,44,36,50,47,-1,-1,-1,-1,-1
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,26,36,27,-1,-1,32,40
17,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,22,28,-1,-1,-1,32
18,-1,-1,-1,-1,-1,6,15,10,14,-1,-1,-1,-1,-1,-1,18,30,23,32,24,22,-1,-1,-1,-1
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,19,24,28,20,29,-1,-1,-1,-1
20,28,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,24,28,-1,23,27
21,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,24,32,24,24,-1,-1,36
22,-1,33,32,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,30,25,37,49,38,52,-1,-1,-1,-1
23,32,31,36,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,34,46,33,44,-1,-1,30
24,-1,-1,-1,-1,-1,-1,-1,-1,2,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,30,-1,-1,-1,-1
25,26,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,23,17,22,28,-1,-1,-1,-1
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,16,22,-1,18,-1,-1,-1,-1,-1
27,-1,-1,-1,-1,-1,-1,18,13,-1,-1,-1,-1,-1,-1,-1,21,21,33,33,29,34,-1,30,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,26,36,25,-1,-1,51,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,22,34,41,-1,-1,48,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,16,12,21,24,-1,-1,-1,-1,-1
