Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,5,6,1,1,2,-1,-1,1,1,-1,6,1,7,11,5,14,5,7,9,9,2,9,15,3
2,12,6,5,-1,-1,-1,-1,-1,-1,2,4,2,9,16,11,9,9,13,6,12,12,15,24,11
3,11,7,-1,-1,4,3,-1,7,4,4,3,1,5,10,8,8,10,10,5,7,17,17,9,19
4,18,10,3,5,-1,-1,-1,1,1,6,3,4,10,14,10,12,12,10,11,12,13,15,14,24
5,17,11,11,3,1,1,1,3,2,6,-1,4,2,9,12,10,8,7,17,16,15,18,9,15
6,2,2,1,5,1,-1,-1,-1,1,-1,-1,1,5,5,9,14,10,5,11,4,5,13,9,10
7,8,5,1,1,2,-1,1,1,4,1,1,-1,4,3,13,5,16,14,11,5,14,21,19,15
8,16,10,4,3,1,1,4,2,1,-1,3,-1,11,5,9,13,12,14,12,12,10,13,17,28
9,18,21,8,6,-1,1,1,-1,2,2,4,1,4,14,12,6,7,5,11,8,16,10,14,27
10,22,16,7,2,5,4,5,3,1,1,-1,-1,1,1,7,11,10,9,4,16,13,16,20,15
11,13,11,7,8,7,6,7,8,2,2,4,-1,5,8,5,5,6,3,12,8,7,7,7,7
12,11,9,6,-1,4,6,6,4,5,4,4,1,-1,4,12,5,8,7,9,6,10,5,2,4
13,14,5,5,2,2,3,-1,-1,-1,-1,2,1,2,6,5,7,8,12,12,14,10,13,18,13
14,10,4,2,-1,1,2,2,-1,-1,-1,-1,-1,2,6,7,11,8,14,7,9,10,17,13,20
15,12,6,5,-1,-1,-1,-1,-1,-1,-1,1,2,7,12,10,14,3,12,10,13,15,14,17,17
16,20,7,4,1,4,1,2,6,2,4,1,4,6,13,7,5,7,12,15,7,10,9,11,19
17,15,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,5,5,3,9,10,13,14,9,10
18,14,5,2,5,2,3,3,3,3,2,7,5,4,6,6,11,6,9,9,12,11,11,13,21
19,7,12,7,4,7,1,4,4,2,2,1,3,8,6,7,8,7,17,11,16,12,20,18,15
20,13,5,5,3,1,2,2,-1,5,1,-1,3,7,7,4,9,7,8,8,9,13,10,23,19
21,7,8,3,2,4,2,1,2,3,2,1,-1,6,8,9,14,11,10,10,11,9,7,23,9
22,11,7,11,10,8,1,2,3,-1,2,-1,2,2,11,8,10,3,14,9,9,10,8,11,23
23,1,1,6,4,2,-1,-1,-1,-1,-1,-1,-1,6,9,9,10,8,10,1,11,13,15,14,17
24,10,2,1,1,3,1,1,1,3,3,1,-1,4,6,13,5,9,4,9,15,8,11,16,14
25,12,7,8,5,2,4,6,6,2,-1,1,8,-1,6,9,11,14,3,1,12,10,15,14,10
26,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,9,12,7,7,2,5,2,5
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,10,11,-1,-1,-1,-1,4,2,-1,-1,-1,-1
28,1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,5,6,4,8,6,8,8,4,3,15,17,22,5
29,12,4,1,2,5,-1,-1,-1,3,-1,-1,5,5,9,4,11,3,11,8,13,11,15,23,24
30,13,5,4,8,4,7,9,2,6,4,-1,2,8,4,4,6,9,5,8,7,7,11,4,16
31,10,8,4,-1,-1,-1,-1,-1,-1,-1,-1,6,1,7,11,6,7,8,6,10,8,14,10,10
