Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,49,57,74,83,116,146,169,198,229,222,241,264,250,208,228,263,221,204,192,162,144,113,92,71
2,47,59,108,96,180,184,248,265,300,335,355,379,401,319,289,364,316,269,232,210,155,113,88,61
3,58,78,94,134,145,203,219,272,296,327,308,361,357,313,349,332,299,291,235,174,145,83,77,66
4,51,70,86,131,175,225,246,232,228,284,350,320,311,291,279,299,253,239,229,176,131,117,76,48
5,43,43,54,90,137,160,186,175,196,228,256,278,249,-1,-1,-1,248,212,185,161,127,98,78,45
6,47,50,98,110,129,182,163,211,258,275,253,244,281,293,242,209,211,187,180,105,128,84,82,52
7,54,77,73,113,151,206,259,259,315,363,386,346,400,400,322,306,278,294,249,144,120,96,59,47
8,48,56,88,144,163,174,219,210,265,272,285,308,340,295,283,236,275,290,260,218,143,115,95,68
9,52,89,97,148,184,213,266,272,279,285,293,319,355,270,343,328,280,243,207,154,134,102,81,50
10,37,51,55,101,113,142,128,124,189,182,169,184,217,203,183,188,170,192,179,134,123,89,71,60
11,68,78,111,180,263,300,311,331,377,401,435,463,409,363,403,399,350,318,288,189,163,116,87,56
12,55,66,106,128,175,216,237,298,337,340,333,365,395,350,363,408,364,314,273,224,183,119,74,70
13,63,57,72,125,186,210,202,219,269,230,257,291,300,312,318,287,238,230,183,207,142,119,108,90
14,58,60,105,133,185,225,244,295,318,367,327,319,306,365,308,327,323,273,233,157,143,99,70,65
15,60,40,88,119,161,177,228,248,311,259,284,295,310,270,333,303,296,291,250,214,190,111,88,58
16,57,55,90,119,179,203,257,220,260,270,271,302,370,310,310,311,317,251,234,213,168,110,86,65
17,42,64,84,113,150,211,257,257,281,272,261,288,254,287,301,284,290,249,244,221,175,111,82,48
18,58,71,76,110,152,213,209,265,253,289,320,300,322,296,320,306,276,252,286,219,195,126,111,71
19,45,67,68,111,164,216,242,249,257,284,220,281,311,282,278,244,287,268,247,190,153,102,78,55
20,42,61,83,114,171,179,211,292,289,282,267,279,319,323,299,346,283,239,230,200,155,128,75,67
21,58,65,89,131,185,237,251,260,297,318,337,394,397,401,378,337,313,245,249,163,176,106,85,55
22,67,66,88,157,151,221,254,321,316,294,344,345,408,370,356,322,353,289,229,200,140,110,84,59
23,59,64,83,123,192,211,265,244,263,269,313,335,334,336,347,366,350,355,310,247,184,139,94,85
24,63,68,98,177,190,264,316,276,311,316,308,286,310,325,338,306,328,281,265,216,168,125,93,77
25,62,73,91,134,176,219,277,264,240,242,277,316,316,375,344,325,335,275,246,186,141,108,87,58
26,57,60,80,118,143,199,250,270,288,290,233,303,306,297,350,365,298,301,255,204,164,105,77,64
27,52,51,63,106,148,228,228,255,239,280,260,294,278,297,313,335,318,297,275,200,141,131,81,71
28,45,67,69,131,191,250,270,302,372,366,402,362,362,412,362,359,319,341,302,269,182,143,80,87
29,78,88,92,116,169,225,255,330,371,392,408,426,428,358,365,345,264,204,208,190,135,107,79,57
30,74,67,93,125,197,277,309,345,386,371,384,418,414,396,371,406,384,309,275,251,170,114,83,67
31,48,63,85,148,174,256,283,311,328,361,333,384,407,360,375,375,363,340,277,205,147,113,87,52
