Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,176,249,262,243,223,239,307,257,265,299,336,282,254,187,135,126,91,89,95,107,137,140,155,137
2,183,201,292,256,279,279,262,304,280,314,316,290,207,175,127,126,88,98,93,132,141,127,145,194
3,176,177,255,261,243,250,251,278,287,294,298,309,219,194,134,128,101,91,95,114,126,153,144,183
4,149,174,257,245,236,239,243,307,281,272,253,279,207,176,148,100,76,78,81,111,124,128,136,154
5,156,220,226,260,238,213,228,241,259,269,281,257,223,160,119,124,109,112,106,135,156,142,155,164
6,201,226,245,231,246,258,282,289,273,273,258,260,202,176,117,103,105,96,95,139,122,155,160,193
7,240,216,203,193,242,242,289,340,298,291,276,302,201,170,131,86,94,92,87,124,130,167,169,168
8,198,224,211,249,228,233,292,236,295,296,274,259,192,148,128,99,78,61,100,104,96,100,134,170
9,190,209,214,230,214,234,278,241,240,264,277,274,184,164,134,113,83,75,87,98,130,139,141,145
10,164,232,243,256,244,261,288,234,261,294,283,288,209,164,135,120,85,84,102,102,122,119,158,179
11,200,238,251,242,215,275,294,234,297,290,269,260,199,154,138,121,76,80,64,93,100,113,150,175
12,214,241,258,217,223,270,307,249,293,332,258,272,209,147,131,86,87,90,108,106,125,135,160,138
13,151,189,209,243,233,250,264,259,262,273,291,268,209,148,149,131,86,79,83,119,100,159,146,159
14,173,190,233,240,251,231,267,295,268,286,276,295,204,194,118,85,90,88,79,91,99,123,127,152
15,158,151,158,161,185,219,259,222,220,198,175,206,206,175,119,91,68,60,97,98,119,126,123,175
16,149,195,213,214,247,235,283,260,270,282,280,311,237,150,140,104,102,73,91,107,128,129,129,160
17,129,165,233,212,244,264,290,253,272,299,283,278,207,186,122,107,71,67,79,85,97,128,146,162
18,120,184,219,254,215,248,333,307,346,357,323,291,239,156,133,102,86,86,97,107,91,132,154,152
19,146,228,219,223,219,211,300,257,324,307,283,298,240,185,128,112,80,84,98,96,120,129,143,180
20,201,220,250,225,242,239,254,297,331,319,306,298,228,175,144,108,90,79,109,129,134,122,158,189
21,198,209,197,238,243,317,317,289,319,308,290,317,256,164,116,129,87,78,86,112,122,129,154,177
22,168,172,168,153,151,200,231,252,285,282,306,302,255,179,150,113,86,79,86,90,116,128,134,124
23,154,183,216,236,252,252,291,278,327,305,301,311,225,212,151,118,74,89,98,114,137,100,176,192
24,186,204,269,258,233,269,312,270,324,290,332,294,230,176,130,100,77,83,89,111,147,133,135,174
25,212,195,245,241,242,288,320,308,320,320,345,329,244,212,152,114,87,82,96,112,140,131,164,182
26,195,246,258,235,239,259,294,303,334,343,342,316,245,211,119,113,81,67,72,78,147,138,159,164
27,155,211,183,248,221,261,307,306,310,287,318,292,261,156,128,100,69,93,95,122,114,132,170,169
28,159,150,218,228,228,286,326,364,338,307,303,284,275,197,117,96,86,93,104,96,115,112,140,114
29,139,205,220,216,234,310,246,326,293,254,238,293,265,187,148,102,88,94,78,108,127,120,151,182
30,148,221,220,224,220,303,280,317,333,278,292,286,236,179,129,118,97,95,96,124,126,154,157,122
31,136,216,206,249,239,294,291,313,317,349,358,295,268,182,182,115,102,91,88,102,110,155,171,79
