Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,50,23,13,10,12,6,2,-1,16,5,12,18,12,17,11,7,5,4,9,7,1,7,19,13
2,15,21,20,9,4,6,11,36,4,4,6,15,12,9,6,5,7,5,4,8,2,8,2,15
3,12,16,5,1,2,4,5,6,5,4,5,11,8,9,6,6,6,9,8,9,21,1,15,5
4,5,20,4,6,6,7,4,3,2,7,6,9,16,13,10,6,3,14,9,8,3,5,15,15
5,21,13,7,6,14,3,6,6,6,3,4,17,10,14,5,3,8,10,6,5,7,3,13,12
6,5,21,25,4,4,6,8,6,3,5,6,7,3,14,6,7,4,10,7,6,7,4,8,5
7,8,14,10,4,3,6,8,5,9,9,2,9,11,7,17,4,11,13,3,7,10,3,6,5
8,5,16,4,6,8,7,4,7,7,8,13,4,11,14,15,13,13,8,4,11,3,-1,13,7
9,-1,18,3,8,10,4,3,12,5,16,13,25,27,21,8,12,13,6,7,8,6,4,2,7
10,8,14,9,9,10,6,9,23,17,10,19,36,25,34,13,9,5,5,17,11,6,2,14,5
11,6,20,10,8,2,9,14,17,11,19,23,27,25,26,16,13,6,6,6,2,1,4,6,11
12,8,11,7,4,4,2,-1,3,2,4,4,11,10,10,4,2,8,6,9,7,6,11,12,-1,-1
13,5,-1,15,6,18,2,5,8,8,6,8,7,16,18,15,15,13,9,6,5,10,5,10,15
14,-1,-1,21,14,-1,13,-1,9,-1,10,10,9,-1,-1,-1,16,11,12,9,11,2,5,14,6
15,7,16,8,6,6,4,7,9,3,3,10,10,8,14,9,6,13,5,5,9,3,3,16,16
16,10,21,6,10,5,8,11,10,12,22,-1,-1,-1,-1,13,13,14,13,9,10,4,6,10,12
17,-1,-1,-1,16,10,6,10,6,4,2,9,10,6,15,10,8,12,8,10,11,5,5,12,6
18,14,21,3,9,7,12,5,9,10,4,5,14,11,18,15,18,15,16,11,10,1,8,9,-1,-1
19,6,13,9,12,6,4,4,6,10,9,12,13,11,14,11,13,8,11,5,11,5,2,14,13
20,-1,22,19,12,10,9,10,10,8,12,10,20,24,-1,-1,-1,12,16,19,7,4,6,13,8
21,10,12,14,5,4,4,9,7,6,4,4,9,8,10,7,8,9,9,10,12,10,6,11,14
22,5,18,-1,9,8,5,15,5,4,4,8,5,10,15,13,15,15,7,7,11,8,4,16,12
23,13,22,7,5,11,2,7,5,10,8,5,14,15,21,15,15,10,11,17,10,10,6,12,4
24,7,15,10,7,3,7,6,6,6,5,1,11,11,24,12,7,3,10,13,6,2,7,10,7
25,9,12,7,5,4,4,5,5,6,6,4,11,7,17,9,5,8,12,7,8,13,3,11,4
26,5,10,4,3,3,4,2,7,5,2,8,9,10,11,12,12,12,10,4,7,10,5,10,10
27,5,10,4,7,-1,4,3,3,1,7,4,7,7,12,9,9,12,6,10,12,3,6,6,8
28,10,13,5,5,-1,3,2,8,2,12,-1,-1,-1,-1,14,9,14,9,12,7,1,14,5,5
29,15,11,9,-1,7,11,4,4,7,8,11,7,16,21,11,7,11,10,8,4,3,5,8,5
30,11,8,24,4,5,7,1,23,11,14,17,-1,-1,-1,11,8,9,12,12,4,5,6,4,5
31,5,12,4,12,6,3,8,5,6,5,14,12,14,19,12,14,12,9,7,15,5,7,9,-1,-1
