Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,5,6,2,3,1,5,4,1,4,-1,1,2,2,3,6,6,3,2,3,11,6,4,4,5
2,6,6,2,5,4,5,1,2,4,1,4,4,-1,3,7,4,7,8,4,5,6,5,7,7
3,6,6,3,-1,-1,1,1,2,-1,-1,4,2,4,3,5,4,5,5,8,12,4,2,7,9
4,7,3,4,2,4,1,3,1,1,-1,1,2,4,3,8,5,4,8,4,6,12,9,10,9
5,7,6,3,3,1,3,1,2,-1,2,3,4,3,5,5,3,3,4,6,6,4,4,9,3
6,4,2,3,1,-1,5,2,1,5,1,4,2,3,5,4,4,3,6,7,2,8,8,7,8
7,5,3,3,3,3,1,2,2,4,1,1,3,2,6,3,10,2,2,3,5,6,6,7,6
8,3,3,2,5,3,5,1,-1,4,6,4,4,4,4,7,5,6,3,6,4,5,6,11,4
9,8,8,4,2,5,3,1,3,2,-1,4,1,3,7,3,3,6,4,6,8,7,12,6,12
10,11,5,4,4,1,-1,1,-1,-1,2,-1,1,4,5,6,5,2,7,7,4,9,3,4,7
11,7,1,5,2,3,6,3,1,2,4,1,1,6,4,4,2,1,5,10,4,9,1,5,2
12,5,5,7,7,4,3,1,1,1,-1,3,4,4,3,3,4,6,2,3,2,2,9,6,8
13,7,2,4,6,4,3,1,3,2,6,1,-1,1,5,3,7,4,5,3,11,6,8,11,15
14,7,4,2,2,4,3,3,1,1,3,2,1,2,5,9,5,4,2,2,5,3,2,8,10
15,7,6,2,5,3,5,-1,1,-1,1,1,4,6,7,13,6,7,6,5,3,1,5,2,12
16,4,4,4,2,5,2,2,-1,2,-1,2,5,4,4,5,6,5,4,6,3,6,9,3,2
17,6,1,4,1,7,-1,2,3,1,1,2,2,3,4,6,-1,5,2,4,4,6,7,6,8
18,8,7,-1,4,4,1,4,-1,-1,2,3,3,8,5,2,3,3,3,6,7,4,12,5,6
19,8,5,3,1,4,2,1,1,-1,-1,4,2,4,4,5,4,2,6,4,3,5,5,5,7
20,2,4,5,-1,3,1,-1,1,1,1,2,2,4,6,8,1,6,3,4,6,5,5,6,7
21,8,5,2,3,1,2,3,1,2,2,3,-1,2,2,5,5,4,6,3,6,4,4,6,5
22,9,2,3,1,2,3,2,3,-1,2,3,7,5,2,4,3,3,4,6,4,2,3,9,12
23,7,6,6,4,-1,-1,-1,2,2,3,3,2,4,6,4,8,4,8,3,6,5,10,5,8
24,8,-1,-1,9,6,3,1,-1,1,1,3,1,3,5,4,4,4,5,4,4,2,5,9,7
25,6,3,3,2,2,1,3,-1,-1,-1,4,2,1,6,7,5,9,2,4,-1,6,10,5,11
26,7,4,1,2,2,1,1,2,2,1,3,5,4,3,3,7,5,6,6,3,3,3,5,7
27,-1,2,2,2,2,3,1,2,1,3,3,4,2,2,1,6,7,4,8,9,10,6,3,-1,-1
28,10,5,3,6,4,2,1,-1,2,-1,4,6,6,3,5,5,6,4,7,4,6,11,6,9
29,3,8,2,3,3,2,1,3,2,1,4,5,7,2,4,4,4,1,3,7,3,6,10,11
30,6,5,1,3,3,-1,5,1,3,1,1,7,4,9,3,3,7,4,6,3,6,10,6,7
31,7,4,4,5,6,-1,5,-1,1,-1,4,1,3,11,3,5,6,7,5,5,3,6,10,-1,-1
