Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,27,27,122,93,80,102,78,90,46,37,122,109,47,25,86,109,100,134,112,68,133,89,50,25
2,74,1,93,91,62,91,126,88,44,40,117,140,55,-1,16,75,94,95,15,12,34,29,8,29
3,9,1,11,41,21,45,46,42,44,10,30,64,4,66,17,28,22,39,27,53,23,98,34,59
4,29,5,71,50,41,28,42,55,32,10,52,73,8,17,16,34,30,37,57,25,41,21,27,54
5,66,-1,74,62,87,87,21,74,1,55,52,55,-1,24,90,93,104,80,43,43,24,103,43,65
6,81,3,41,86,29,14,48,97,1,39,27,51,51,-1,6,23,9,19,16,4,-1,10,26,-1,-1
7,2,-1,29,18,15,19,18,43,12,6,31,40,54,67,54,91,69,85,66,40,27,15,23,21
8,-1,1,61,85,47,29,107,113,89,81,44,161,52,102,77,65,10,8,24,12,42,29,20,2
9,8,7,96,80,101,110,112,77,43,106,97,83,70,26,25,6,36,44,78,36,127,126,24,50
10,42,6,97,55,59,26,39,48,65,7,17,99,62,178,99,52,4,69,94,81,41,51,20,58
11,28,4,55,43,63,41,43,62,45,7,32,96,48,36,56,43,43,55,61,38,48,20,68,14
12,3,2,25,36,20,90,108,75,10,61,73,57,37,48,136,86,112,4,5,12,39,12,9,17
13,52,84,98,110,19,51,75,30,6,25,4,173,113,3,63,27,55,38,50,35,47,161,133,74
14,-1,3,-1,-1,9,112,99,31,10,-1,8,37,49,50,31,40,238,211,229,32,33,15,36,53
15,-1,28,39,32,16,19,26,24,8,104,175,50,160,97,69,85,93,84,54,62,18,19,1,1
16,-1,2,39,20,46,61,13,22,8,50,89,7,49,44,19,23,13,8,3,33,36,32,2,3
17,17,4,9,2,2,3,3,5,2,3,12,6,11,11,18,8,7,6,8,5,5,11,8,14
18,25,11,4,3,4,3,5,6,26,9,11,13,-1,-1,10,25,8,18,4,6,1,8,11,13
19,10,13,4,9,5,4,2,2,1,8,8,21,-1,17,5,22,14,8,22,8,8,10,14,18
20,-1,8,17,7,7,7,5,1,8,4,9,8,8,5,2,8,5,9,9,3,5,10,7,4
21,12,18,2,17,2,5,-1,1,16,10,8,7,12,8,8,14,11,11,9,2,5,8,8,6
22,13,2,4,7,9,7,5,16,4,9,5,1,17,13,18,17,20,7,12,9,5,16,6,4
23,18,11,5,13,5,7,3,9,2,9,9,10,8,11,7,20,7,5,18,3,5,16,10,12
24,20,3,2,5,-1,3,4,3,6,5,16,21,17,12,11,14,8,14,11,16,2,11,19,20
25,-1,3,9,8,2,5,6,9,8,4,8,-1,-1,7,19,12,11,13,11,4,1,9,9,6
26,13,-1,4,5,8,1,1,5,3,6,12,19,18,10,6,10,6,19,4,2,5,19,9,12
27,11,4,13,8,2,2,6,4,8,5,11,6,18,15,16,13,17,4,11,2,12,13,7,9
28,23,7,3,6,5,5,3,3,7,8,12,14,27,9,7,12,12,10,15,6,8,15,1,13
29,25,9,6,4,8,5,4,2,4,4,12,10,12,15,7,12,17,15,10,6,12,15,11,5
30,22,9,1,9,1,6,5,6,4,15,20,10,16,16,12,16,19,11,8,8,5,8,8,1
31,2,6,2,5,6,5,1,2,4,3,11,9,6,9,6,13,2,4,7,7,3,10,1,-1,-1
