Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,15,15,9,8,7,1,7,4,1,6,6,8,10,13,10,15,16,14,14,12,9,13,15,19
2,15,7,5,-1,-1,-1,-1,-1,-1,-1,9,5,11,10,11,12,8,14,13,11,13,9,12,19
3,18,20,-1,5,10,6,5,8,7,13,5,11,15,10,11,11,19,12,15,5,11,15,11,23
4,9,12,5,9,-1,-1,-1,-1,-1,-1,-1,-1,10,5,14,11,10,6,6,10,13,16,12,18
5,11,11,-1,-1,-1,-1,-1,-1,8,5,4,11,10,10,12,21,21,10,14,14,19,23,15,21
6,-1,-1,6,-1,-1,-1,-1,-1,-1,5,2,10,7,9,13,11,15,9,10,-1,-1,15,-1,-1,-1
7,9,6,13,2,6,8,-1,-1,-1,9,7,13,9,8,9,11,7,7,10,8,17,20,20,11
8,20,-1,-1,9,-1,6,5,3,2,5,8,6,8,9,11,15,10,10,16,10,15,15,10,15
9,11,10,-1,-1,-1,-1,-1,-1,2,4,8,8,8,8,13,8,11,15,16,14,6,23,19,17
10,15,14,11,12,16,-1,8,4,5,6,8,5,9,11,6,10,8,10,13,10,13,10,23,12
11,14,10,9,7,10,3,5,6,3,2,4,8,10,7,14,11,5,7,16,9,8,16,10,16
12,18,-1,10,-1,-1,-1,-1,-1,5,3,7,3,13,10,8,9,6,9,4,13,15,10,18,22
13,15,7,14,-1,-1,-1,-1,-1,-1,5,6,6,12,10,17,12,10,13,10,6,8,7,23,18
14,16,14,10,-1,-1,-1,-1,-1,-1,-1,5,7,7,16,15,11,11,11,14,11,11,13,13,24
15,11,12,-1,-1,-1,-1,-1,-1,5,6,4,7,13,12,10,15,12,19,9,8,14,16,15,24
16,22,11,15,-1,-1,-1,3,3,5,7,6,4,6,8,6,5,14,18,14,19,12,20,13,20
17,15,7,10,10,2,16,4,5,8,11,4,4,9,9,6,12,17,14,10,14,21,14,15,14
18,20,12,10,10,12,7,8,-1,-1,4,8,10,7,9,2,13,5,9,12,11,10,18,13,12
19,12,11,-1,-1,-1,-1,-1,-1,-1,2,8,8,11,8,9,11,11,11,16,9,10,12,16,19
20,8,15,6,9,-1,-1,-1,-1,-1,9,8,12,15,9,15,15,7,16,10,13,17,16,14,19
21,13,6,12,9,17,7,7,-1,8,5,6,10,5,9,9,10,12,10,17,13,20,15,13,13
22,12,15,5,7,9,9,3,7,-1,4,4,14,9,16,12,11,7,15,11,9,8,13,11,14
23,12,7,4,13,9,7,4,-1,5,-1,7,9,15,6,10,14,9,13,10,16,10,22,15,16
24,11,18,9,11,12,8,8,8,4,7,7,6,7,14,12,9,13,14,7,14,14,17,22,16
25,14,8,10,9,3,8,3,8,-1,-1,-1,7,5,12,15,15,10,14,17,14,17,11,16,18
26,8,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,9,12,10,12,13,13,9,21,17,14,12
27,6,-1,-1,-1,-1,-1,-1,-1,4,2,5,6,9,11,7,7,4,15,9,17,10,14,16,18
28,8,12,-1,-1,-1,-1,-1,-1,-1,-1,5,8,12,14,15,11,8,15,14,7,17,19,16,10
29,11,5,-1,-1,-1,-1,-1,-1,6,4,4,5,13,12,7,22,8,13,12,16,13,11,18,6
30,9,6,7,3,8,6,4,6,-1,8,6,3,12,-1,-1,14,12,9,12,12,9,7,14,17
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,8,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
