Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,98,103,152,156,151,172,134,171,127,122,83,41,42,25,27,17,33,48,74,95,29
2,-1,-1,-1,109,142,133,179,184,186,158,127,113,107,75,68,42,24,24,27,34,52,79,118,19
3,-1,-1,-1,100,194,134,176,156,139,150,143,116,94,71,51,43,26,19,45,42,42,83,146,13
4,-1,-1,-1,81,141,130,186,200,183,152,135,110,87,99,41,43,26,25,28,36,52,65,98,14
5,-1,-1,-1,101,141,186,167,165,182,141,126,143,125,80,39,48,29,23,30,54,65,96,143,12
6,-1,-1,-1,143,178,172,211,177,195,169,141,157,117,73,71,44,31,33,40,52,74,104,133,39
7,15,23,24,11,50,136,173,169,160,159,181,158,106,84,62,47,26,39,33,58,74,83,119,17
8,-1,-1,-1,137,166,179,316,299,129,196,119,148,112,119,56,38,27,30,34,26,46,85,100,109
9,91,-1,-1,136,136,163,195,238,176,233,173,142,125,90,72,39,34,25,28,64,59,105,104,14
10,-1,-1,-1,119,141,175,128,153,162,160,141,147,118,69,83,36,25,33,32,38,41,79,95,26
11,-1,-1,-1,101,139,128,145,166,172,169,133,157,105,58,54,36,36,21,36,33,69,81,103,18
12,-1,-1,-1,119,107,143,128,163,146,148,139,121,86,87,51,45,28,36,36,37,65,91,117,32
13,-1,-1,-1,98,136,163,168,145,146,155,132,108,82,84,57,34,21,29,25,49,53,86,99,25
14,16,18,14,35,54,141,138,143,154,186,150,118,88,70,53,44,24,12,25,38,42,55,92,19
15,-1,-1,-1,9,59,122,149,187,196,148,135,110,73,97,45,38,21,18,31,40,39,62,99,15
16,-1,-1,-1,112,116,145,145,130,140,138,104,118,100,89,72,27,29,27,15,42,40,74,92,14
17,-1,-1,-1,118,145,172,172,174,190,132,124,110,73,50,37,15,12,25,27,35,49,83,101,14
18,-1,-1,-1,145,133,176,155,235,203,188,143,123,103,89,59,40,23,22,19,39,33,78,100,14
19,-1,-1,-1,84,137,193,159,130,182,172,161,129,96,66,54,25,14,20,23,29,41,71,79,16
20,-1,-1,-1,83,100,138,136,119,135,145,134,122,72,61,46,27,27,21,20,29,32,67,77,28
21,7,1,9,5,44,134,125,165,152,121,117,106,92,59,52,19,19,15,26,34,34,61,88,16
22,-1,-1,-1,87,129,122,142,145,172,110,129,123,91,74,59,39,21,14,11,20,36,67,86,6
23,-1,-1,-1,99,123,139,171,198,188,119,125,123,107,79,80,40,34,17,30,35,47,74,86,16
24,-1,-1,-1,113,153,153,130,180,171,146,213,145,98,81,49,31,20,23,20,23,46,62,110,16
25,-1,-1,-1,110,133,143,213,218,208,162,153,138,117,93,78,40,22,25,15,22,57,70,115,17
26,-1,-1,-1,107,126,164,192,256,187,197,194,157,101,107,69,27,19,25,28,38,52,79,123,41
27,17,9,-1,126,152,196,206,231,197,202,149,136,127,108,56,33,33,9,21,32,50,97,106,29
28,24,13,11,57,152,181,207,218,199,190,133,126,133,79,61,42,25,20,19,34,62,80,17,-1,-1
29,-1,-1,83,122,141,153,221,221,192,209,138,157,104,98,56,41,26,30,27,32,48,100,11,-1,-1
30,-1,-1,89,152,138,184,224,232,217,228,185,136,147,111,57,26,36,13,39,39,45,90,23,-1,-1
31,-1,-1,91,135,188,191,216,302,221,182,139,116,118,99,61,35,42,29,26,37,52,68,17,-1,-1
