Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,18,21,31,39,32,26,27,15,18,22,17,17,14,13,13,13,16,28,10,12,12,16,17,12
2,27,17,26,27,34,33,21,21,18,30,26,22,16,22,21,9,23,26,19,9,17,22,19,26
3,34,38,43,50,39,33,29,17,21,25,26,31,40,26,28,43,44,29,31,31,34,52,46,41
4,118,121,116,124,140,107,36,23,14,21,82,68,46,50,37,25,22,27,7,18,16,16,8,20
5,29,32,39,33,38,34,19,24,13,15,12,3,8,10,11,15,19,24,21,12,13,21,11,19
6,15,22,28,31,32,24,15,20,17,14,19,17,21,12,14,17,28,21,20,17,11,9,12,18
7,21,19,23,24,31,23,18,16,16,15,15,15,15,10,10,16,18,18,18,12,15,14,20,12
8,17,27,36,34,31,27,21,22,16,24,33,20,17,21,9,18,15,21,12,13,14,12,10,14
9,8,17,16,31,23,16,19,19,11,16,24,11,20,9,17,9,13,12,8,4,12,21,4,6
10,14,20,20,22,34,21,12,21,13,12,22,15,19,19,15,11,8,21,18,7,8,15,12,17
11,20,20,27,38,32,16,18,13,21,25,17,15,12,12,12,15,12,25,9,8,12,9,8,14
12,8,13,27,20,16,10,15,23,16,8,7,13,13,4,4,3,8,11,5,3,7,5,11,22
13,28,46,54,64,49,46,35,22,28,32,33,34,30,26,27,31,21,26,7,24,33,24,30,22
14,31,34,51,52,44,36,35,53,27,38,39,38,25,34,22,32,12,36,26,31,43,27,30,34
15,41,42,61,66,45,50,40,46,26,21,32,33,26,23,21,21,19,40,14,23,31,26,23,24
16,23,39,23,51,41,39,47,50,34,29,29,18,22,12,18,15,23,28,17,27,22,18,33,21
17,36,42,55,51,52,42,29,25,15,20,22,42,24,22,28,18,24,46,19,20,24,16,26,20
18,23,42,39,45,48,48,42,32,24,26,35,32,26,24,23,21,24,44,18,21,15,21,19,24
19,26,28,36,38,35,39,29,28,22,20,35,16,23,25,18,27,14,43,31,21,27,22,27,26
20,40,54,57,56,50,48,38,42,39,33,16,41,32,28,30,30,19,18,21,13,30,27,19,28
21,29,46,52,39,53,38,51,43,35,36,46,41,49,21,28,10,40,46,32,31,29,25,36,33
22,52,52,67,71,59,41,64,48,37,28,39,29,34,27,15,47,43,38,47,43,36,40,25,33
23,39,52,54,52,79,54,46,44,50,33,46,34,37,22,32,28,24,44,33,33,40,36,39,39
24,39,37,64,52,88,60,51,54,49,32,35,27,43,29,29,18,37,56,25,19,21,22,23,39
25,34,47,45,40,57,46,45,38,29,37,33,37,38,33,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,-1,-1,42,58,59,42,40,46,33,-1,-1,-1,24,20,-1,27,30,31,31,30,29,26,31,35
27,28,35,48,71,52,46,39,39,41,28,39,37,44,29,27,43,49,26,28,21,27,43,39,39
28,42,50,65,47,53,61,55,33,41,39,33,40,47,29,39,32,36,18,22,16,41,18,40,34
29,33,51,53,42,31,46,55,39,31,40,44,44,40,27,29,33,24,46,36,21,29,30,34,30
30,40,35,51,55,64,55,46,45,46,43,50,48,24,27,34,30,22,34,18,36,25,18,16,25
31,48,28,38,47,38,48,46,38,31,38,42,24,26,21,21,16,48,28,30,17,16,30,26,20
