Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,48,55,72,90,113,104,77,72,75,65,56,79,67,58,55,48,33,23,27,25,34,30,38,46
2,51,59,81,87,74,93,82,43,67,91,66,74,77,106,106,67,42,22,12,20,22,42,42,50
3,58,56,79,89,100,106,78,56,39,62,67,123,141,126,141,165,121,122,97,105,88,87,53,137
4,197,206,254,333,296,307,312,284,91,46,169,232,217,176,125,113,63,47,26,31,33,35,37,52
5,34,65,85,99,138,98,73,62,64,83,84,79,64,70,63,52,39,33,20,23,30,40,36,34
6,34,65,85,99,138,98,73,62,64,83,84,79,64,70,63,52,39,33,20,23,30,40,36,34
7,35,48,63,51,91,75,66,44,53,66,54,56,47,66,54,63,19,77,110,12,26,35,38,52
8,28,59,59,58,64,67,68,50,56,45,66,54,67,73,73,47,29,22,23,15,25,40,36,33
9,35,33,39,76,79,96,75,50,61,72,66,69,79,52,26,52,34,29,35,28,14,24,49,33
10,41,45,64,61,74,85,82,92,41,36,59,67,71,67,39,45,25,28,15,22,34,20,49,45
11,37,48,61,86,86,82,90,49,78,65,82,64,82,72,36,37,33,22,29,16,25,34,44,39
12,41,52,65,82,76,69,76,35,65,56,81,81,78,65,56,35,28,13,22,27,33,37,35,43
13,33,66,56,93,66,84,70,54,51,43,60,56,52,72,65,54,20,29,18,15,26,33,37,47
14,45,56,53,67,89,87,77,42,55,55,62,61,67,84,58,38,19,12,22,16,31,37,28,47
15,46,46,84,83,76,91,63,31,51,56,69,82,76,62,53,45,15,18,14,16,18,20,33,42
16,36,63,64,63,84,79,54,60,65,68,64,85,88,85,54,45,34,24,30,23,21,36,21,15
17,26,52,72,74,81,101,89,91,62,60,74,98,72,88,77,51,68,-1,117,27,24,36,31,59
18,52,68,86,74,98,95,93,56,73,91,57,60,69,77,51,48,40,15,22,20,12,21,53,45
19,40,75,64,75,107,112,44,64,78,75,82,77,77,75,59,47,15,16,19,15,34,42,55,44
20,46,38,48,58,87,66,60,61,74,77,45,64,62,54,42,40,18,15,17,16,21,25,33,44
21,65,60,47,79,83,90,59,51,72,82,72,65,78,80,60,42,19,27,25,19,27,58,27,44
22,41,44,52,72,78,94,83,37,48,67,71,55,29,37,110,57,117,95,27,12,15,11,29,53
23,38,44,58,93,83,72,68,51,63,66,49,59,52,50,54,44,20,28,20,14,21,28,42,49
24,52,33,60,78,72,76,57,61,59,39,64,47,66,65,48,32,27,9,22,13,20,24,38,35
25,34,42,40,70,76,72,46,36,41,70,69,69,65,68,40,40,37,81,60,126,44,46,73,64
26,65,81,48,59,71,46,62,32,83,60,69,79,36,55,44,48,29,18,15,8,22,32,37,40
27,26,42,61,59,69,44,32,46,54,39,38,48,31,64,58,28,31,20,14,6,24,29,23,34
28,30,49,57,65,71,54,46,37,53,72,43,60,61,49,49,35,26,12,7,10,30,38,36,36
29,42,52,51,52,69,77,43,40,54,61,40,44,44,42,50,26,24,16,6,20,20,23,26,27
30,32,44,39,63,69,51,35,30,44,46,61,54,59,55,42,57,17,11,13,25,22,27,26,39
31,43,28,46,54,68,59,52,37,41,50,59,60,54,64,43,28,31,17,17,12,13,9,19,32
