Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,13,11,7,8,4,14,25,17,27,43
2,28,20,34,23,36,36,45,26,28,28,19,31,19,20,28,24,24,34,43,25,17,33,30,26
3,30,39,36,5,-1,-1,-1,-1,-1,-1,-1,-1,19,19,25,27,35,35,27,29,27,33,37,42
4,57,92,106,121,134,127,95,62,22,14,17,14,35,31,33,35,30,19,13,12,16,25,20,22
5,20,16,29,34,37,40,29,35,34,20,17,20,29,24,16,19,19,16,17,16,12,22,27,23
6,32,19,30,33,21,41,30,36,25,27,20,24,17,26,18,13,7,17,15,10,16,24,17,13
7,24,19,28,31,17,13,15,17,19,18,9,14,12,12,18,15,18,10,10,19,7,12,16,13
8,18,18,14,15,21,26,24,20,14,15,11,20,12,16,33,17,17,19,22,6,16,25,26,28
9,19,22,27,34,39,33,34,37,28,20,46,25,18,9,14,27,26,28,27,10,22,25,27,40
10,29,22,31,33,40,29,36,38,22,30,25,23,18,22,21,21,25,38,28,35,35,24,34,36
11,18,33,24,38,33,41,39,33,42,32,29,40,28,21,15,15,10,10,10,23,24,38,45,40
12,47,27,21,29,38,29,43,51,56,45,51,53,66,50,47,47,54,36,40,16,40,26,33,31
13,58,29,27,35,40,48,50,47,48,54,37,25,36,20,26,51,29,15,15,15,11,-1,-1,-1,-1
14,-1,-1,-1,29,25,38,26,44,41,31,37,35,37,33,43,35,17,25,34,20,26,20,44,36
15,46,32,44,37,30,31,26,37,37,30,28,27,25,18,20,24,22,22,26,13,20,18,24,42
16,46,41,97,57,74,72,43,34,30,24,27,22,29,29,18,15,22,21,10,14,24,13,22,32
17,29,20,28,38,37,25,33,30,27,37,21,27,36,28,20,22,15,15,9,39,46,84,92,134
18,74,49,89,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,34,27,34,27,37,58,48
19,38,20,17,29,31,45,50,49,60,52,38,63,67,38,47,30,28,52,33,42,55,63,61,67
20,76,53,45,35,43,42,49,54,38,53,49,61,73,49,56,47,23,26,30,26,19,23,29,29
21,37,27,25,20,33,36,28,42,17,25,23,30,30,32,25,25,26,15,20,12,23,28,19,29
22,30,11,9,9,6,18,12,20,15,13,12,14,19,12,15,13,13,22,7,7,13,14,22,31
23,46,63,54,34,51,42,42,36,28,19,19,22,18,19,18,22,21,14,15,9,17,18,28,39
24,30,14,25,22,24,25,25,14,27,22,34,46,37,44,43,33,9,16,13,15,16,18,20,26
25,50,41,30,42,41,42,38,30,30,43,32,25,22,19,16,15,15,13,14,14,9,17,24,30
26,32,27,25,28,20,18,24,28,28,35,23,36,34,33,24,13,16,23,24,19,21,17,34,49
27,36,46,20,29,25,39,30,30,23,34,29,22,14,28,24,19,23,34,17,41,35,38,28,63
28,69,39,44,49,40,48,40,42,30,47,46,34,44,46,38,37,18,20,29,32,19,24,42,73
29,117,35,20,27,23,25,33,32,48,36,29,43,35,46,40,41,40,33,39,20,25,22,27,37
30,30,28,15,16,22,19,27,23,25,47,28,38,28,35,54,49,60,73,69,54,58,91,86,98
31,66,72,70,52,67,82,77,101,80,74,97,100,111,89,130,123,104,97,92,130,49,161,150,174
