dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,13,21,16,25,21,19,26,28,18,18,9,17,19,15,10,13,14,19,13,12,18,18,21,11
02,11,21,12,13,12,21,15,20,17,20,17,18,15,17,15,12,14,15,16,23,23,15,18,30
03,19,14,26,17,17,15,15,21,14,18,21,14,13,13,9,17,14,15,10,29,18,30,27,20
04,19,20,19,27,33,24,24,16,20,19,20,14,18,12,18,12,21,19,15,15,16,20,20,17
05,13,12,19,21,19,20,30,20,17,34,14,15,16,22,12,12,22,17,15,13,22,22,15,13
06,16,15,16,29,23,27,14,28,20,25,12,15,15,10,11,11,16,14,12,12,21,13,18,26
07,12,9,18,25,21,19,17,27,22,20,16,16,15,11,11,19,12,11,10,11,13,13,12,11
08,4,13,13,20,7,13,13,6,19,13,11,8,8,4,8,4,6,9,9,9,10,19,13,17
09,10,12,11,10,14,10,14,13,14,5,8,8,13,6,6,4,6,7,12,7,27,38,36,31
10,21,15,23,36,33,40,28,43,29,27,27,17,14,24,16,12,24,17,32,26,25,34,46,51
11,31,29,32,30,39,40,39,28,27,18,34,13,8,16,14,18,18,18,31,46,48,64,72,63
12,34,23,25,28,55,43,64,58,48,29,27,20,14,17,13,15,20,18,21,28,38,59,49,35
13,22,12,9,16,43,42,46,25,33,30,26,16,9,8,8,11,48,25,25,39,46,63,80,98
14,65,41,39,25,80,69,92,69,73,77,40,29,16,17,24,57,19,29,29,33,35,67,48,50
15,33,25,23,28,35,43,33,33,37,25,31,43,28,32,17,17,20,28,22,26,24,24,29,36
16,24,24,26,-1,-1,-1,-1,32,27,28,23,22,21,15,11,4,13,20,-1,-1,15,14,17,22
17,21,27,21,23,28,22,18,22,18,18,23,13,10,15,15,13,20,21,15,15,19,22,21,22
18,15,16,19,27,32,26,32,20,24,31,30,20,20,10,19,25,24,17,19,16,28,15,13,13
19,19,20,15,22,32,19,21,29,24,20,19,12,16,13,9,6,12,11,11,12,8,13,17,11
20,11,9,18,24,20,17,31,20,27,17,18,14,25,22,10,10,14,8,17,7,17,14,12,17
21,14,17,28,15,22,16,17,18,18,24,13,16,20,17,25,16,22,16,19,15,18,23,15,15
22,14,18,22,30,34,21,29,29,20,27,31,38,33,34,39,21,27,26,20,18,24,21,17,17
23,12,22,29,23,23,23,21,19,27,17,27,28,15,22,15,13,16,20,18,20,18,21,16,18
24,15,17,16,12,20,21,29,20,19,16,16,25,17,14,14,13,9,8,17,17,11,13,20,22
25,13,13,22,21,25,22,16,22,23,28,20,13,13,19,19,8,8,8,11,10,13,16,18,26
26,14,17,18,21,22,27,24,21,21,27,19,30,21,13,16,9,16,10,13,14,17,12,22,14
27,13,13,11,16,24,21,18,22,29,30,16,15,13,14,17,25,19,12,14,11,17,13,19,15
28,23,17,27,17,27,26,20,25,21,24,20,10,24,19,17,12,22,14,19,12,14,13,20,11
29,18,21,30,25,20,23,18,29,28,26,17,19,18,16,18,9,16,10,13,7,15,14,19,20
30,11,13,13,24,29,15,22,24,18,48,34,28,12,19,10,16,25,26,32,21,22,19,17,17
31,20,8,25,27,47,17,20,26,30,19,18,25,20,12,23,17,18,22,17,27,13,11,15,26
