dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,28,39,42,44,43,37,30,37,41,31,28,21,14,9,18,14,8,10,7,17,12,4,23,23
02,27,31,39,40,37,49,29,27,37,28,40,30,28,7,8,5,2,5,7,5,6,9,12,14
03,12,17,14,19,22,26,21,20,12,16,11,13,10,9,12,4,13,5,34,11,7,4,13,6
04,20,26,22,30,36,34,35,28,33,15,28,14,12,9,9,14,4,15,28,11,13,27,24,27
05,29,28,44,36,44,59,45,37,23,24,24,37,23,26,12,7,6,5,3,4,3,10,26,38
06,38,31,45,41,46,25,31,35,41,33,33,15,17,16,14,14,13,12,13,10,22,29,18,31
07,36,39,48,48,54,52,56,42,32,41,18,23,24,21,12,10,11,11,5,12,18,26,30,26
08,31,33,50,57,35,51,43,42,44,37,31,28,28,27,23,7,20,14,16,22,18,28,25,27
09,45,51,49,43,48,56,54,43,30,37,28,35,30,10,5,15,14,5,8,18,19,34,30,25
10,37,34,54,42,50,56,41,34,36,23,18,27,13,12,23,12,5,5,22,18,23,26,41,38
11,37,45,42,45,50,48,47,39,36,25,31,16,23,25,10,8,17,21,17,28,29,52,41,30
12,40,50,53,63,61,70,58,66,52,28,17,30,27,23,19,13,20,7,13,29,39,46,50,41
13,17,16,38,42,49,72,71,61,54,32,15,49,56,114,8,8,9,8,32,55,59,61,43,34
14,21,26,30,40,51,50,59,49,44,28,27,24,13,10,17,6,4,10,8,7,21,14,24,25
15,19,27,29,36,32,32,32,28,24,24,24,18,11,10,7,5,6,3,1,5,6,5,8,9
16,12,16,12,13,16,12,26,22,15,17,18,15,13,18,8,10,4,4,6,7,9,11,14,11
17,17,19,25,27,28,29,25,24,22,23,25,13,24,15,6,6,4,2,16,12,8,10,12,17
18,20,21,27,29,33,39,30,29,19,15,23,12,13,6,15,8,3,6,5,5,12,5,18,13
19,17,14,24,25,22,18,31,33,30,22,23,21,22,12,14,7,6,5,8,16,29,25,26,32
20,50,46,52,58,44,54,52,64,51,53,38,37,48,75,73,61,14,10,63,76,41,26,15,26
21,30,31,29,42,28,29,34,35,22,27,28,14,14,17,18,17,7,10,8,7,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,21,16
23,29,25,29,27,28,38,26,37,26,32,22,12,13,14,5,9,4,3,4,6,7,14,18,12
24,17,30,34,31,41,32,30,29,26,26,24,19,28,26,13,15,3,12,7,16,12,8,15,21
25,24,30,29,42,31,24,33,20,23,18,11,20,14,12,11,4,4,6,1,5,8,9,14,15
26,17,31,21,23,28,28,23,17,19,18,20,28,22,15,15,16,10,4,7,8,9,13,21,19
27,21,25,29,33,24,24,36,24,30,27,22,17,29,16,18,9,10,10,7,5,11,10,19,17
28,21,25,25,29,23,25,23,24,33,27,26,22,34,21,9,12,6,6,8,6,11,14,24,19
29,27,38,36,44,23,36,37,32,35,22,23,21,14,16,12,12,6,5,11,6,3,10,11,9
30,16,21,28,29,24,27,25,32,21,20,21,14,20,21,11,14,15,4,2,4,10,11,20,11
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
