dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,11,15,-1,-1,12,20,13,7,11,13,10,12,8,6,10,6,-1,11,5,10,11,19,13,""
02,14,11,12,20,15,15,11,12,14,6,11,17,11,3,5,5,4,6,5,10,10,12,11,9,""
03,8,5,11,13,13,6,9,9,6,8,10,9,7,4,3,3,7,5,2,4,3,8,9,9,""
04,8,6,5,12,9,8,6,11,11,7,9,11,7,7,4,6,1,2,6,8,7,9,13,15,""
05,9,10,11,9,10,19,14,9,15,11,6,4,6,2,7,5,8,1,1,-1,3,15,14,14,""
06,16,14,9,11,16,5,11,7,12,12,11,7,9,6,11,5,5,9,3,11,12,16,18,15,""
07,12,14,13,6,14,15,13,13,16,7,10,6,10,3,2,1,2,3,4,8,8,10,12,10,""
08,4,8,8,11,8,10,7,8,10,10,10,6,5,5,4,6,8,2,5,10,11,9,13,9,""
09,7,4,7,11,7,14,10,10,7,8,9,6,6,-1,4,5,3,3,8,9,11,10,12,14,""
10,6,6,3,12,11,11,13,11,8,9,-1,-1,2,5,8,2,7,7,4,11,14,19,20,22,""
11,12,19,8,11,19,10,13,14,8,9,8,15,11,3,7,4,5,11,7,11,22,30,20,27,""
12,20,12,4,16,16,15,13,19,16,18,10,7,12,6,3,3,4,3,6,18,21,39,28,31,""
13,26,21,8,10,22,14,24,21,24,15,19,9,8,9,8,3,7,3,13,15,35,68,61,63,""
14,59,42,18,15,33,33,33,18,31,27,18,8,5,1,6,8,3,5,11,9,19,23,24,17,""
15,12,11,-1,2,11,9,11,15,8,11,3,11,4,6,6,5,3,1,8,5,4,10,10,13,""
16,9,8,10,9,6,13,8,6,9,15,10,6,5,4,8,6,1,3,2,7,5,5,7,4,""
17,4,5,7,10,9,10,9,12,9,4,7,8,4,7,5,1,1,5,4,4,11,7,10,7,""
18,11,10,9,5,9,13,5,7,1,11,7,7,4,2,5,1,4,3,1,7,5,7,9,3,""
19,2,10,5,1,9,6,7,2,4,2,3,9,11,4,5,1,6,-1,-1,3,9,6,6,7,""
20,7,15,6,6,17,10,8,6,6,7,20,5,5,2,4,3,3,4,1,5,9,11,18,12,""
21,4,7,5,10,11,14,4,6,5,2,8,-1,4,1,-1,4,4,4,3,6,3,4,5,4,""
22,5,4,3,6,10,2,-1,6,6,3,3,6,2,3,3,6,6,10,2,-1,2,2,1,0,""
23,7,5,4,3,1,3,7,4,3,9,2,2,2,-1,-1,1,2,1,-1,-1,1,-1,-1,0,""
24,2,1,1,1,1,-1,1,3,-1,-1,1,1,5,3,2,5,3,2,5,5,4,1,3,3,""
25,5,5,5,10,7,2,3,7,1,3,2,4,3,2,4,3,2,-1,1,-1,-1,-1,1,0,""
26,-1,1,-1,1,-1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,""
27,1,4,7,8,3,2,6,3,3,-1,3,11,10,4,4,3,1,5,5,1,4,8,6,2,""
28,7,5,3,4,13,9,7,216,273,287,11,6,4,6,8,4,6,5,6,3,3,5,5,9,""
29,-1,-1,7,17,14,11,10,7,7,12,8,10,3,3,4,6,4,4,9,7,3,10,10,2,""
30,12,6,8,10,8,8,12,12,5,11,7,8,1,6,5,2,1,3,7,6,5,4,5,5,""
31,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
