dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,26,33,23,28,25,25,22,11,21,3,8,28,12,13,12,13,17,20,19,22,26,22,13,22,""
02,21,26,25,25,15,23,22,34,24,17,28,19,14,26,14,11,24,15,26,20,24,23,20,18,""
03,22,28,19,30,28,23,19,22,18,31,23,28,20,12,20,13,16,19,13,13,22,28,23,19,""
04,19,26,25,24,28,18,20,17,18,26,21,22,21,17,17,15,7,18,18,35,26,22,22,22,""
05,19,26,26,26,28,18,17,27,25,29,17,26,19,16,9,11,14,18,16,24,25,19,34,21,""
06,26,22,22,22,18,26,23,20,31,14,23,21,15,18,19,10,15,16,11,21,28,26,16,15,""
07,17,18,17,21,32,20,24,21,20,16,22,18,17,18,16,10,10,18,27,15,22,23,31,23,""
08,21,15,25,29,20,21,27,17,16,13,15,27,16,17,11,17,15,10,16,20,34,21,28,25,""
09,18,21,30,23,19,26,22,24,29,14,17,22,19,12,14,16,18,10,18,21,30,39,37,14,""
10,24,25,20,32,12,24,35,23,17,19,23,15,25,18,16,11,9,17,22,28,41,38,31,24,""
11,26,21,29,30,22,19,25,34,24,26,22,23,9,16,8,15,18,12,22,32,42,37,42,32,""
12,30,33,31,40,35,24,37,31,39,39,27,28,17,8,12,9,22,19,40,46,81,59,49,49,""
13,58,33,39,46,45,35,43,34,37,33,18,20,21,18,14,9,13,29,46,71,94,81,104,117,""
14,114,91,81,66,54,54,55,55,54,54,25,15,14,20,14,10,12,22,33,45,34,44,45,33,""
15,48,30,29,38,29,20,22,21,28,28,27,20,21,12,8,11,15,15,9,25,24,17,9,17,""
16,18,21,25,19,19,17,15,25,21,21,17,14,28,10,9,8,12,6,12,15,18,32,18,20,""
17,22,17,18,19,19,19,26,21,25,24,22,16,30,8,10,13,16,19,13,11,17,19,18,10,""
18,16,25,9,8,27,19,20,23,29,27,20,27,17,11,8,8,16,10,12,10,16,21,14,19,""
19,21,19,14,16,12,15,16,21,29,29,24,22,12,16,15,10,15,18,19,22,28,15,20,16,""
20,19,19,18,24,22,19,24,24,25,26,6,19,17,15,13,17,15,21,17,14,25,23,16,8,""
21,7,22,20,25,20,14,15,20,23,16,18,15,13,20,8,11,13,15,14,22,30,27,22,26,""
22,13,22,19,22,26,28,24,28,23,20,21,21,17,15,11,14,16,15,17,22,26,18,17,22,""
23,22,24,20,20,20,19,18,36,35,26,23,26,10,15,15,7,10,6,4,13,12,-1,7,17,""
24,30,24,17,20,16,21,29,23,25,23,21,21,16,18,10,14,13,13,16,18,16,21,17,11,""
25,23,22,17,20,17,16,25,24,21,23,23,17,20,17,13,14,16,10,13,14,20,17,16,15,""
26,15,13,23,22,18,29,13,18,16,29,23,10,18,12,11,13,10,15,9,21,21,19,24,16,""
27,14,21,22,25,12,26,12,20,21,28,26,30,19,20,12,14,17,17,14,16,27,20,17,18,""
28,26,19,20,30,15,24,22,10,18,16,19,13,13,17,13,22,16,12,17,14,13,16,16,17,""
29,13,13,21,23,16,16,24,19,24,20,19,19,21,10,10,9,4,16,11,15,20,10,11,17,""
30,16,18,23,28,23,9,20,11,22,18,21,18,13,13,11,12,10,11,18,16,22,19,16,16,""
31,24,17,24,20,19,23,17,22,18,20,23,10,15,14,8,8,14,8,9,11,12,16,16,4,""
