dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,92,92,116,139,138,131,121,119,124,98,99,85,94,78,72,63,54,52,56,59,56,56,71,75,""
02,78,77,100,141,131,104,112,109,114,122,107,105,106,84,72,77,61,46,54,63,62,81,67,97,""
03,83,92,93,121,140,123,131,104,114,110,113,115,87,78,93,72,64,73,53,60,47,82,76,87,""
04,85,81,98,117,124,127,120,125,130,134,97,107,105,69,80,45,40,41,44,64,62,82,60,95,""
05,88,89,96,123,114,124,126,121,145,108,113,115,80,77,56,43,66,43,53,62,52,65,79,87,""
06,78,83,93,124,117,133,130,127,111,119,99,85,92,78,62,38,36,40,37,57,61,70,82,75,""
07,71,71,92,134,141,121,134,125,117,99,101,93,86,73,71,57,39,41,42,60,58,80,78,71,""
08,65,88,86,128,154,139,156,132,125,131,108,116,79,74,66,43,39,42,52,48,75,73,61,97,""
09,87,90,100,124,138,123,148,153,147,124,111,117,98,74,60,70,49,49,41,72,79,93,105,87,""
10,85,103,105,131,180,170,157,143,159,137,84,66,72,78,50,51,57,52,40,69,91,98,95,103,""
11,84,96,78,115,196,201,164,184,126,116,108,100,77,85,61,44,51,50,51,76,96,125,130,136,""
12,137,121,95,178,230,253,221,199,192,139,96,97,84,79,70,60,47,48,63,107,158,199,199,200,""
13,194,145,108,228,272,254,289,270,221,151,122,67,94,80,59,61,49,53,113,133,167,194,210,261,""
14,266,255,153,289,343,311,283,278,239,182,120,83,76,80,66,58,38,43,62,78,82,112,90,107,""
15,108,98,100,145,159,127,146,153,117,121,105,116,74,80,65,47,50,28,46,36,41,54,71,61,""
16,78,75,96,125,129,131,123,125,125,112,113,100,87,78,56,52,49,40,35,50,42,49,74,50,""
17,53,80,86,126,120,124,112,119,122,109,108,95,87,81,63,45,44,33,37,42,54,55,48,59,""
18,64,62,72,107,112,105,108,96,108,89,111,93,77,84,63,40,32,38,41,55,46,43,51,55,""
19,68,92,85,101,117,129,128,106,123,115,115,71,96,80,62,48,29,36,40,39,53,56,50,58,""
20,50,62,73,32,12,45,83,91,96,95,64,84,76,68,67,57,41,34,33,36,66,53,53,26,""
21,21,28,64,44,23,23,24,30,115,133,96,89,81,68,61,35,33,40,38,54,61,44,50,53,""
22,65,64,93,106,100,105,114,139,116,104,105,100,87,60,75,46,24,28,41,52,79,77,60,55,""
23,63,78,82,104,106,123,99,122,121,101,100,101,80,52,37,21,28,20,15,23,34,6,53,60,""
24,50,70,84,116,106,122,116,131,109,111,88,85,95,73,55,43,31,36,38,27,41,45,56,55,""
25,53,74,97,126,97,118,109,97,117,93,91,72,92,80,74,44,33,38,22,40,53,40,50,58,""
26,56,83,87,102,97,106,123,127,125,109,99,66,96,95,54,51,21,23,29,38,38,44,58,60,""
27,71,69,86,113,106,120,101,128,112,106,101,99,100,87,67,55,42,32,25,33,29,37,63,72,""
28,72,67,92,85,96,107,112,111,101,132,85,96,70,68,68,47,31,27,41,40,41,39,50,47,""
29,58,74,84,89,109,105,104,106,109,103,99,93,90,71,54,43,28,35,46,36,42,39,49,60,""
30,63,67,90,89,108,121,105,103,99,100,103,94,96,83,71,61,42,50,37,37,40,57,55,52,""
31,73,64,72,88,93,128,100,134,109,81,100,100,84,83,51,39,30,41,28,46,55,53,66,-1,""
