dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,25,26,33,15,26,22,32,30,39,50,34,30,26,21,31,19,18,36,21,21,31,13,17,""
02,19,23,35,43,48,30,23,30,27,31,43,35,39,30,23,21,15,8,15,17,21,13,15,13,""
03,13,25,37,28,31,37,26,29,36,23,20,14,32,29,25,14,19,11,14,26,20,16,18,16,""
04,19,15,21,33,25,42,23,29,42,47,39,33,40,22,31,24,18,17,12,18,24,23,17,12,""
05,13,24,27,31,41,30,31,27,31,34,24,33,20,15,19,13,14,13,13,22,12,20,19,23,""
06,17,19,24,36,29,38,21,30,22,28,33,49,34,28,21,25,21,21,8,26,23,27,23,18,""
07,25,26,30,29,50,42,43,36,45,43,46,30,27,22,20,19,28,20,15,24,20,23,16,30,""
08,17,20,33,56,64,55,50,68,48,50,52,39,40,27,23,28,19,19,15,25,26,27,21,17,""
09,18,33,29,55,42,51,34,56,47,41,40,42,59,31,30,32,31,16,22,28,29,22,23,23,""
10,33,34,35,45,51,51,43,42,38,49,41,36,37,45,31,31,33,14,29,30,25,31,43,25,""
11,28,29,31,54,46,62,53,38,52,46,47,25,31,34,28,25,23,25,26,22,27,33,36,48,""
12,33,28,41,64,52,80,56,62,55,63,34,45,26,40,28,20,28,12,21,30,35,54,47,42,""
13,52,30,45,121,81,95,75,67,47,41,40,20,34,32,15,31,21,17,34,52,72,76,94,113,""
14,117,80,119,179,150,87,79,73,54,49,36,24,25,22,27,18,14,15,20,26,39,40,28,46,""
15,50,25,50,68,40,47,30,43,31,49,55,58,34,22,19,25,28,14,10,24,23,14,22,15,""
16,28,20,15,22,27,36,39,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,16,10,20,23,""
17,20,27,23,33,30,31,34,19,30,28,19,24,26,22,21,11,8,14,14,13,15,10,11,19,""
18,14,13,15,25,28,27,33,24,26,40,33,24,20,19,9,12,15,9,17,12,5,11,14,15,""
19,15,12,17,35,23,33,40,26,32,18,26,29,9,11,15,12,10,17,13,59,19,11,35,23,""
20,14,23,21,24,25,37,23,18,30,61,23,12,25,19,19,16,15,12,11,11,14,20,18,7,""
21,16,12,18,37,38,29,29,26,26,32,35,28,20,23,12,16,13,29,70,21,23,18,13,20,""
22,14,11,18,29,25,26,25,35,32,35,33,29,22,22,22,16,12,7,8,14,9,13,17,11,""
23,12,14,19,27,28,20,26,24,25,21,31,32,26,18,17,9,11,2,2,11,9,0,17,13,""
24,17,17,16,20,28,35,21,19,29,19,21,24,19,14,13,13,14,12,7,11,11,8,12,15,""
25,12,20,15,22,26,17,14,16,30,26,32,19,18,22,11,7,8,6,7,13,11,11,15,14,""
26,14,9,22,13,27,23,18,20,17,28,71,13,20,16,10,16,20,8,9,4,11,10,12,17,""
27,17,16,21,32,23,27,24,25,22,31,26,16,27,12,16,14,9,14,11,19,13,12,17,16,""
28,15,12,15,33,16,36,20,26,35,28,25,23,17,14,14,14,15,9,7,15,19,12,13,10,""
29,14,7,19,30,19,32,23,33,30,30,28,26,25,14,14,14,12,10,10,13,8,16,16,14,""
30,18,12,17,31,27,29,31,20,24,29,31,31,12,14,99,14,9,11,12,14,15,8,15,20,""
31,15,20,22,30,25,24,18,17,34,20,24,22,20,20,13,13,19,6,18,17,9,15,12,19,""
