dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,56,64,80,90,67,70,57,54,27,24,17,17,15,18,31,42,21,32,23,29,42,52,45,61,""
02,37,53,68,70,82,81,55,59,26,29,18,17,25,10,15,24,22,36,29,40,39,50,53,47,""
03,38,66,68,76,64,57,60,53,21,18,9,19,12,20,10,11,24,22,23,37,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,23,25,23,28,25,25,33,25,17,17,19,23,34,47,42,54,""
05,41,45,61,82,77,68,65,48,29,27,20,27,26,19,29,23,26,18,21,28,31,38,33,45,""
06,59,43,59,65,83,63,87,63,27,27,27,34,20,17,14,15,18,24,30,32,34,38,46,51,""
07,49,63,68,80,75,85,71,52,43,20,24,23,26,17,24,25,34,24,35,37,45,40,44,43,""
08,45,54,69,64,75,74,74,64,27,10,16,20,16,15,18,16,33,17,26,45,47,72,69,67,""
09,40,41,64,68,94,100,82,53,23,19,24,22,14,13,12,20,23,27,28,29,45,45,60,73,""
10,51,55,65,77,77,88,86,58,25,26,22,16,19,21,13,26,22,35,32,49,44,68,66,79,""
11,75,55,73,82,123,121,120,90,43,24,16,13,22,22,13,20,32,33,40,62,84,93,110,117,""
12,111,76,81,137,184,172,148,105,55,31,22,21,16,12,20,23,31,35,60,68,96,114,149,147,""
13,121,77,119,153,221,188,179,128,69,55,26,17,19,19,33,32,25,48,59,101,119,135,147,161,""
14,121,82,83,138,172,169,147,121,54,49,21,11,14,13,11,22,22,39,40,50,57,59,71,61,""
15,64,47,67,85,101,99,82,59,36,17,25,12,15,19,16,11,30,24,24,24,32,36,37,43,""
16,41,35,72,69,75,63,48,52,26,16,14,17,23,11,15,18,25,25,23,21,29,32,40,37,""
17,34,63,61,64,51,48,46,45,49,46,22,21,24,14,20,16,15,14,28,24,25,32,36,34,""
18,31,45,51,60,68,71,60,49,30,20,16,14,14,16,13,19,18,28,19,23,20,29,33,38,""
19,44,55,61,67,48,72,63,56,40,19,15,6,20,14,10,29,27,23,34,31,33,35,37,36,""
20,45,59,50,55,65,55,64,55,29,15,17,9,14,17,15,24,28,24,17,24,25,35,34,31,""
21,37,45,60,51,62,61,41,58,38,29,25,21,22,29,26,20,23,21,21,34,28,33,48,41,""
22,48,45,67,55,81,56,60,55,44,21,15,26,32,12,29,25,21,22,54,32,22,34,31,39,""
23,46,48,45,59,50,57,48,49,20,21,13,20,21,17,27,11,18,24,16,27,24,30,30,31,""
24,35,42,54,61,52,70,65,62,57,43,34,43,38,29,28,17,18,24,19,20,26,31,38,38,""
25,48,44,79,53,77,57,41,41,45,15,17,18,24,20,10,11,24,19,29,23,25,33,42,42,""
26,41,58,66,51,74,69,55,56,28,13,17,11,11,18,15,20,20,17,24,28,30,54,55,42,""
27,51,64,72,77,64,66,72,55,51,49,23,35,24,18,27,29,20,26,26,29,31,51,54,44,""
28,48,59,70,71,88,69,61,59,35,25,16,18,20,21,20,22,28,36,22,27,39,48,45,50,""
29,40,61,66,82,78,76,57,64,39,31,15,19,17,13,14,14,24,27,18,21,38,41,35,49,""
30,48,39,60,82,80,69,54,50,27,23,23,12,27,18,25,21,22,26,23,28,30,47,41,42,""
31,56,41,56,77,72,61,63,49,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]o{'m,"kf`zIhz}{fehk'kl"
