dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,3,3,7,2,1,2,1,2,3,4,2,0,3,3,4,2,1,0,0,1,0,1,""
02,2,0,10,8,0,3,1,4,4,0,1,5,2,1,0,1,10,23,0,2,1,1,0,3,""
03,12,12,23,6,1,1,0,0,0,3,0,1,1,1,0,1,1,0,0,3,3,0,0,5,""
04,6,13,5,8,0,19,33,8,5,4,2,6,3,4,1,1,1,0,2,1,1,5,1,3,""
05,2,17,4,1,2,0,1,1,1,2,4,8,1,3,1,0,4,0,0,3,4,1,0,5,""
06,8,8,16,18,4,16,6,3,11,2,0,4,1,2,0,0,0,0,3,5,5,7,3,4,""
07,4,31,50,24,9,31,15,17,12,3,9,2,11,1,0,0,2,4,10,17,8,2,8,72,""
08,44,27,16,11,34,8,10,14,5,7,16,2,2,1,0,0,5,3,4,1,0,10,6,4,""
09,4,7,9,18,3,2,2,2,2,3,8,8,5,2,3,7,14,1,7,76,5,19,2,46,""
10,16,65,87,44,6,20,38,48,64,29,9,7,1,2,2,13,9,10,6,14,5,5,6,9,""
11,26,85,81,85,15,14,16,8,5,5,0,7,10,1,39,20,35,18,4,2,9,2,6,4,""
12,10,40,58,97,38,8,24,40,27,59,12,2,6,2,3,0,19,2,0,1,3,0,4,12,""
13,5,8,52,39,10,7,7,7,4,17,29,9,17,2,6,1,0,0,0,1,0,0,0,0,""
14,2,2,2,10,4,3,0,9,7,4,3,6,2,1,2,0,1,5,12,8,13,8,10,5,""
15,5,0,10,0,39,9,13,14,5,4,2,1,1,0,0,2,0,7,4,8,2,0,0,0,""
16,1,1,2,4,1,11,5,1,9,74,43,18,17,3,5,5,6,3,0,0,1,0,1,0,""
17,12,8,12,8,8,2,1,3,0,0,3,2,3,1,1,1,5,0,1,1,1,0,2,0,""
18,5,9,12,18,1,3,2,1,0,1,4,1,0,2,2,5,3,3,1,1,4,2,0,0,""
19,8,6,8,4,3,3,0,1,2,0,0,2,7,2,1,0,4,1,4,1,1,3,1,0,""
20,8,5,11,8,0,3,0,1,0,0,1,3,7,2,1,1,1,7,0,1,3,2,0,2,""
21,0,6,3,5,2,7,10,6,3,3,8,2,1,0,0,0,1,4,2,0,0,0,0,1,""
22,1,1,2,1,14,2,2,1,2,15,27,15,11,12,0,1,3,11,1,3,2,3,0,1,""
23,8,25,21,9,0,6,12,4,1,2,5,3,0,0,2,0,0,3,1,1,2,1,3,4,""
24,9,10,8,2,6,8,1,2,1,0,0,1,5,1,3,0,4,0,1,0,0,1,1,7,""
25,9,4,5,5,17,30,7,2,1,1,0,1,1,1,0,0,0,1,1,0,0,2,0,0,""
26,2,1,1,3,1,3,0,1,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,""
27,3,13,3,1,0,1,6,1,0,1,1,2,0,0,2,0,0,3,5,0,0,0,1,0,""
28,2,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,""
29,1,0,0,3,15,4,1,1,6,2,11,3,0,0,0,0,1,0,1,0,0,0,0,0,""
30,1,0,2,6,1,2,1,1,1,1,4,11,18,2,6,5,13,4,1,2,1,5,0,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
