dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,19,38,51,34,33,41,40,33,25,29,16,24,31,25,20,9,19,4,11,6,8,20,21,24,""
02,36,20,25,26,25,38,33,29,23,23,25,26,24,9,21,14,10,7,13,11,22,19,14,34,""
03,30,23,36,26,24,31,32,30,22,23,17,19,26,14,10,12,16,13,9,4,12,18,16,18,""
04,27,30,31,36,30,27,22,28,17,29,14,17,19,20,19,14,13,4,14,23,17,13,13,24,""
05,29,15,37,28,33,27,24,30,29,20,20,19,15,16,18,13,13,10,16,17,16,31,31,28,""
06,34,38,31,29,31,35,52,28,30,35,31,29,31,21,17,20,9,11,16,10,15,15,34,20,""
07,32,44,31,35,44,44,39,43,28,31,27,26,17,21,18,23,12,12,12,9,24,13,18,29,""
08,27,34,37,33,39,43,48,45,34,34,34,30,21,15,11,19,13,12,5,19,17,16,9,30,""
09,40,31,44,35,38,51,37,49,35,27,23,15,19,20,19,17,8,11,28,12,20,34,25,25,""
10,33,38,49,41,53,45,51,41,31,30,21,17,11,17,14,12,15,14,10,15,13,19,31,37,""
11,32,50,36,50,31,47,57,34,58,34,32,24,19,18,17,13,9,11,14,17,16,20,31,34,""
12,35,41,56,61,52,58,50,48,41,44,24,23,15,8,13,14,10,10,14,21,34,54,45,50,""
13,56,68,84,72,85,94,73,77,77,47,36,35,11,13,18,8,9,17,18,44,50,48,70,88,""
14,93,124,110,111,102,75,94,101,69,56,43,22,17,23,20,10,22,16,24,32,37,39,46,43,""
15,45,57,81,56,61,45,34,42,30,24,28,20,27,13,18,9,13,12,3,15,16,16,25,22,""
16,28,32,30,25,29,29,18,30,30,21,24,34,20,11,12,7,11,12,12,8,8,13,22,20,""
17,23,22,37,31,26,34,44,30,29,38,31,27,14,11,23,28,6,13,8,11,15,9,12,27,""
18,24,26,30,49,29,43,46,32,29,25,23,32,31,28,21,16,21,9,13,14,17,12,17,19,""
19,21,29,28,33,30,34,33,35,33,39,25,36,22,21,15,10,19,6,12,17,15,23,21,27,""
20,21,28,33,25,33,42,20,35,25,38,32,21,18,11,19,6,10,8,9,10,14,21,32,24,""
21,23,26,30,31,25,29,32,33,22,18,22,17,22,15,15,6,22,13,12,11,12,11,9,17,""
22,25,25,17,24,20,22,21,36,22,37,42,33,26,24,16,15,17,15,12,13,22,13,22,23,""
23,18,30,30,38,47,34,35,27,25,25,18,27,25,20,15,5,4,7,2,6,8,9,16,13,""
24,14,22,24,14,26,24,15,30,19,22,13,19,15,11,23,9,11,9,6,8,11,8,11,11,""
25,16,25,17,17,27,32,35,17,24,26,12,27,17,16,25,12,3,7,9,8,11,12,11,11,""
26,18,20,15,26,32,25,23,32,26,21,19,23,21,8,8,11,12,8,11,15,12,8,4,13,""
27,24,26,23,19,28,23,20,21,25,20,38,22,12,20,16,10,16,7,8,9,4,11,14,5,""
28,22,21,25,27,23,32,25,39,30,36,25,19,21,16,14,8,11,10,7,7,9,7,12,17,""
29,18,22,20,21,27,28,27,26,12,31,23,21,12,17,14,12,11,4,12,9,8,11,10,9,""
30,12,18,17,28,24,28,27,36,23,29,22,13,17,14,18,20,15,7,7,15,11,13,12,20,""
31,26,36,24,26,22,24,24,31,24,33,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]c,e`lgIk{,"pehgm'kl"
