dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,154,148,205,279,255,259,258,244,221,270,251,247,228,219,193,144,153,116,103,124,132,160,129,154,""
02,170,181,207,277,273,251,252,212,247,281,271,250,244,208,225,191,145,98,146,142,138,161,146,143,""
03,164,186,209,237,240,275,242,272,303,309,286,245,219,227,187,175,126,116,120,119,126,157,116,135,""
04,141,171,156,232,232,243,247,226,225,225,229,193,189,191,208,169,147,117,103,96,114,123,129,108,""
05,111,123,162,219,256,236,241,223,226,231,242,242,230,191,173,184,139,130,118,117,109,124,140,127,""
06,128,171,188,258,248,251,232,258,271,268,233,225,232,193,175,148,110,81,98,90,126,118,146,134,""
07,136,192,169,211,268,246,257,244,251,276,230,220,189,198,168,137,119,113,106,110,115,122,144,121,""
08,153,153,168,191,266,287,286,276,265,248,215,220,219,198,187,156,142,94,108,105,144,167,158,172,""
09,156,161,236,230,267,313,277,262,246,217,201,192,166,163,165,156,123,94,122,111,120,151,122,150,""
10,142,148,236,274,269,337,328,277,225,184,187,115,150,151,138,115,91,80,80,93,117,129,143,133,""
11,114,119,148,202,275,275,288,244,209,185,143,131,108,151,135,101,76,78,92,102,132,130,160,134,""
12,153,133,138,225,308,351,352,300,231,223,176,142,145,147,113,126,88,84,108,136,166,242,240,241,""
13,203,160,203,283,402,440,473,427,330,266,199,155,145,148,139,110,71,83,108,190,226,251,269,270,""
14,282,252,277,329,345,351,404,374,328,271,256,176,164,176,157,135,98,93,143,155,186,217,225,204,""
15,252,239,218,269,281,292,296,304,284,241,214,200,191,168,160,110,95,89,87,105,123,138,138,127,""
16,132,149,173,209,230,254,261,263,268,230,201,203,176,176,151,121,112,95,91,93,71,93,117,127,""
17,122,137,175,218,227,246,240,273,300,240,162,182,203,179,163,136,115,94,110,93,105,99,102,127,""
18,116,151,161,230,265,227,241,237,237,241,208,213,220,222,163,124,112,104,119,100,88,109,102,105,""
19,137,179,209,199,227,255,233,231,269,268,216,192,217,180,173,132,137,92,88,94,91,113,97,120,""
20,147,150,152,214,220,233,215,202,226,227,225,167,182,192,140,107,84,102,94,79,75,94,96,89,""
21,109,132,165,276,206,200,231,233,218,229,210,202,187,187,161,147,112,86,84,96,94,86,96,103,""
22,103,156,217,181,236,195,260,204,243,233,232,233,250,224,218,181,118,105,108,89,92,89,108,117,""
23,114,96,169,267,204,227,222,251,231,247,210,210,219,178,146,152,90,89,68,83,73,89,79,105,""
24,107,142,145,193,200,228,231,229,258,255,210,215,216,177,171,134,109,86,73,82,71,99,107,117,""
25,144,149,200,225,216,206,205,257,275,255,288,222,245,169,171,149,84,83,82,85,76,109,106,108,""
26,109,171,181,216,265,217,230,249,265,250,232,223,218,179,181,148,103,100,76,83,96,73,97,97,""
27,104,126,189,263,287,198,205,233,258,209,183,189,215,207,185,154,99,77,67,46,88,99,79,114,""
28,103,113,159,230,219,191,218,197,209,203,171,139,168,179,147,108,71,57,73,50,73,76,84,96,""
29,117,129,178,168,167,175,188,199,183,204,171,193,192,195,176,120,86,81,75,67,79,93,79,87,""
30,111,133,175,178,178,205,223,219,212,212,176,201,208,214,196,143,91,79,75,89,94,84,108,98,""
31,122,152,171,227,234,204,229,217,217,267,236,247,216,213,148,139,116,102,86,86,89,100,71,18,""
