may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,42,34,44,41,42,59,76,101,136,133,154,143,141,173,185,199,213,208,208,170,163,119,68,49
02,47,43,46,44,68,78,92,123,119,148,172,175,163,181,187,201,231,191,103,56,46,52,64,68
03,59,45,32,49,58,96,126,130,145,157,151,177,176,217,211,200,244,215,162,153,131,57,89,41
04,42,26,23,39,82,78,111,114,119,-1,-1,-1,-1,-1,-1,203,211,213,182,150,62,41,45,41
05,30,33,50,47,64,96,111,129,146,136,175,202,196,204,254,263,238,221,224,203,173,112,62,60
06,42,45,59,50,63,78,114,126,131,164,183,182,191,189,224,224,224,247,207,201,158,121,89,67
07,42,38,60,47,61,74,100,101,129,162,168,165,182,211,220,271,254,236,222,187,171,122,89,62
08,45,29,33,31,52,64,87,77,114,121,166,185,186,207,223,226,211,246,184,158,116,74,64,41
09,37,33,32,45,56,87,120,158,154,169,187,211,181,229,230,239,229,215,147,152,138,91,50,43
10,37,40,44,55,79,88,129,151,181,201,189,203,194,236,266,290,289,266,264,235,189,120,84,52
11,20,33,33,70,82,108,123,162,172,187,187,218,234,208,252,280,231,260,250,237,185,147,103,68
12,57,49,46,43,61,96,98,118,127,168,168,184,184,239,237,239,199,160,118,131,93,97,51,38
13,28,33,29,37,56,83,84,109,122,113,117,113,135,176,207,208,208,210,180,143,98,73,72,43
14,21,26,30,61,52,65,88,97,114,120,136,135,154,165,184,225,225,251,218,197,183,143,88,56
15,36,37,40,48,75,91,103,121,134,158,154,153,199,183,225,237,239,219,238,232,175,122,88,63
16,38,35,28,29,63,90,120,122,156,171,190,171,193,182,166,217,219,251,231,244,129,59,52,42
17,36,26,29,46,59,86,117,123,133,170,145,180,164,211,205,214,205,208,176,215,145,92,77,77
18,76,89,71,46,66,90,113,127,131,142,159,154,176,201,200,181,172,192,170,172,141,113,78,65
19,51,49,43,49,57,66,107,146,135,139,175,183,157,164,-1,-1,-1,172,-1,-1,190,-1,-1,-1,-1
20,50,47,61,42,83,93,120,118,110,141,141,148,167,187,193,234,252,239,207,199,170,150,116,75
21,69,97,71,161,82,111,136,155,170,170,195,188,197,201,188,237,251,197,200,216,220,152,130,146
22,163,61,49,52,79,84,105,137,164,170,162,190,177,191,217,258,239,236,215,198,151,138,108,58
23,52,58,34,42,59,94,102,125,137,149,164,192,162,195,179,201,176,185,191,153,143,109,83,55
24,56,43,45,31,45,67,91,125,125,159,172,156,166,176,179,210,207,181,186,174,159,137,98,62
25,56,52,55,58,81,95,103,141,174,187,179,208,204,195,219,192,186,189,170,156,147,136,95,67
26,46,47,60,62,75,104,129,157,138,172,198,168,183,194,192,214,224,205,191,184,166,111,87,90
27,-1,-1,-1,53,68,93,98,132,145,141,170,161,191,171,219,217,214,234,193,195,181,-1,-1,-1,-1
28,-1,54,51,55,77,102,144,105,186,181,173,192,197,206,223,245,234,210,231,190,167,153,123,86
29,65,52,51,60,61,77,97,126,169,171,160,155,150,165,182,158,205,147,170,190,145,117,73,58
30,59,51,33,36,57,62,88,107,130,121,168,156,165,176,189,192,222,211,183,135,95,91,69,43
31,39,30,22,27,38,46,76,117,143,147,152,171,178,183,172,189,-1,-1,-1,-1,136,92,64,-1,-1
