may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,135,144,186,193,255,259,289,277,303,280,246,250,253,259,230,178,106,97,62,65,66,67,123,113
02,132,145,143,215,234,242,327,319,311,268,256,219,252,284,241,156,108,77,60,46,62,85,114,108
03,146,166,151,196,264,293,331,324,315,307,296,236,271,249,224,159,114,80,59,51,60,83,108,127
04,139,153,168,212,263,273,314,334,333,288,252,259,230,261,196,156,91,82,61,56,70,85,99,130
05,130,122,160,176,224,272,321,327,319,327,241,235,235,252,210,176,89,78,60,61,69,79,101,123
06,166,154,178,238,243,260,330,315,319,318,259,234,236,258,203,179,121,94,60,65,55,71,120,148
07,168,158,207,255,293,316,341,340,335,292,277,269,272,253,238,124,133,93,68,68,74,85,104,112
08,125,158,183,202,299,299,309,343,358,349,286,246,251,273,220,150,126,90,87,66,76,85,95,121
09,160,179,184,241,271,334,337,344,337,329,293,290,270,310,251,177,128,66,81,59,66,83,96,135
10,126,168,221,256,292,310,321,375,396,352,308,215,234,257,225,186,135,87,59,67,99,74,107,134
11,141,182,211,224,254,255,324,320,340,287,251,220,242,226,227,164,140,75,48,59,60,77,99,119
12,154,150,191,206,253,283,304,324,312,309,257,206,222,264,260,183,137,78,68,47,61,76,109,105
13,159,155,166,202,236,277,297,194,331,322,266,234,254,251,278,217,138,147,82,76,92,103,114,132
14,159,200,209,231,273,300,332,330,361,308,277,248,267,273,256,174,135,94,66,71,75,97,128,159
15,154,225,212,223,275,278,337,297,358,293,279,219,247,291,253,175,139,111,65,87,68,96,112,128
16,140,184,205,234,245,296,330,365,346,301,274,225,269,267,256,170,161,123,74,85,87,99,131,144
17,135,188,207,268,287,322,343,237,335,317,277,219,250,365,250,172,100,53,62,70,79,99,97,142
18,158,213,239,272,251,281,339,300,313,280,279,250,276,267,337,213,148,92,68,83,90,81,108,118
19,169,228,230,232,253,295,298,295,359,328,311,245,327,283,277,219,163,107,150,142,86,113,143,147
20,150,181,204,196,246,274,283,314,322,279,241,233,122,281,264,162,149,104,93,84,68,95,136,162
21,152,160,200,252,254,244,319,330,323,337,249,137,108,6,6,6,6,2,0,0,0,0,0,0
22,138,173,148,230,247,231,259,307,354,279,258,228,248,256,234,209,127,100,88,68,111,108,122,142
23,164,209,219,248,263,302,332,346,339,300,286,219,227,264,252,156,270,230,86,66,91,92,126,139
24,171,206,219,236,282,291,304,341,336,305,256,211,260,318,251,218,156,111,94,82,87,92,129,150
25,171,194,223,238,268,256,335,363,329,292,98,192,230,374,268,201,149,130,63,125,169,129,126,135
26,188,192,196,233,293,289,357,328,337,295,245,235,255,272,269,206,103,95,102,102,39,93,134,155
27,147,191,187,217,274,291,335,300,311,277,206,201,245,258,265,228,187,139,98,92,70,102,128,152
28,175,213,211,276,281,312,335,344,317,264,230,189,211,251,272,222,172,121,96,84,82,103,103,134
29,162,177,191,223,269,275,321,324,345,287,236,185,227,256,264,219,157,96,109,83,70,0,0,0
30,0,0,0,0,0,0,0,360,374,312,283,273,272,309,273,245,181,112,86,80,78,96,130,172
31,197,189,192,261,259,305,314,339,380,311,253,193,220,291,268,150,123,94,180,106,97,124,117,135
