may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,205,202,158,125,134,178,256,337,316,277,353,275,260,257,212,116,153,169,194,180,115,148,73,132
02,155,124,114,129,160,190,243,260,299,312,250,251,272,224,56,95,132,129,146,145,118,116,133,125
03,197,191,206,222,254,219,302,237,335,278,316,213,148,159,201,195,153,40,142,140,160,136,79,168
04,188,168,175,207,256,281,308,330,360,309,255,256,187,240,212,221,91,92,158,98,142,96,106,156
05,195,175,178,214,256,294,337,338,319,115,232,156,245,241,126,173,148,105,163,213,162,130,104,146
06,175,202,201,243,248,287,357,280,323,262,385,250,242,154,30,85,148,136,148,100,154,179,159,71
07,186,223,209,202,292,315,250,282,317,329,284,24,261,116,6,85,71,178,48,97,193,166,178,171
08,157,160,224,253,272,287,319,347,315,302,132,206,192,199,124,176,105,157,86,148,168,190,160,87
09,144,197,234,208,236,341,289,324,318,280,257,215,250,212,188,143,207,137,147,52,112,125,110,145
10,155,158,180,211,291,348,314,319,302,308,287,260,210,36,20,6,110,148,208,138,126,138,129,109
11,168,195,198,196,207,310,310,269,269,307,216,198,183,197,216,142,184,165,254,138,155,99,130,132
12,200,192,201,232,250,312,334,338,288,300,282,205,204,173,257,120,127,64,101,14,14,180,175,215
13,221,221,201,240,259,308,352,353,352,355,328,261,258,259,251,192,159,193,212,199,146,195,235,215
14,190,221,239,251,297,324,334,317,337,335,337,301,248,256,245,200,194,154,184,116,93,35,141,202
15,230,158,36,257,275,293,363,9,171,220,170,139,139,15,147,68,123,112,108,117,86,176,106,118
16,25,144,166,188,255,282,287,276,262,252,193,167,50,161,107,87,71,91,66,94,88,41,66,75
17,85,80,112,156,71,296,292,172,130,157,141,69,79,171,96,46,70,74,6,14,30,28,29,29
18,43,59,74,92,118,132,121,213,238,154,115,124,121,160,121,66,26,61,104,72,37,53,57,66
19,53,84,91,106,148,184,199,221,163,165,184,131,132,123,135,68,85,255,115,79,100,122,116,125
20,136,85,272,159,210,228,297,282,246,237,261,208,253,264,212,359,434,117,88,118,99,132,134,131
21,150,119,124,162,190,315,258,246,267,172,195,249,269,324,404,394,106,104,155,61,118,126,77,82
22,70,94,85,114,163,243,210,152,189,229,190,172,146,194,118,126,116,95,100,95,74,98,66,62
23,72,77,87,84,105,205,86,22,172,137,160,260,288,203,187,189,97,118,177,100,94,124,138,83
24,95,32,25,160,157,147,43,179,313,317,143,7,6,195,148,175,162,113,115,149,144,171,191,130
25,127,127,144,179,168,224,246,-1,-1,-1,-1,-1,-1,144,167,268,62,124,173,103,119,161,126,213
26,203,6,165,196,165,250,231,129,247,233,252,193,148,171,146,128,160,119,82,102,105,-1,-1,-1,-1
27,-1,-1,-1,-1,-1,13,228,210,188,164,91,36,40,90,28,41,55,58,67,90,49,54,81,67
28,94,81,145,162,183,177,210,180,166,103,67,59,49,2,3,5,33,58,66,46,52,87,25,25
29,62,46,57,66,51,103,68,55,44,26,13,4,4,4,12,17,14,20,44,46,34,42,47,42
30,40,53,45,45,44,80,77,47,160,183,133,99,109,191,137,3,0,22,38,26,29,35,18,29
31,207,140,35,45,59,73,101,101,155,181,215,144,141,144,75,547,441,64,141,35,74,73,99,-1,-1
