may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,262,241,257,269,325,402,462,468,441,413,334,236,195,235,251,191,148,95,63,67,74,101,157,187
02,242,239,208,305,283,368,450,416,431,361,331,241,201,199,246,196,127,99,50,51,74,95,164,219
03,290,264,272,274,351,414,544,452,450,466,327,240,214,206,215,209,160,83,49,50,69,93,149,214
04,251,245,231,261,359,405,498,512,480,408,350,252,213,165,172,180,124,82,55,54,40,86,133,177
05,270,273,254,271,330,388,478,527,514,424,321,243,212,177,191,191,172,81,27,38,-1,98,142,196
06,243,243,239,264,340,450,495,546,484,380,347,254,-1,-1,-1,-1,-1,-1,68,52,63,38,133,245
07,268,273,259,354,467,488,719,604,507,436,367,274,239,208,205,214,163,207,54,48,62,92,174,231
08,241,233,209,325,437,518,561,493,547,-1,-1,143,175,184,207,214,135,64,63,42,65,87,139,191
09,191,274,253,307,359,456,544,497,441,444,345,282,203,221,223,190,166,84,89,33,69,87,127,223
10,232,266,349,351,456,446,457,439,470,393,293,311,264,251,222,204,161,98,59,39,80,79,191,219
11,267,264,273,385,388,436,437,463,424,368,330,269,193,233,212,195,138,85,46,44,68,102,140,167
12,232,252,244,334,318,356,384,400,347,348,304,207,179,173,187,202,147,87,44,48,82,96,177,178
13,224,250,225,288,335,384,463,429,474,390,310,212,162,169,267,211,139,110,67,48,62,120,171,491
14,325,249,293,331,359,397,431,450,433,346,361,287,188,254,246,210,242,135,116,150,221,-1,304,219
15,296,298,290,341,346,381,445,418,479,-1,215,-1,353,234,221,229,135,98,61,55,77,119,192,230
16,249,279,302,432,449,456,518,457,446,400,301,284,180,234,222,252,167,-1,-1,-1,-1,-1,-1,-1,-1
17,-1,-1,339,318,358,411,454,-1,-1,460,283,295,119,190,241,254,175,155,-1,-1,-1,-1,206,294
18,289,330,322,374,395,437,509,463,518,384,317,201,209,358,280,263,186,295,247,171,-1,195,242,-1,-1
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,274,299,264,293,370,406,384,444,-1,584,294,413,238,-1,310,272,132,115,292,127,78,125,159,230
23,196,249,322,408,344,379,369,371,439,431,402,206,185,194,195,204,156,91,73,71,66,192,181,254
24,294,378,407,362,346,388,428,507,488,598,323,159,134,167,201,236,185,108,125,185,-1,-1,199,268
25,-1,448,403,399,307,283,362,372,406,-1,-1,368,395,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,425,369,289,378,373,409,522,587,506,290,-1,200,-1,188,209,230,172,75,68,-1,-1,-1,-1,235
27,244,277,247,317,387,444,429,461,449,384,183,-1,-1,153,249,177,139,85,60,64,159,107,212,253
28,304,257,258,251,324,353,388,408,422,324,297,-1,-1,232,229,238,242,271,136,185,92,198,188,258
29,284,292,273,254,324,326,392,376,402,344,364,198,224,74,421,188,176,108,73,90,85,118,190,236
30,-1,320,367,302,264,338,402,370,373,352,-1,310,247,242,238,231,339,118,-1,351,85,136,206,268
31,295,345,304,301,349,403,441,450,451,363,355,264,426,97,-1,-1,145,480,302,261,127,-1,-1,-1,-1
