oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,39,28,17,9,-1,-1,-1,-1,-1,21,21,16,-1,-1,23,43,41,59,80,44,38,44,56,-1,-1
02,39,36,29,27,27,21,-1,-1,-1,-1,-1,20,-1,-1,24,51,50,63,67,57,54,76,60,44
03,32,35,16,14,15,9,-1,-1,12,23,20,17,48,49,57,42,49,75,65,52,49,86,61,55
04,20,16,18,25,17,11,11,9,17,11,10,23,45,46,48,75,61,92,92,49,66,67,68,38
05,29,24,-1,13,13,14,16,27,20,17,21,28,60,55,48,62,67,89,86,58,52,74,83,35
06,24,-1,-1,-1,20,14,-1,-1,-1,-1,19,12,14,-1,-1,61,65,79,88,66,77,81,56,24
07,-1,-1,22,28,20,14,22,-1,-1,11,14,29,46,27,40,-1,45,86,78,71,56,69,44,24
08,19,19,19,25,12,-1,-1,-1,-1,21,14,32,-1,23,31,55,53,91,59,48,70,53,55,47
09,29,33,39,21,18,15,20,15,15,16,20,43,33,33,28,35,69,70,81,58,61,61,67,48
10,25,18,24,15,18,28,-1,-1,18,16,20,33,32,31,41,63,63,57,75,72,63,92,54,32
11,32,24,16,-1,16,19,-1,-1,16,16,7,12,48,-1,-1,41,67,75,77,67,49,60,41,39
12,11,12,10,-1,-1,-1,-1,12,13,12,-1,-1,-1,-1,-1,-1,-1,63,64,67,58,53,48,28
13,33,24,6,12,-1,-1,-1,-1,-1,10,12,29,46,57,52,-1,70,69,86,83,44,48,53,31
14,14,-1,-1,8,10,-1,6,13,21,14,14,18,38,43,35,44,71,82,67,75,75,70,44,30
15,-1,-1,-1,-1,-1,-1,-1,-1,13,19,14,25,25,43,35,47,65,81,79,53,51,60,48,36
16,34,25,13,20,-1,-1,-1,-1,-1,-1,11,23,40,37,47,47,53,74,71,77,52,72,62,36
17,43,17,15,17,27,-1,-1,-1,-1,-1,-1,26,48,37,24,38,58,97,68,76,73,63,58,51
18,42,23,29,26,18,17,-1,-1,-1,-1,19,16,-1,-1,-1,23,68,73,96,57,42,48,54,27
19,29,24,20,20,13,12,23,19,15,16,26,28,53,45,37,27,58,73,78,72,72,61,49,39
20,24,30,23,26,20,27,-1,-1,-1,-1,18,19,-1,31,44,44,56,73,73,81,68,61,63,43
21,25,30,20,24,6,9,-1,-1,21,15,18,14,40,43,32,45,64,84,81,79,74,55,58,48
22,39,35,26,23,27,17,-1,20,20,22,12,21,41,44,53,46,80,78,75,71,71,78,69,51
23,32,-1,29,36,30,23,18,16,7,15,13,28,19,37,28,41,59,66,64,62,72,66,65,32
24,33,19,19,25,28,15,13,-1,9,18,15,20,37,41,40,37,52,61,63,51,59,58,61,45
25,44,30,22,-1,29,-1,-1,-1,-1,-1,15,26,35,55,26,44,65,77,60,58,64,63,49,49
26,42,26,24,16,17,-1,-1,-1,-1,20,30,31,40,25,26,38,58,65,52,64,81,70,66,39
27,20,18,17,12,25,-1,-1,-1,-1,-1,-1,-1,-1,34,35,48,52,60,53,69,51,58,51,33
28,25,40,30,29,-1,-1,16,21,19,22,16,23,17,37,29,37,47,83,75,63,60,54,63,42
29,47,37,25,27,20,22,18,22,13,18,16,19,32,47,41,34,56,61,70,58,57,70,52,50
30,38,17,24,-1,-1,-1,5,18,-1,-1,17,24,33,44,44,37,40,60,47,60,45,55,64,48
31,21,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,41,42,58,60,62,64,71,60,55,61
