apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,33,44,54,57,51,48,26,43,36,41,38,46,45,36,38,38,19,22,21,20,12,19,27,30,""
02,39,35,57,48,51,48,28,42,50,32,47,42,50,21,30,13,9,9,10,5,11,10,18,19,""
03,20,30,24,39,18,20,22,22,26,32,25,24,23,23,17,19,19,13,18,7,16,12,23,23,""
04,33,28,21,35,32,23,15,20,23,24,21,37,28,23,23,21,13,16,10,14,12,14,28,25,""
05,27,38,47,33,33,33,24,25,18,30,22,25,35,16,-1,-1,-1,-1,-1,-1,-1,-1,13,22,""
06,29,36,35,30,36,33,21,29,35,23,35,24,35,27,22,25,13,15,9,14,18,20,16,30,""
07,27,32,32,41,33,31,29,38,37,31,30,28,21,26,23,30,20,14,16,17,11,16,15,22,""
08,25,37,32,37,39,35,24,29,30,30,23,20,25,28,26,20,13,17,16,10,9,26,26,3,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,17,24,20,15,16,16,12,13,21,20,28,""
10,32,28,43,36,30,24,35,30,41,31,32,21,23,25,26,22,12,10,18,17,13,12,18,25,""
11,28,34,46,49,40,30,29,32,33,43,26,30,35,37,26,20,17,12,13,16,7,20,24,17,""
12,30,27,29,40,33,31,27,27,36,30,18,23,17,-1,-1,-1,-1,-1,-1,-1,10,16,19,24,""
13,39,24,39,40,34,25,25,33,30,28,28,36,33,26,20,20,17,14,23,11,22,19,17,23,""
14,36,35,33,31,30,32,24,40,25,32,30,24,21,31,19,19,15,22,11,11,10,18,33,12,""
15,29,24,37,32,25,25,25,27,26,26,26,15,32,28,18,25,37,44,11,18,9,3,10,30,""
16,38,35,27,51,30,30,31,41,41,24,18,23,31,20,23,27,43,50,20,17,13,17,21,29,""
17,27,28,40,21,24,20,31,26,40,34,22,31,29,16,22,27,12,11,14,15,10,19,16,18,""
18,38,45,35,33,31,31,23,30,36,27,28,24,26,18,23,22,8,16,13,13,10,7,23,5,""
19,21,35,35,34,22,27,26,35,32,30,30,29,44,27,37,30,25,18,8,12,23,17,25,35,""
20,19,31,45,35,25,31,33,23,43,33,20,25,35,27,27,13,24,12,13,10,11,17,25,28,""
21,29,25,33,42,42,35,27,33,45,20,49,25,28,31,20,19,20,18,15,12,14,14,21,25,""
22,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,25,15,20,11,22,18,28,26,""
23,45,27,36,40,30,30,31,48,50,39,30,23,30,24,24,17,28,17,14,13,19,19,22,19,""
24,31,43,30,35,33,26,33,26,38,30,40,21,26,30,22,21,13,10,15,16,18,13,14,21,""
25,32,33,31,37,13,20,38,33,29,37,39,24,30,27,20,25,-1,-1,-1,7,18,19,25,24,""
26,26,26,36,31,30,27,39,53,32,36,29,24,26,23,28,18,22,9,17,7,18,17,17,34,""
27,31,27,37,35,33,25,45,30,33,34,27,28,20,31,31,21,14,9,7,10,15,16,13,34,""
28,28,35,40,29,32,26,38,45,42,26,25,33,26,30,23,21,16,17,16,8,4,-1,-1,10,""
29,31,40,40,29,25,31,34,54,29,-1,-1,-1,-1,-1,-1,-1,-1,4,15,15,19,19,21,32,""
30,30,36,44,32,28,35,26,48,45,35,29,43,33,35,27,27,25,21,11,12,14,12,24,2,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
