apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,40,49,60,117,136,162,175,160,136,145,140,151,174,199,210,234,172,104,72,66,77,62,57,46,""
02,70,42,51,46,88,100,131,114,127,127,134,110,119,102,136,129,147,108,81,72,76,58,59,49,""
03,35,39,44,67,83,113,121,98,86,117,92,94,124,130,136,170,82,36,69,54,74,26,20,20,""
04,20,15,19,37,60,54,39,46,26,31,26,35,47,67,64,69,34,33,35,21,24,17,11,12,""
05,14,14,34,39,56,61,77,53,59,74,-1,-1,36,39,73,117,83,68,48,48,43,27,26,22,""
06,24,15,24,42,77,106,101,71,73,102,156,127,55,55,70,97,73,39,40,41,35,21,19,18,""
07,15,8,22,30,50,48,51,47,48,56,51,67,60,66,125,130,94,50,56,53,47,46,36,21,""
08,24,29,-1,-1,58,73,78,90,84,94,100,106,109,137,147,145,114,64,47,55,40,49,38,22,""
09,31,42,35,38,69,81,87,90,97,81,97,92,92,90,129,108,87,65,43,36,48,47,28,29,""
10,33,29,51,52,79,98,105,76,96,111,119,119,105,106,131,157,115,87,58,60,63,49,42,46,""
11,33,54,51,96,107,128,132,91,87,100,72,108,75,110,120,106,83,74,69,78,69,61,48,29,""
12,28,14,43,61,74,87,99,97,77,84,94,95,127,102,108,95,96,81,53,74,63,41,39,27,""
13,28,49,54,72,85,101,123,106,85,109,112,131,109,127,167,135,107,82,91,80,69,60,45,39,""
14,31,41,48,76,91,118,141,127,96,112,98,130,128,142,140,131,121,70,55,38,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,60,65,75,103,115,136,131,88,71,54,49,64,50,39,36,33,""
16,33,16,48,58,64,74,62,81,62,87,100,123,139,139,133,115,78,63,53,64,77,49,44,34,""
17,34,45,58,72,82,73,93,88,94,95,114,140,132,143,166,176,119,73,61,65,74,58,36,42,""
18,30,36,47,67,100,117,147,133,104,117,119,138,128,134,133,116,120,69,51,43,66,48,25,37,""
19,24,30,35,58,65,103,108,98,74,97,107,145,138,135,122,113,89,59,73,57,52,54,33,32,""
20,18,25,55,38,95,98,104,113,101,91,90,97,116,139,131,109,110,68,63,77,87,39,19,28,""
21,29,22,42,58,74,124,115,98,73,104,93,106,109,145,179,161,129,77,50,71,53,58,42,23,""
22,32,44,73,84,115,142,106,133,110,89,103,150,177,186,178,187,129,86,61,68,72,57,39,42,""
23,31,46,53,80,88,105,95,111,98,89,-1,-1,123,171,189,143,97,85,67,61,77,47,33,25,""
24,20,29,44,72,88,107,118,120,109,126,136,159,153,190,161,132,130,92,88,93,98,80,45,27,""
25,26,31,49,82,88,115,134,94,108,94,90,-1,-1,-1,-1,-1,-1,67,76,75,75,39,38,35,""
26,30,19,36,57,80,93,106,101,84,91,102,146,184,184,175,156,96,59,67,67,72,54,30,33,""
27,32,41,65,98,93,123,129,122,108,-1,160,156,174,196,172,188,110,73,94,84,106,71,47,38,""
28,35,50,66,75,80,121,133,102,111,104,158,190,200,183,165,162,141,106,90,98,106,92,62,38,""
29,56,50,56,99,103,131,142,122,111,134,154,187,192,182,187,157,128,103,91,85,78,73,40,52,""
30,29,31,65,60,86,110,106,107,113,116,129,150,168,194,165,153,109,85,89,86,87,51,32,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
