sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,24,24,23,27,40,56,50,66,86,77,58,61,58,76,54,61,47,33,28,11,21,13,9,""
02,15,18,16,35,45,55,54,76,62,57,77,68,57,72,63,36,47,42,33,26,17,21,20,19,""
03,16,18,20,28,43,71,44,51,89,72,84,80,67,54,44,51,49,45,39,31,12,17,19,15,""
04,10,9,12,27,38,50,62,63,75,88,72,72,69,56,58,70,64,33,30,16,20,30,20,22,""
05,15,14,25,23,42,49,53,101,65,78,65,65,81,76,71,58,50,32,36,29,28,23,19,14,""
06,17,17,20,44,41,62,39,53,79,107,74,65,51,68,38,52,51,37,30,19,22,31,24,11,""
07,14,12,20,28,46,38,54,67,73,88,92,70,80,65,46,52,43,41,52,26,26,20,23,23,""
08,16,11,20,22,43,56,73,56,60,92,86,80,65,84,66,68,66,58,31,31,29,30,14,17,""
09,16,-1,-1,-1,57,58,62,68,73,76,79,73,65,79,82,103,75,41,43,45,29,31,21,16,""
10,17,9,38,34,50,59,51,62,79,82,79,68,75,67,54,74,51,30,32,26,27,26,20,15,""
11,12,23,19,38,47,52,63,61,94,99,92,81,55,71,77,52,42,36,34,29,18,18,21,10,""
12,14,13,19,32,42,54,57,63,94,84,81,76,58,63,66,71,59,50,44,27,37,40,28,11,""
13,10,11,21,24,37,64,81,58,91,108,68,81,65,78,71,70,62,48,41,43,24,23,30,16,""
14,10,10,18,22,49,54,62,95,73,92,86,75,75,83,74,86,72,52,40,30,42,23,34,20,""
15,10,23,12,38,51,60,42,54,51,89,68,69,58,53,60,68,55,32,35,24,24,25,16,18,""
16,17,15,21,41,63,72,72,59,66,78,87,70,70,65,50,56,43,39,42,27,23,13,14,20,""
17,15,17,20,39,35,50,48,54,60,83,63,69,58,54,67,68,46,34,29,24,21,15,19,15,""
18,12,9,15,30,41,35,56,43,63,75,65,60,67,64,52,48,43,41,41,24,26,24,25,18,""
19,15,17,24,40,35,72,30,51,63,70,71,70,45,51,63,55,41,43,56,35,29,27,23,12,""
20,15,10,15,24,29,58,24,59,67,75,68,60,47,60,63,61,38,37,39,33,30,37,18,16,""
21,5,11,21,29,46,50,49,65,61,75,74,59,61,72,69,69,48,37,32,38,22,18,20,10,""
22,12,9,15,26,47,53,37,63,77,69,67,88,75,66,59,65,37,44,33,28,22,16,21,24,""
23,8,5,16,35,42,32,43,47,52,69,64,71,50,71,80,54,73,59,23,36,30,39,30,18,""
24,17,25,20,31,36,61,51,61,76,63,76,66,71,74,83,105,50,35,34,29,31,31,18,20,""
25,9,9,12,28,44,45,54,48,68,75,80,76,66,86,68,67,58,62,40,44,25,23,21,13,""
26,15,11,26,36,57,59,56,57,68,85,60,65,78,74,88,87,58,44,53,50,31,20,22,29,""
27,12,21,19,30,52,63,60,62,76,75,91,69,65,70,78,63,58,45,44,36,26,30,20,16,""
28,11,14,27,31,40,56,53,58,57,73,76,66,60,86,75,93,68,54,45,40,35,35,16,17,""
29,17,13,18,46,43,61,65,48,71,84,76,88,67,106,95,106,65,84,47,40,38,29,22,10,""
30,12,19,17,24,46,62,67,60,62,80,93,79,78,80,123,97,81,49,41,44,48,24,24,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
