apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,241,190,164,198,203,159,140,169,103,54,58,65,63,35,50,92,114,127,150,158,254,244,195,180
02,170,146,163,178,150,156,174,160,76,37,50,81,56,70,70,56,69,88,73,82,192,141,156,136
03,161,141,133,120,88,71,57,98,77,68,40,49,47,48,37,64,56,86,58,101,103,107,103,130
04,126,120,89,90,111,153,202,181,80,67,98,63,67,62,66,66,68,42,104,136,146,157,149,143
05,161,238,178,120,189,171,126,89,50,56,48,61,38,45,26,51,75,64,85,115,104,160,177,153
06,192,210,212,53,57,62,131,149,162,60,66,71,70,77,53,78,82,80,94,65,82,89,106,130
07,109,160,161,199,217,198,193,171,121,82,79,104,117,110,124,99,113,93,98,131,168,144,99,153
08,160,130,144,129,170,186,166,123,115,77,54,76,66,88,87,79,81,115,119,147,214,200,245,163
09,117,114,65,64,68,115,160,89,61,26,27,23,10,13,16,15,24,42,48,67,165,195,77,43
10,85,87,93,103,117,98,101,76,109,114,93,116,101,59,84,73,82,62,76,63,57,65,24,24
11,115,169,152,204,153,194,175,119,124,123,122,69,73,59,70,61,55,66,40,69,40,83,77,120
12,72,61,88,60,211,167,198,100,34,42,51,47,21,32,34,29,33,34,55,53,80,48,60,46
13,74,82,41,76,134,189,213,215,144,116,70,67,36,38,55,31,48,43,44,62,37,107,85,80
14,122,110,117,97,142,150,185,146,106,112,102,93,95,123,106,95,117,122,93,80,120,109,105,101
15,97,90,76,95,105,99,137,104,59,44,22,52,63,56,57,101,81,81,75,105,135,155,231,73
16,76,67,56,62,67,125,143,84,59,37,21,28,8,13,19,18,14,25,16,69,111,122,76,59
17,28,82,161,142,153,190,86,123,46,22,14,19,21,16,24,28,48,42,44,46,45,27,24,26
18,51,32,26,37,87,96,158,95,59,52,77,66,26,34,15,20,40,102,41,79,133,72,121,84
19,76,96,113,105,123,163,184,106,57,130,93,95,64,76,44,52,54,48,55,57,100,85,80,88
20,86,94,81,58,138,117,164,74,45,65,48,50,36,25,32,69,62,67,61,78,205,122,25,39
21,37,52,126,234,233,211,159,115,118,38,30,33,16,29,25,26,26,23,18,32,51,88,108,153
22,123,143,98,142,190,206,207,97,29,28,39,57,43,56,56,87,91,55,29,73,82,138,142,76
23,118,85,27,40,83,140,144,97,91,61,80,91,83,22,26,38,82,136,100,60,91,163,84,78
24,154,166,194,189,171,214,224,233,164,65,57,65,68,54,35,36,43,39,39,49,44,71,44,50
25,83,49,56,78,121,145,139,143,118,113,108,103,64,38,61,54,96,94,68,73,70,100,135,148
26,89,109,105,117,133,188,157,141,94,123,122,145,134,136,80,61,83,82,60,45,44,87,73,115
27,126,168,110,131,149,150,128,116,69,49,48,48,33,32,28,28,33,43,35,37,91,119,133,106
28,112,166,102,62,124,213,217,199,102,64,70,52,45,82,123,42,33,47,79,136,207,138,223,198
29,215,136,153,139,136,108,150,127,45,33,42,44,29,14,22,23,27,28,39,60,158,133,112,106
30,101,128,259,247,228,186,176,184,212,205,61,80,89,77,40,29,51,104,151,217,209,207,197,172
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
