nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,14,18,17,16,11,9,15,15,12,14,16,11,12,13,14,10,12,16,15,13,9,16,13,17,""
02,10,8,13,11,15,21,10,13,15,12,21,18,12,11,15,18,24,17,19,8,16,16,15,21,""
03,15,14,21,17,18,12,9,7,5,12,14,15,13,11,19,15,16,16,14,12,14,15,16,24,""
04,20,14,20,17,12,17,15,21,11,13,15,16,15,14,11,18,15,21,22,16,18,14,13,12,""
05,15,12,12,19,14,21,20,18,12,14,27,11,15,16,20,19,19,17,18,17,19,14,23,15,""
06,19,22,17,15,27,6,17,16,23,12,13,13,14,12,18,18,19,19,17,16,20,14,13,14,""
07,21,17,21,19,19,15,11,18,17,21,21,24,19,10,17,25,22,15,19,11,19,20,22,18,""
08,17,16,14,23,16,15,18,25,22,21,15,19,19,15,17,14,21,21,11,15,13,16,19,21,""
09,20,15,21,25,10,12,20,21,18,13,14,14,12,15,13,11,18,15,19,15,10,20,12,27,""
10,12,15,22,22,19,19,19,19,16,14,21,15,23,16,19,21,19,20,23,16,17,23,11,19,""
11,12,20,21,9,27,20,20,18,20,14,20,24,17,18,21,22,22,8,16,20,18,21,19,19,""
12,17,14,23,14,18,20,22,16,16,15,16,18,19,16,23,24,12,23,15,20,16,10,16,15,""
13,15,19,14,9,15,22,26,17,10,27,17,22,15,16,15,19,17,25,7,11,25,22,22,21,""
14,16,12,8,21,20,18,21,18,20,11,22,14,14,21,16,20,24,17,18,20,16,25,16,16,""
15,19,14,12,15,16,16,15,17,13,15,18,16,15,14,23,18,14,13,28,10,14,13,15,9,""
16,17,10,13,19,15,14,9,8,8,12,20,22,19,18,16,22,16,14,19,16,15,19,17,18,""
17,20,15,21,21,13,24,17,29,17,18,19,11,8,18,16,8,20,18,11,16,16,19,19,14,""
18,17,19,15,22,24,22,15,14,22,15,11,6,15,17,19,6,15,10,22,17,20,24,16,20,""
19,19,34,15,11,16,10,16,21,20,20,18,22,16,21,22,8,18,20,23,23,11,19,12,19,""
20,14,16,17,28,26,12,19,24,20,16,16,24,13,22,16,21,17,21,20,9,19,16,15,19,""
21,23,23,14,22,18,23,19,29,16,20,16,13,20,14,15,21,17,21,22,15,21,20,21,12,""
22,18,17,17,23,14,18,12,17,20,18,19,22,16,17,15,14,22,17,17,12,17,25,19,29,""
23,18,10,12,16,25,16,18,17,13,16,11,18,15,16,17,15,16,14,16,8,21,14,21,18,""
24,11,23,12,26,18,25,20,18,28,18,25,18,21,13,17,17,21,12,17,21,18,21,12,21,""
25,18,20,15,14,17,22,21,17,19,16,16,21,16,20,24,22,17,19,16,21,13,20,14,25,""
26,15,18,24,22,21,11,15,22,15,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
