nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,42,53,91,107,107,92,109,96,88,83,50,96,103,114,78,80,76,57,49,45,38,36,50,33,""
02,40,71,80,108,115,98,87,84,95,102,48,59,61,36,45,28,37,33,21,22,23,23,28,35,""
03,37,36,37,43,43,52,49,51,47,53,57,67,53,29,22,0,0,6,29,22,28,24,32,29,""
04,36,51,54,54,61,47,59,51,45,17,37,16,30,38,6,51,52,21,16,14,23,21,31,33,""
05,39,55,41,50,72,43,47,43,36,33,26,44,41,36,21,26,14,22,25,31,30,30,22,31,""
06,28,45,51,49,59,61,92,65,46,38,47,43,34,29,56,39,27,28,44,45,53,48,41,62,""
07,72,87,120,89,103,99,55,39,41,39,41,39,45,34,41,26,25,29,27,25,25,42,75,82,""
08,85,100,103,112,98,108,109,101,69,74,30,39,63,38,24,38,34,36,30,42,30,17,27,28,""
09,39,47,59,54,64,48,66,62,34,31,53,27,33,35,45,34,43,26,21,33,27,40,28,45,""
10,63,89,82,86,96,103,78,94,53,46,38,54,56,55,61,43,38,28,25,39,32,33,56,48,""
11,83,101,109,90,94,116,99,86,72,84,97,80,30,30,23,21,19,24,27,28,33,18,22,34,""
12,41,46,49,73,110,112,96,83,51,39,22,37,69,79,51,47,34,34,37,26,34,26,30,44,""
13,55,70,85,65,87,111,100,86,66,51,119,86,125,82,112,107,68,64,74,76,80,69,62,45,""
14,44,36,40,41,36,42,28,38,61,48,57,49,54,52,48,40,42,42,41,34,66,74,53,74,""
15,63,72,79,79,78,77,49,70,98,86,90,95,94,67,74,67,55,28,18,31,30,34,21,22,""
16,32,41,48,54,52,54,64,55,32,38,54,54,53,36,34,24,53,36,34,27,51,50,26,50,""
17,63,79,86,72,86,81,50,74,45,89,83,76,80,62,59,67,59,45,52,68,7,49,57,3,""
18,57,66,69,66,0,51,56,40,98,118,103,67,45,48,48,37,33,39,37,63,124,100,84,12,""
19,110,135,145,155,156,150,165,117,116,106,94,70,76,47,52,69,48,45,73,68,97,-1,167,88,""
20,106,116,117,152,140,154,145,108,105,84,89,107,119,91,81,73,77,77,102,95,84,68,89,80,""
21,84,106,123,142,149,91,62,69,86,87,84,105,84,78,54,50,72,65,68,69,73,81,64,61,""
22,71,61,42,59,43,37,27,31,32,36,37,30,24,32,27,35,37,28,25,24,35,26,16,23,""
23,29,48,70,85,109,143,154,136,73,71,62,94,98,84,81,75,62,33,73,79,38,21,34,30,""
24,48,88,108,158,117,147,128,136,43,97,71,87,91,102,101,97,78,51,75,74,73,80,70,77,""
25,72,97,70,96,49,37,39,57,113,126,129,116,145,-1,182,101,87,67,67,80,87,83,91,71,""
26,86,105,143,121,124,134,110,97,81,114,92,112,85,78,84,71,59,55,72,66,83,62,73,84,""
27,83,94,85,112,117,148,125,116,126,111,115,121,96,97,51,84,69,65,74,85,87,90,72,78,""
28,92,109,129,146,137,150,170,116,120,122,103,9,127,97,99,88,77,81,89,-1,121,102,101,-1,""
29,184,128,135,157,155,159,151,155,-1,148,163,116,95,109,95,88,52,68,72,85,69,78,60,76,""
30,84,111,111,114,131,129,140,117,98,110,67,78,90,69,59,60,83,67,82,88,77,74,81,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
