nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,35,25,31,42,34,45,56,30,32,43,37,25,22,22,21,26,22,28,35,23,46,29,24,20,""
02,28,34,51,38,49,23,19,27,26,17,15,25,35,32,26,33,24,14,25,32,36,18,19,22,""
03,22,34,40,35,45,31,31,19,36,30,14,18,25,31,5,5,6,19,42,47,44,41,25,31,""
04,43,51,40,48,44,43,38,16,16,25,11,33,25,11,5,10,10,20,30,34,41,39,22,29,""
05,42,46,36,47,44,28,53,46,38,28,26,36,32,27,19,39,33,29,26,45,45,34,22,24,""
06,30,29,18,49,37,35,27,32,18,28,33,35,26,31,29,26,26,17,30,40,33,28,26,16,""
07,34,34,47,42,41,33,28,21,18,30,26,33,30,29,29,21,19,21,35,25,34,30,15,21,""
08,24,36,41,48,30,34,33,20,32,30,24,23,18,23,17,18,17,22,48,34,39,32,22,20,""
09,22,35,49,48,43,43,37,34,20,23,40,49,27,21,29,23,17,20,38,51,36,35,19,18,""
10,35,55,66,55,47,44,35,33,30,38,34,42,45,30,29,26,22,24,46,48,58,31,24,23,""
11,31,47,41,55,49,40,42,52,39,54,44,36,27,41,28,28,24,25,40,44,39,45,22,21,""
12,24,37,20,16,28,11,14,28,52,44,47,32,19,15,24,31,28,23,27,45,44,34,29,41,""
13,26,65,45,63,59,47,33,42,39,38,36,39,42,27,25,22,25,30,34,50,61,32,13,22,""
14,25,50,43,58,54,48,37,29,35,35,28,29,32,16,26,24,29,21,26,30,36,31,18,16,""
15,17,20,29,31,34,15,14,15,16,17,19,25,29,7,15,17,20,25,37,35,37,33,18,10,""
16,14,29,27,33,50,38,26,19,25,15,23,27,23,17,21,17,22,18,31,31,50,39,14,7,""
17,15,36,27,14,24,23,33,20,25,19,24,19,30,23,22,17,12,10,24,34,28,32,17,8,""
18,24,16,18,25,25,11,8,21,27,25,49,25,22,27,15,17,24,15,36,39,35,30,24,26,""
19,19,20,29,49,45,45,38,38,28,28,29,26,27,27,26,17,32,27,37,32,30,16,14,17,""
20,27,26,32,36,45,34,44,40,37,33,36,24,21,22,19,22,20,16,31,33,30,25,23,20,""
21,29,37,44,40,45,32,41,34,31,35,22,36,25,18,15,17,17,16,31,28,23,23,4,11,""
22,18,33,38,30,20,38,37,24,20,22,23,17,23,14,18,44,23,20,30,42,39,29,20,12,""
23,24,27,20,19,20,27,29,26,19,18,33,19,18,12,7,17,11,20,22,29,33,28,16,14,""
24,18,23,18,24,14,17,18,20,26,28,19,24,20,25,15,19,24,14,26,38,30,20,17,15,""
25,19,21,17,33,28,31,34,29,24,26,21,20,25,15,25,17,13,14,22,29,36,37,16,14,""
26,19,13,26,17,24,26,19,29,30,21,16,22,21,12,8,7,17,15,24,30,32,32,18,9,""
27,15,19,29,26,23,21,26,25,25,10,24,18,10,21,7,8,10,12,17,27,30,19,11,19,""
28,11,18,28,26,21,18,25,23,33,26,25,20,25,24,19,21,14,43,24,32,52,26,19,23,""
29,18,31,23,16,36,29,23,33,21,25,19,21,26,15,14,16,20,16,26,38,39,31,21,16,""
30,25,25,43,52,50,49,35,33,28,32,23,32,26,23,17,22,12,23,31,35,50,32,16,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
