nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,56,85,86,103,79,80,89,60,37,41,35,33,26,30,49,56,37,35,33,41,44,36,38,39,""
02,46,69,71,66,91,82,64,65,40,37,43,36,39,34,38,41,49,38,48,45,34,34,46,52,""
03,62,61,61,87,84,53,74,40,44,58,35,25,41,38,53,58,64,26,42,48,39,13,56,43,""
04,39,50,88,97,78,40,63,74,36,0,0,36,49,44,37,40,43,58,51,53,50,51,54,51,""
05,69,67,69,92,93,80,74,76,58,36,44,53,40,36,45,41,54,58,49,45,34,38,45,47,""
06,55,71,80,92,86,84,83,72,69,42,30,30,29,36,25,41,53,57,44,35,46,43,51,50,""
07,61,53,74,78,74,66,68,84,67,54,65,42,44,39,29,27,37,44,43,50,55,46,41,46,""
08,61,63,84,65,98,84,77,60,48,31,35,40,32,35,24,54,50,45,55,51,49,42,53,54,""
09,50,74,72,91,83,75,65,54,47,31,26,34,43,40,38,50,53,38,40,56,36,35,45,35,""
10,55,70,97,77,82,89,79,51,49,41,38,34,29,32,29,40,53,46,51,60,52,39,46,34,""
11,54,63,88,100,89,103,76,77,47,51,47,34,38,35,35,38,57,48,52,51,49,43,54,49,""
12,61,51,90,90,90,82,96,62,52,41,36,35,32,31,49,54,46,43,53,35,31,38,43,50,""
13,43,63,90,85,66,69,61,57,59,41,55,44,66,35,46,60,58,57,50,50,46,37,49,42,""
14,54,79,84,94,80,95,87,72,57,43,51,63,51,55,62,51,61,62,59,50,52,41,51,53,""
15,68,0,85,105,84,0,55,0,0,0,0,0,0,0,0,0,40,45,47,60,60,43,45,55,""
16,41,55,69,90,89,90,67,64,56,41,71,48,60,48,48,52,47,47,44,39,38,37,40,54,""
17,47,82,75,85,90,98,95,64,56,54,45,41,35,60,62,69,58,56,46,51,53,45,40,53,""
18,73,78,91,97,93,92,88,75,68,37,56,43,36,54,53,69,49,50,64,54,45,35,40,63,""
19,63,67,81,69,99,81,85,70,60,51,53,58,59,46,51,63,60,41,37,40,40,44,36,50,""
20,44,70,65,66,85,84,67,80,71,77,51,61,36,35,37,44,45,46,49,39,36,50,41,45,""
21,58,60,84,82,77,74,77,61,62,46,25,34,41,30,0,58,38,45,43,43,29,36,54,47,""
22,52,56,71,77,77,105,65,82,50,48,45,55,50,41,51,55,58,44,44,48,35,34,43,47,""
23,55,50,77,87,82,77,64,57,46,40,32,44,44,51,54,53,40,34,45,50,50,36,42,41,""
24,44,44,66,70,78,64,61,80,55,44,40,34,35,41,50,39,69,48,42,37,36,36,34,37,""
25,56,66,77,68,76,79,79,78,51,36,43,25,34,48,36,54,38,43,39,42,34,36,34,49,""
26,79,73,84,95,79,83,72,65,62,47,51,77,50,61,61,65,47,49,45,47,42,39,49,52,""
27,56,74,60,90,87,85,80,65,75,46,66,58,58,45,57,58,54,54,48,46,43,56,38,50,""
28,47,56,67,70,88,92,90,72,58,33,38,35,42,39,55,55,54,38,41,49,37,48,35,52,""
29,53,70,67,99,98,80,69,75,53,34,37,42,38,42,31,42,56,47,49,33,49,43,38,54,""
30,64,76,82,96,92,105,61,67,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
