nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,74,64,69,90,90,107,75,65,67,69,64,41,40,52,48,50,27,22,17,19,45,46,60,73
1,73,61,75,87,84,85,68,39,47,70,59,50,57,52,46,26,19,16,16,20,34,67,53,69
2,53,58,78,80,76,46,77,83,74,72,60,45,64,-1,-1,3,22,25,22,22,63,54,56,72
3,63,63,95,84,101,58,89,36,47,45,46,64,31,39,48,15,13,19,29,38,54,79,65,52
4,69,55,73,94,68,84,69,81,79,80,75,81,62,53,29,18,22,19,23,29,44,51,71,74
5,60,70,87,87,86,87,93,94,93,78,92,76,68,36,14,24,21,23,25,29,22,42,69,75
6,84,78,85,104,85,65,86,89,87,68,52,62,53,67,62,44,20,17,14,18,22,20,23,23
7,44,67,77,88,86,99,76,47,58,88,81,69,59,53,49,52,68,40,46,52,54,31,53,62
8,66,76,76,96,72,69,80,75,36,72,71,69,52,66,46,51,50,21,32,37,58,22,23,57
9,75,62,86,80,92,72,86,87,68,66,62,39,66,57,25,20,16,25,23,20,15,59,82,93
10,90,101,90,118,125,67,107,114,97,78,84,67,21,34,50,58,30,17,24,29,54,56,65,63
11,94,72,86,114,94,105,102,97,77,92,62,59,52,78,59,45,48,38,22,31,60,54,77,66
12,91,83,96,115,135,91,87,82,85,79,63,27,31,24,29,28,23,22,24,32,37,58,79,83
13,95,90,94,104,114,79,91,65,65,85,74,68,52,57,59,19,27,24,22,36,29,32,33,28
14,72,79,114,98,115,113,118,99,66,82,46,42,61,58,53,24,20,58,48,40,52,51,29,37
15,54,21,62,123,114,122,88,25,51,15,45,53,67,56,59,49,48,50,48,38,62,62,88,83
16,95,95,100,116,143,124,103,93,78,70,79,59,64,58,48,43,40,31,42,51,36,53,73,68
17,90,73,111,124,104,102,114,103,101,96,69,45,48,50,42,36,52,58,36,67,49,54,75,84
18,82,85,119,105,126,103,88,119,107,101,89,74,86,49,53,49,33,35,54,35,49,58,70,72
19,69,90,115,104,107,93,90,76,46,83,77,45,35,66,31,30,43,32,22,27,34,35,64,77
20,100,88,78,120,112,111,108,91,103,86,71,73,82,65,29,22,18,23,33,33,52,67,47,65
21,61,68,96,98,104,107,101,102,57,12,-1,3,3,8,5,2,-1,1,3,4,3,4,1,9
22,12,30,67,83,89,102,89,81,92,86,93,60,78,64,34,20,21,32,22,20,15,14,51,63
23,62,60,55,55,69,67,62,69,77,82,63,75,91,54,48,47,23,31,24,25,38,26,41,24
24,25,18,31,53,28,24,32,15,16,31,25,28,21,10,2,3,-1,2,2,30,38,21,19,17
25,44,85,84,96,93,105,75,81,81,25,68,56,41,18,22,26,16,22,24,20,44,71,53,71
26,72,71,95,101,100,37,85,90,86,74,71,71,49,68,32,21,20,14,30,30,41,70,62,63
27,83,98,90,105,103,78,102,100,85,83,79,65,69,53,59,62,31,14,32,31,30,37,24,35
28,68,95,94,109,100,114,109,91,73,69,62,62,85,57,37,20,35,29,28,24,43,63,72,62
29,77,76,89,96,90,112,125,86,65,48,53,73,42,40,19,24,23,19,26,21,67,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
