sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,28,36,35,33,44,32,31,37,28,24,19,14,16,14,15,12,20,7,10,106,23,78,43,20,""
02,22,26,36,32,29,23,24,29,34,31,20,24,15,15,13,7,5,15,10,26,26,16,36,21,""
03,19,35,35,42,54,28,25,20,27,18,22,9,14,15,5,4,47,2,6,4,6,7,30,7,""
04,8,8,13,8,9,13,13,15,53,13,9,10,8,10,2,5,4,1,2,9,55,74,53,221,""
05,325,308,266,23,15,37,80,178,193,12,11,4,12,4,4,6,5,8,8,35,77,198,272,200,""
06,239,157,55,45,36,28,55,37,38,83,36,29,35,16,35,26,19,15,19,19,233,311,174,172,""
07,33,44,56,87,40,41,35,44,47,81,77,23,21,26,18,15,14,22,20,51,67,19,41,78,""
08,89,97,34,33,28,27,51,35,32,24,39,25,25,44,24,12,42,17,20,17,20,18,17,41,""
09,63,83,75,33,73,48,66,43,40,31,28,17,24,19,10,14,8,9,12,14,30,22,22,35,""
10,48,66,22,21,38,27,27,34,19,33,34,22,17,17,8,3,7,11,8,10,12,19,20,21,""
11,25,44,32,29,44,45,33,22,26,23,18,17,19,16,11,17,19,18,11,15,19,14,22,33,""
12,26,31,29,36,27,39,39,48,40,29,19,12,11,11,9,9,9,6,7,49,91,60,40,30,""
13,28,31,28,31,35,17,20,28,62,29,21,19,31,9,6,7,10,10,12,14,26,22,16,14,""
14,19,26,17,24,31,37,26,39,27,109,78,24,13,18,10,8,10,10,28,50,63,39,109,160,""
15,146,42,26,24,25,23,21,33,38,122,74,17,21,9,17,8,2,13,13,48,15,21,32,33,""
16,28,23,48,25,28,28,24,35,29,30,37,16,11,15,15,12,6,10,8,52,17,19,10,15,""
17,79,19,28,54,31,38,23,67,47,26,16,20,16,10,29,71,16,7,8,23,24,47,15,25,""
18,36,27,69,44,57,22,33,37,21,28,49,30,25,11,15,23,71,22,8,18,224,25,19,24,""
19,22,26,33,25,23,33,38,44,33,30,22,19,34,33,14,14,7,6,62,23,25,28,19,65,""
20,37,19,77,51,27,32,37,121,292,96,26,21,49,69,15,11,14,9,16,175,258,182,29,33,""
21,36,61,202,170,174,143,154,56,31,43,82,112,25,20,22,11,11,13,17,17,24,21,28,19,""
22,57,63,19,112,86,40,32,43,51,38,31,40,21,24,15,10,12,16,7,17,26,28,57,77,""
23,25,28,42,96,91,90,48,25,36,29,39,22,24,16,12,12,17,21,13,13,21,19,24,26,""
24,26,154,30,29,34,38,28,37,32,20,36,16,27,19,10,19,11,13,42,15,24,78,62,35,""
25,39,31,39,34,22,33,47,41,30,34,33,20,18,24,19,9,16,6,13,38,27,35,28,16,""
26,17,34,34,25,36,36,42,94,73,23,14,24,11,15,13,12,5,8,5,33,50,110,278,181,""
27,53,26,31,41,33,73,51,83,35,30,20,32,20,18,5,8,7,15,56,131,34,16,14,25,""
28,23,25,24,25,30,37,38,37,34,44,44,34,17,15,25,13,5,7,15,9,49,195,337,97,""
29,32,19,28,73,20,36,29,34,54,33,22,36,22,12,8,8,5,6,8,20,54,36,21,25,""
30,35,90,118,113,20,26,36,37,38,47,29,19,15,11,9,4,4,13,17,25,35,129,21,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
