sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,58,51,44,52,45,86,118,92,45,51,52,36,67,86,81,36,82,57,43,21,22,36,36,35,""
02,39,61,62,54,60,57,96,57,107,-1,-1,0,28,85,34,64,44,53,50,25,12,26,23,8,""
03,14,19,17,12,5,3,140,30,126,97,47,32,17,17,65,69,75,31,25,32,29,12,30,35,""
04,38,52,44,49,73,101,111,57,96,61,-1,172,74,48,69,57,60,56,33,29,40,23,37,47,""
05,43,44,39,35,40,72,142,146,120,86,62,63,57,64,81,46,35,48,57,48,31,60,-1,81,""
06,36,37,39,53,5,-1,0,54,29,28,33,2,42,41,66,51,30,42,25,-1,61,22,34,21,""
07,8,6,19,17,11,53,98,98,79,126,59,81,41,69,71,42,30,29,15,42,20,22,40,-1,""
08,56,26,27,17,24,51,127,68,82,84,92,58,36,50,61,58,-1,98,64,41,28,40,31,35,""
09,46,58,67,50,32,49,127,70,76,78,15,48,60,38,68,65,3,16,52,28,31,-1,99,34,""
10,47,47,53,47,67,92,107,16,76,77,77,95,85,66,42,63,38,20,46,44,25,-1,69,21,""
11,24,25,9,26,19,50,-1,103,50,57,48,53,42,-1,58,24,21,15,11,38,25,40,28,36,""
12,46,38,24,16,38,32,114,111,76,69,115,60,60,56,17,38,33,46,31,4,16,39,-1,29,""
13,1,15,14,16,23,56,112,74,83,74,59,47,11,38,23,35,51,23,12,20,23,35,32,27,""
14,45,49,37,41,26,33,91,118,81,94,71,47,57,73,43,53,51,36,20,15,27,39,36,33,""
15,39,57,41,40,16,-1,166,83,66,69,28,17,38,76,68,42,42,12,27,27,27,19,27,31,""
16,26,16,11,18,22,77,145,42,-1,165,38,73,89,79,33,75,38,31,23,28,21,17,24,30,""
17,30,36,41,50,37,66,80,32,77,67,27,56,48,24,38,30,52,24,30,31,29,33,33,39,""
18,42,62,54,55,64,63,85,60,69,58,42,54,52,35,54,-1,87,47,32,37,29,22,30,35,""
19,48,52,43,65,49,68,151,102,-1,0,64,97,67,53,60,37,49,50,49,35,29,34,-1,90,""
20,38,41,50,49,37,66,133,121,89,49,25,37,49,34,27,52,44,53,49,39,27,40,34,36,""
21,55,48,32,3,2,16,36,55,48,63,34,14,25,69,64,72,36,1,27,34,23,-1,53,39,""
22,35,38,-1,107,29,38,114,62,88,69,22,27,14,7,16,27,53,56,41,35,28,47,44,42,""
23,39,53,47,50,50,106,200,99,120,126,96,86,86,106,61,55,67,81,47,-1,113,38,39,36,""
24,66,51,61,-1,27,2,1,70,107,71,50,124,28,0,5,6,60,24,41,41,43,60,-1,60,""
25,29,41,62,51,70,80,129,38,61,45,10,15,22,18,42,29,58,-1,38,-1,78,21,29,32,""
26,33,39,37,33,41,41,124,73,112,40,46,50,27,29,33,25,43,33,25,36,8,9,-1,4,""
27,3,0,1,4,0,53,117,-1,0,8,9,14,39,40,63,35,12,16,9,1,22,28,24,42,""
28,36,61,49,60,37,58,153,103,-1,0,63,76,58,76,70,12,18,21,19,26,19,3,1,3,""
29,0,1,3,5,6,0,0,2,13,5,2,1,14,3,22,32,-1,43,36,27,27,30,33,45,""
30,29,49,57,60,25,-1,167,74,82,127,81,78,22,1,0,19,32,38,-1,63,25,27,40,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
