sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,56,70,71,67,72,82,64,57,34,88,111,87,58,75,49,36,32,25,25,23,30,26,67,53,""
02,61,74,72,80,82,101,84,68,83,9,29,96,46,20,49,54,45,22,1,11,21,34,38,59,""
03,82,105,114,128,127,119,91,102,118,155,120,102,82,128,133,38,20,12,1,1,10,61,72,128,""
04,135,98,113,119,101,94,60,29,32,75,73,65,35,57,37,18,5,17,38,32,21,-1,20,47,""
05,92,102,108,97,96,71,75,67,85,71,37,37,36,35,27,29,17,20,16,38,21,15,58,67,""
06,-1,-1,117,121,105,115,80,115,87,113,89,81,74,62,72,29,4,1,6,18,38,37,32,24,""
07,50,82,92,91,73,69,69,80,71,57,71,82,65,62,60,41,27,8,26,16,13,16,34,64,""
08,75,81,77,82,68,82,59,73,101,93,86,59,66,78,71,42,20,8,10,8,15,11,13,26,""
09,30,54,72,75,69,55,48,34,57,52,51,43,55,38,41,51,27,24,17,20,20,34,23,52,""
10,39,55,78,82,68,52,2,16,13,21,20,19,57,49,30,24,14,11,7,14,25,57,69,83,""
11,97,100,101,78,72,74,19,35,36,74,48,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,8,29,43,72,70,""
13,85,119,103,95,97,90,71,76,-1,-1,63,69,47,56,54,41,15,10,7,-1,-1,7,42,69,""
14,76,86,84,70,79,49,5,55,70,84,68,59,49,66,49,42,24,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,54,64,84,""
16,79,89,87,89,84,74,32,70,71,83,63,95,63,73,73,57,32,31,18,35,24,33,86,86,""
17,93,103,121,140,115,95,81,82,108,91,72,75,86,72,21,7,7,8,14,14,22,42,54,90,""
18,105,96,116,134,111,82,25,28,59,55,87,36,9,18,7,5,6,2,3,16,28,20,25,72,""
19,72,74,77,82,58,39,17,63,52,73,32,55,23,40,47,35,8,12,8,22,32,55,59,80,""
20,102,127,106,99,121,82,47,93,103,93,81,77,38,78,72,32,15,18,16,23,61,81,94,112,""
21,113,129,140,152,103,104,38,129,119,90,81,81,84,63,70,32,31,35,17,24,49,38,55,50,""
22,72,77,75,69,49,33,27,34,63,72,87,91,93,95,73,54,32,24,15,9,29,60,42,65,""
23,73,84,98,79,57,25,46,29,38,35,63,72,50,59,98,70,34,39,27,15,14,30,20,35,""
24,45,76,63,65,69,65,24,24,56,89,76,30,71,65,56,37,23,33,18,23,23,36,28,41,""
25,45,55,62,54,66,45,55,118,149,143,112,136,66,53,88,68,44,38,27,6,16,39,51,64,""
26,66,89,80,107,83,79,74,80,88,97,97,98,91,83,106,57,32,30,27,26,14,0,53,74,""
27,85,94,115,96,125,56,59,94,68,127,95,88,98,103,103,70,45,35,36,16,29,41,47,46,""
28,67,89,102,104,103,117,82,89,91,49,18,68,124,103,91,58,30,30,32,25,27,23,47,38,""
29,60,85,81,66,78,87,75,86,97,49,83,89,95,100,87,43,39,25,24,26,14,15,37,54,""
30,55,76,84,87,86,87,77,51,98,94,104,105,101,86,99,44,46,31,31,19,40,42,44,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200,""
