sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,1,2,0,9,5,4,7,1,6,4,2,3,3,4,7,8,3,1,7,3,1,2,2,""
02,1,1,7,3,7,4,1,2,1,0,0,0,0,0,0,1,0,1,4,3,8,1,2,3,""
03,0,2,0,2,3,1,2,0,0,0,0,0,0,3,0,0,0,1,4,4,0,8,6,1,""
04,6,2,1,7,3,1,1,3,2,0,0,0,0,1,4,1,4,1,2,9,7,4,13,3,""
05,6,8,6,4,0,0,0,2,0,3,2,0,1,0,0,0,0,1,1,0,1,1,3,4,""
06,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,6,3,1,""
07,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,8,1,2,""
08,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,""
09,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,2,2,0,""
10,2,4,3,4,4,4,1,4,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,""
11,14,18,22,22,18,18,21,20,23,23,10,13,18,18,20,17,25,18,11,8,18,11,11,17,""
12,15,13,21,30,29,39,26,15,14,16,21,7,9,25,16,15,8,8,11,8,7,13,7,9,""
13,9,14,19,19,20,17,13,16,14,8,2,17,17,13,18,19,10,8,8,6,10,6,11,7,""
14,13,8,27,22,24,19,17,19,13,16,19,22,21,19,18,13,11,18,9,12,3,9,13,3,""
15,14,8,15,14,13,22,20,10,6,11,15,11,9,15,15,6,7,11,11,16,6,7,10,6,""
16,8,16,16,16,13,14,14,11,14,18,14,11,15,15,14,9,9,26,25,29,28,27,28,27,""
17,44,41,40,44,52,54,41,45,36,31,22,30,35,44,27,39,23,22,28,33,26,38,29,34,""
18,47,48,51,47,-1,106,63,62,45,36,49,46,56,45,47,35,28,24,26,16,28,39,26,30,""
19,41,45,49,45,61,52,61,41,30,35,33,40,33,40,40,29,28,28,22,19,23,31,25,28,""
20,32,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,20,""
21,16,19,32,28,27,30,24,21,18,16,17,12,22,21,22,17,12,20,10,9,12,7,11,8,""
22,18,21,31,20,23,23,20,24,21,24,21,19,25,26,16,21,25,15,10,24,14,12,16,14,""
23,15,31,31,30,30,32,24,22,23,26,14,30,21,22,19,21,27,13,18,10,23,15,14,15,""
24,15,24,28,34,21,33,30,25,21,9,23,21,64,317,321,286,300,295,298,257,298,223,12,11,""
25,23,38,32,37,22,23,24,24,23,14,21,22,25,58,89,98,79,106,133,112,74,100,77,11,""
26,14,19,13,24,29,23,30,17,29,21,26,22,15,29,23,16,9,5,3,10,17,14,12,22,""
27,11,20,21,29,25,33,34,21,24,22,30,39,35,41,35,25,14,9,18,95,305,322,317,233,""
28,136,100,84,20,18,15,21,26,20,14,84,216,84,22,11,10,9,13,11,8,12,9,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
