Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,63,57,16,44,100,111,172,159,182,30,51,58,68,50,49,47,39,54,60,73,83,70,81,131
4,164,165,112,156,97,139,116,140,80,115,44,71,34,58,58,56,74,64,68,74,57,6,30,74
5,94,41,97,54,69,43,98,122,63,82,30,15,42,56,33,41,28,26,11,14,6,34,18,29
6,48,69,56,61,153,104,52,86,98,40,41,36,33,47,24,12,15,-1,4,1,51,15,11,10
7,3,4,75,73,81,93,109,141,124,102,72,20,6,6,12,14,28,24,39,19,12,52,25,68
8,184,148,106,124,140,144,140,161,73,74,40,18,16,17,17,23,12,11,7,25,24,55,72,54
9,35,39,92,105,168,227,102,55,58,18,21,21,23,33,35,46,36,32,10,17,16,77,177,172
10,212,157,93,33,66,56,49,75,47,18,13,29,42,58,64,58,47,34,13,2,3,45,98,31
11,79,29,62,91,108,143,55,36,51,89,21,33,21,40,76,111,173,125,66,173,153,186,199,140
12,194,188,169,136,170,169,163,158,140,69,54,55,36,26,24,55,44,38,42,90,32,37,40,38
13,117,49,6,39,77,36,16,64,122,153,153,103,84,97,116,90,133,145,135,84,92,154,150,166
14,165,130,58,40,35,72,93,143,165,196,131,32,29,53,49,78,102,102,44,51,74,83,120,83
15,62,89,85,86,130,182,117,99,18,28,71,113,20,23,29,38,26,22,6,3,31,17,44,116
16,74,67,68,23,15,8,13,35,16,21,38,49,69,26,96,146,100,21,7,37,14,9,8,9
17,10,10,8,21,29,27,152,153,12,20,25,26,27,21,19,49,59,54,21,22,53,137,95,91
18,98,44,6,2,17,17,30,88,84,68,72,107,57,100,94,91,98,109,95,97,72,88,106,74
19,81,70,62,46,75,57,92,104,61,97,11,67,4,19,40,73,78,62,88,91,71,66,48,-1,-1
20,58,67,61,52,50,55,63,40,65,12,2,92,57,15,6,6,100,71,86,79,61,29,15,35
21,30,10,7,3,6,28,59,23,42,39,2,2,5,-1,-1,1,4,31,77,69,67,43,53,149
22,140,95,189,122,84,144,179,88,62,2,4,14,8,12,22,24,35,13,8,16,31,82,47,61
23,127,146,206,140,66,66,42,91,79,29,26,44,43,53,36,44,26,31,29,22,25,42,34,17
24,19,29,17,21,20,9,51,119,37,71,47,67,38,51,49,56,73,78,56,61,56,57,17,26
25,35,18,7,16,71,77,181,186,81,63,72,56,59,79,65,40,69,89,59,76,85,74,35,77
26,61,64,106,88,135,73,50,93,191,81,64,55,76,78,72,67,84,89,55,38,45,50,46,42
27,46,46,48,42,39,99,76,13,26,48,59,67,100,70,85,70,83,91,98,109,138,131,100,90
28,81,67,55,25,59,50,19,129,47,30,47,54,60,78,91,105,94,131,144,100,187,152,63,169
29,172,84,42,86,140,132,114,150,97,59,23,90,69,106,100,128,99,104,106,98,124,182,151,142
30,129,114,42,21,18,29,55,110,107,66,79,77,52,72,63,51,118,121,67,31,32,26,27,32
31,20,15,78,86,108,99,83,126,102,94,124,80,15,5,3,12,15,21,7,6,7,34,66,45
