Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,100,12,18,25,19,21,26,26,26,17,20,16,18,37,34,37,18,16,11,18,13,13,10,24
2,15,28,17,16,26,23,24,16,19,20,23,17,17,24,28,21,16,18,21,12,20,15,25,18
3,8,17,20,22,28,21,22,30,21,19,28,27,29,33,29,18,23,11,13,11,3,13,5,16
4,10,17,17,17,19,20,25,21,25,22,28,26,25,30,20,24,19,34,25,12,19,17,10,15
5,14,15,14,14,17,23,22,21,21,20,19,29,27,26,69,35,27,25,17,15,14,8,10,18
6,14,20,14,21,23,28,27,27,23,26,28,23,25,29,32,27,19,27,14,20,9,16,17,16
7,22,21,18,12,34,31,20,26,19,24,29,30,29,31,36,27,16,24,25,22,13,13,26,20
8,26,25,22,20,23,31,25,39,21,25,23,32,31,29,29,21,26,35,40,22,16,21,40,29
9,16,35,23,18,25,18,22,32,20,32,22,23,14,26,26,20,23,33,24,19,10,15,7,30
10,17,30,26,28,29,21,24,28,24,26,26,25,20,30,26,22,23,27,23,23,21,20,17,27
11,18,25,29,39,34,34,27,25,38,21,30,28,25,34,26,25,23,22,22,27,32,26,27,24
12,28,26,26,28,28,31,37,29,30,45,26,38,22,26,35,28,15,28,41,34,13,22,21,22
13,19,30,19,22,54,36,35,61,33,25,36,26,37,40,42,40,35,26,30,22,35,26,23,26
14,17,23,26,28,23,20,28,36,40,30,32,28,34,22,20,23,17,13,19,8,20,9,9,18
15,18,21,18,15,19,19,21,17,11,21,19,15,17,24,21,25,18,28,19,16,7,16,16,17
16,18,29,21,18,17,20,15,25,30,21,27,19,12,17,23,18,16,21,14,11,17,10,9,14
17,15,33,12,20,20,28,24,20,16,22,14,18,18,28,16,17,22,12,26,2,2,1,6,5
18,13,16,19,16,20,10,14,14,6,16,14,13,19,21,25,17,17,26,15,20,7,12,18,9
19,10,14,18,17,19,17,16,15,16,20,14,16,23,14,20,12,21,14,8,15,5,18,4,12
20,10,14,17,15,16,12,14,13,13,17,10,18,19,18,22,16,22,17,13,9,3,8,5,7
21,7,12,16,17,15,14,12,15,17,13,18,17,24,15,27,19,16,19,18,7,13,7,6,15
22,12,16,25,8,23,15,26,16,13,21,25,21,24,23,18,17,14,16,17,17,13,9,18,11
23,10,24,13,11,15,17,15,15,15,17,19,12,19,15,13,13,18,13,13,20,12,14,10,13
24,-1,20,14,18,18,12,24,15,11,16,19,13,20,27,17,17,17,15,19,21,10,12,18,48
25,20,14,14,11,22,16,17,31,13,21,18,23,10,38,23,25,21,14,14,13,11,16,19,15
26,17,25,17,12,18,17,11,9,13,17,14,17,15,20,26,19,13,9,9,11,12,9,10,16
27,12,13,12,12,6,14,14,13,16,11,14,17,14,17,15,16,8,12,15,6,11,7,5,18
28,8,13,17,12,11,15,7,7,18,8,18,17,20,26,8,7,14,14,7,11,10,7,10,21
29,3,10,12,11,14,13,10,20,7,15,13,11,13,14,13,26,15,14,15,14,9,12,7,26
30,13,20,16,7,15,11,8,9,11,9,10,16,7,15,25,20,24,21,17,17,12,6,19,10
31,14,15,7,5,19,13,17,18,15,10,16,17,14,20,12,10,19,12,11,9,14,21,13,6
