mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,81,72,98,136,152,201,172,166,184,225,261,273,257,279,273,18,111,248,205,164,150,135,64,19,""
02,23,20,19,35,42,38,46,31,52,58,41,42,68,72,78,76,74,52,49,33,38,26,18,22,""
03,8,14,16,17,36,33,34,33,27,40,41,48,54,68,56,59,63,71,52,111,70,28,22,19,""
04,13,18,18,28,19,38,46,35,30,39,54,69,58,53,84,210,261,243,209,161,155,156,92,48,""
05,53,54,72,80,91,114,125,121,145,142,161,153,152,193,163,161,178,186,148,111,77,82,72,50,""
06,42,48,54,82,120,123,117,103,66,30,34,37,28,22,77,157,166,150,134,97,86,66,47,33,""
07,31,42,60,62,72,81,85,98,89,103,129,110,95,118,56,104,109,77,109,70,68,55,53,44,""
08,35,35,46,65,75,74,62,73,77,89,99,103,79,100,116,139,162,133,124,85,78,54,53,47,""
09,33,36,34,61,70,82,67,66,78,75,70,112,112,107,121,168,154,145,105,90,68,73,56,64,""
10,32,37,59,74,103,72,91,83,88,98,112,116,126,126,114,119,148,135,99,97,71,66,52,43,""
11,30,43,40,54,82,80,67,51,49,96,104,108,128,136,140,163,132,130,97,82,57,53,46,35,""
12,33,29,66,64,85,104,100,99,121,105,106,134,157,195,174,154,126,138,102,98,60,40,31,29,""
13,28,32,30,-1,-1,-1,-1,-1,-1,-1,11,29,27,62,94,112,143,114,97,82,60,50,48,40,""
14,33,35,32,44,69,79,86,72,89,98,75,89,118,142,127,117,126,123,97,61,69,52,39,33,""
15,37,24,31,36,63,47,52,60,51,68,71,61,88,107,124,115,121,87,83,68,48,53,33,33,""
16,43,23,48,56,79,78,88,70,71,100,100,136,148,160,152,119,118,102,80,75,55,48,43,39,""
17,33,7,11,1,14,18,13,8,10,17,14,21,27,34,82,110,119,122,97,69,68,73,45,33,""
18,33,35,32,43,63,82,85,76,61,75,91,118,122,116,102,127,112,125,87,69,76,65,51,40,""
19,31,29,51,56,90,90,80,88,108,125,152,162,182,176,160,170,157,120,87,85,57,54,58,31,""
20,32,38,27,43,72,74,82,66,73,87,94,104,90,103,99,108,156,115,92,57,58,47,37,29,""
21,28,36,45,66,69,74,65,74,73,93,80,92,48,0,77,97,116,93,80,49,45,44,35,23,""
22,23,20,27,34,59,68,58,64,62,51,68,61,72,95,89,104,106,63,66,45,52,47,50,27,""
23,24,18,23,38,46,53,38,39,38,38,49,28,16,23,53,80,82,64,57,62,49,49,31,35,""
24,26,24,20,28,43,31,8,12,7,12,13,18,12,19,53,81,80,82,60,55,54,62,40,32,""
25,27,19,32,41,55,65,52,46,48,50,66,33,16,21,41,67,72,50,51,43,49,50,35,38,""
26,31,23,11,9,4,7,13,11,7,9,14,16,17,22,86,82,70,98,58,44,49,32,32,27,""
27,16,20,20,20,48,89,107,122,103,108,116,143,150,156,149,175,170,146,99,75,-1,-1,-1,-1,""
28,-1,-1,3,31,59,73,59,61,66,52,71,74,88,88,99,117,123,89,69,71,56,48,50,38,""
29,29,33,40,46,47,63,68,57,61,57,69,98,88,113,107,106,96,68,54,48,39,40,43,32,""
30,22,26,25,41,61,52,50,36,46,63,65,73,76,70,71,55,60,70,62,55,57,51,39,29,""
31,24,15,22,38,63,52,53,62,49,72,63,86,74,100,73,65,100,94,71,46,43,39,33,-1,""
