mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,2,3,-1,5,3,2,3,-1,1,3,3,2,3,-1,1,2,-1,-1,-1,-1,-1,1,-1,0,""
02,-1,-1,1,1,-1,3,4,4,-1,4,2,2,1,2,4,4,2,1,2,2,-1,-1,2,0,""
03,4,2,2,-1,2,3,1,2,2,6,7,6,3,1,1,3,2,1,-1,-1,2,1,1,1,""
04,2,1,-1,-1,2,2,1,2,-1,7,2,1,5,2,-1,2,2,-1,1,1,1,2,1,2,""
05,-1,1,2,3,1,1,1,-1,-1,1,4,10,4,9,3,2,1,1,1,-1,-1,1,2,4,""
06,2,11,14,8,6,5,5,6,11,7,6,4,4,7,7,1,4,2,4,-1,4,4,4,6,""
07,5,16,14,11,10,14,11,10,12,12,13,14,11,10,5,4,7,9,1,4,9,5,6,18,""
08,15,16,12,7,9,10,8,6,13,11,6,13,11,14,6,9,5,6,2,3,2,5,5,8,""
09,8,11,12,10,12,12,10,13,8,10,8,16,16,9,14,3,6,2,2,7,5,6,9,4,""
10,4,4,4,9,5,5,2,3,6,7,7,10,9,8,8,8,5,5,2,3,3,5,6,5,""
11,7,7,4,11,5,4,3,2,3,2,5,4,6,3,4,2,1,2,-1,3,-1,2,-1,4,""
12,5,1,4,1,1,1,3,-1,1,3,1,-1,-1,-1,2,1,3,-1,3,-1,-1,1,1,1,""
13,4,5,2,1,4,6,3,1,3,1,5,2,-1,1,2,1,3,-1,-1,1,-1,-1,-1,2,""
14,-1,6,4,5,4,3,1,1,1,1,3,5,6,5,3,2,4,1,1,1,1,5,1,6,""
15,2,4,5,9,5,5,5,7,7,8,3,7,9,4,7,4,5,5,2,-1,1,5,9,3,""
16,6,9,10,7,7,4,-1,5,6,2,6,7,1,7,8,5,7,5,2,-1,9,5,9,8,""
17,11,8,9,17,4,4,5,7,17,5,10,5,8,7,5,3,2,4,3,5,5,8,4,4,""
18,8,14,9,9,10,5,5,7,8,15,23,20,11,12,14,8,6,2,1,3,3,10,6,7,""
19,18,12,20,18,15,16,14,14,11,11,19,12,7,9,5,2,6,4,-1,8,5,2,9,9,""
20,7,15,8,10,10,10,5,8,6,8,10,23,7,4,4,6,5,4,4,3,4,5,7,16,""
21,9,8,17,9,6,6,7,7,4,-1,8,9,8,12,15,5,9,3,7,5,6,7,7,14,""
22,14,16,14,14,17,8,4,7,5,12,12,12,4,15,11,7,6,3,6,7,5,4,11,12,""
23,12,2,6,10,5,6,7,9,8,19,12,8,11,6,2,6,4,3,-1,-1,3,-1,3,7,""
24,2,1,4,3,3,1,-1,3,5,4,7,5,2,6,-1,1,-1,-1,1,-1,-1,-1,1,3,""
25,4,9,4,7,5,4,4,9,7,12,5,12,10,8,5,6,7,1,5,2,4,1,6,9,""
26,8,14,14,11,15,3,7,8,12,16,13,15,18,13,10,8,6,3,2,3,4,2,2,7,""
27,10,9,5,8,2,6,9,3,3,3,6,4,3,7,1,2,1,1,1,-1,-1,-1,2,2,""
28,5,2,6,1,4,4,3,6,3,4,-1,4,6,6,1,4,2,1,1,4,1,4,2,2,""
29,9,5,7,4,7,8,8,4,6,7,8,2,8,15,7,2,12,6,2,2,7,4,5,9,""
30,17,11,25,13,14,16,15,18,10,23,18,16,13,21,8,7,5,6,3,5,4,5,11,11,""
31,8,11,19,17,14,12,2,5,3,11,8,5,5,5,5,7,6,7,4,5,2,13,10,1,""
