mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,40,48,41,27,38,46,51,50,58,47,56,48,51,34,19,17,21,11,19,27,25,35,40,45
1,47,29,45,44,31,43,44,41,69,58,46,46,40,32,18,24,29,20,20,28,32,30,53,48
2,51,43,44,52,46,55,41,22,41,63,39,32,21,9,17,7,8,13,6,5,16,11,22,13
3,20,5,9,12,7,12,23,15,19,26,22,24,17,15,12,7,10,15,5,17,10,19,21,19
4,18,17,16,17,22,16,14,20,27,23,27,25,30,20,18,10,10,7,18,8,13,8,17,17
5,23,30,16,16,15,21,16,24,26,24,18,20,20,17,17,11,10,7,16,14,10,16,20,20
6,25,14,17,19,14,15,20,19,18,31,33,18,19,10,10,21,16,11,25,13,30,35,33,48
7,55,46,54,36,34,40,43,61,64,45,63,50,39,24,37,18,16,23,25,36,35,26,31,35
8,42,41,47,67,63,48,55,51,70,71,52,54,35,37,26,29,16,16,23,29,35,40,43,44
9,41,50,51,55,42,59,55,23,23,24,29,20,13,4,5,7,10,19,13,8,10,24,16,14
10,13,22,15,7,12,12,14,14,16,26,21,17,20,31,10,4,18,14,20,16,31,29,33,35
11,44,38,42,40,40,40,49,42,24,19,34,24,26,8,12,11,7,10,7,19,10,19,19,24
12,13,34,17,27,17,20,19,17,22,13,14,24,16,14,10,26,18,24,20,24,24,27,45,41
13,48,48,46,40,37,47,42,53,42,30,32,14,12,8,9,10,13,11,4,14,19,17,14,16
14,16,17,9,21,12,16,21,18,20,18,30,31,17,12,14,18,9,6,4,7,8,15,13,12
15,6,10,10,13,10,11,11,12,9,15,21,16,8,6,8,5,10,10,7,12,12,7,8,10
16,8,12,17,13,14,19,20,23,14,27,19,9,17,15,11,15,11,6,4,7,14,10,10,14
17,15,19,21,12,11,13,25,12,19,10,20,25,30,19,16,14,12,8,7,10,10,15,13,19
18,11,7,20,11,19,20,10,19,26,18,17,20,23,18,16,11,26,12,7,12,12,9,17,18
19,22,27,20,17,23,20,24,43,23,41,44,41,19,12,19,13,8,7,12,13,13,13,14,15
20,17,17,17,13,23,27,36,31,11,3,25,24,19,21,20,12,11,8,8,17,9,13,21,19
21,29,20,17,16,10,14,16,21,22,28,15,17,21,19,21,10,9,14,12,8,15,15,20,18
22,16,9,13,10,9,14,14,19,12,15,25,23,14,14,14,16,6,13,13,14,18,14,17,25
23,29,22,28,18,20,15,17,27,25,37,20,21,30,18,12,13,12,11,8,9,5,12,7,9
24,10,8,6,6,12,16,22,8,10,25,8,17,16,22,12,9,13,10,7,10,2,8,9,9
25,8,9,13,12,14,17,13,18,23,20,26,22,27,16,17,7,11,20,24,19,27,29,38,48
26,38,43,42,42,39,34,41,45,52,23,31,19,19,19,11,12,7,10,13,15,12,26,31,12
27,22,9,19,11,10,12,19,19,30,15,24,27,30,14,18,22,28,17,28,24,27,32,36,38
28,52,50,52,48,47,33,32,11,27,21,21,11,29,22,18,13,13,11,10,4,13,15,18,16
29,21,8,8,13,11,16,26,20,32,31,28,13,23,13,14,15,12,10,7,7,8,11,13,27
30,-1,-1,-1,-1,-1,-1,9,29,26,28,35,20,14,18,16,17,15,19,16,11,8,8,14,-1,-1
