mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,17,21,24,28,22,23,26,20,22,26,22,5,8,2,9,6,9,11,7,7,8,3,1,3,""
02,0,0,2,4,5,4,12,19,17,30,23,5,1,7,11,11,12,6,5,4,6,14,13,23,""
03,16,22,17,20,31,29,23,17,34,35,29,38,22,16,16,12,11,11,11,9,14,17,23,13,""
04,17,40,22,35,31,25,9,7,18,43,18,2,0,0,0,2,15,6,11,10,12,8,17,16,""
05,15,10,2,1,5,5,2,11,24,30,7,1,0,0,0,1,1,6,8,12,14,12,12,17,""
06,24,22,29,30,31,30,30,21,32,10,2,0,0,2,0,0,0,4,8,8,23,11,12,25,""
07,20,30,29,29,28,34,42,26,25,17,8,2,2,0,1,1,0,2,15,17,19,25,9,25,""
08,21,29,36,30,36,28,39,41,30,5,2,2,0,2,0,0,0,1,0,0,7,4,8,22,""
09,24,27,31,30,28,35,45,45,24,2,0,0,0,0,0,0,0,0,0,0,5,6,14,19,""
10,22,38,32,26,26,32,39,34,27,1,1,0,0,0,0,0,2,0,0,5,9,9,24,19,""
11,24,28,34,26,30,20,38,26,26,26,21,6,3,2,0,2,0,3,4,13,25,21,13,22,""
12,33,42,30,42,21,26,28,24,34,44,23,3,0,1,0,1,2,0,18,25,43,31,13,18,""
13,33,31,37,30,32,23,25,19,37,48,15,1,0,0,0,0,0,12,1,8,15,9,17,21,""
14,22,30,26,31,16,34,32,28,42,24,3,0,0,0,0,0,0,0,11,6,15,17,22,15,""
15,24,27,39,25,33,35,57,50,53,31,2,0,0,0,0,0,0,0,0,0,3,10,13,14,""
16,20,23,29,28,36,36,54,37,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,""
17,13,29,34,30,12,29,36,36,18,1,0,0,0,0,0,0,0,0,0,1,2,18,85,37,""
18,32,44,105,36,40,49,50,20,31,3,1,1,0,1,0,0,0,0,0,1,1,10,12,18,""
19,23,29,28,37,27,21,26,28,29,28,4,0,1,0,0,2,0,2,6,11,32,13,18,20,""
20,11,29,25,24,31,19,33,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,""
21,3,19,25,31,34,46,34,33,12,0,1,0,1,1,0,1,1,2,12,9,13,9,9,17,""
22,21,26,25,30,40,27,35,28,35,44,27,29,10,1,1,4,4,8,10,10,4,19,14,17,""
23,22,12,6,5,10,7,5,27,25,18,5,1,0,2,1,1,1,8,5,8,18,12,8,16,""
24,10,9,4,5,7,3,9,20,18,28,24,5,2,3,3,3,6,5,10,11,6,15,9,7,""
25,20,22,28,20,19,20,20,21,10,24,23,26,17,12,13,15,10,9,8,10,17,12,16,18,""
26,17,15,11,8,6,7,2,7,25,38,25,21,14,12,20,15,16,10,9,7,2,1,1,2,""
27,1,0,7,6,2,4,5,19,33,26,17,2,0,1,0,3,16,10,4,5,19,12,19,20,""
28,31,16,24,18,27,20,27,16,26,17,5,2,1,2,2,1,0,1,0,6,12,14,10,21,""
29,25,30,22,28,19,26,24,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,""
30,11,14,22,28,10,23,24,19,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,""
31,4,0,2,4,4,2,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,""
